blank,Material,Plant,Material Description,MRP Type,Valuation Class,Material Group,Base Unit of Measure,Price Unit,Price Control,Price,Material Type,Last Change,Created by
,90016980,2241,TORQUE LIMITER RINGSPANN/SF 57-18.5124,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016981,2241,SHAFT SEAL 3.25X4.249X.438 SKF/CR532396,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016982,2241,SPRING COMPRESS NEXEN GROUP/5234,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016983,2241,BRGN INSERT BALL REGAL B PWR/2-2SLM,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016984,2241,NEEDLE ROLLER BRGN SCHAEFFLER/NA4908,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016985,2241,BRGN INSERT BALL REGAL B PWR/2-08SLM,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016986,2241,BRGN INSERT BALL REGAL B PWR/2-12SLM,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016987,2241,BRGN INSERT BALL REGAL B PWR/2-11SLM,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016988,2241,BRGN INSERT BALL REGAL B PWR/2-16SLM,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016989,2241,BRGN INSERT BALL REGAL B PWR/2-17SLM,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016990,2241,BRGN INSERT BALL REGAL B PWR/2-18SLM,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016991,2241,BRGN SPROKET/PULLEY TIMKEN/203KRR2,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016992,2241,BRG INSERT BALL NTN/UC206-103D1,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016993,2241,BRNG INSERT TIMKEN/1103KRR,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016994,2241,BRNG INSERT TIMKEN/1203KRR,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016995,2241,BRGN INSERT BALL REGAL B PWR/5207,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016996,2241,BRG INSERT BALL NTN/AELS204-012N,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016997,2241,BRG INSERT BALL NTN/ASS205-100N,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016998,2241,BRGN INSERT BLL SCHAEFFLER/E50-KRR*E,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016999,2241,NEEDLE ROLLER BRGN RINGBALL/NA 4909,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017000,2241,BRNG INSERT TIMKEN/RA103RR2,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017001,2241,BRGN BALL INSERT REGAL PWR/SLS-112,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017002,2241,BRNG BLL UNT FLG REGAL PWR/VF2S-116M,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017003,2241,BRNG BLL UNT STMP FLG REGAL PW/SSF3S-116,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017004,2241,BRNG BLL UNT FLG REGAL PWR/VF2S-119M,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017005,2241,BRG INSERT BALL NTN/UC208D1,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017006,2241,FLANGE FOR BEARING 2.8125 TIMKEN/62MS,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017007,2241,BRGN BALL INSERT NSK/UR207-23NR,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017008,2241,BRG INSERT BALL NTN/UEL211-200D1,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017009,2241,ROD THR END BRGN REGAL B PWR/AR 8N,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017010,2241,ROD THR END BRGN REGAL B PWR/TR 7,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017011,2241,BRNG BLL UNT WIDE SLOT REGAL PW/ST-23,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017012,2241,BRNG BLL UNT FLG REGAL PWR/SFT-16,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017013,2241,BRNG BLL UNT FLG REGAL PWR/SFT-19,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017014,2241,BRNG BLL UNT FLG REGAL PWR/SFT-20,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017015,2241,BRNG BLL UNT FLG REGAL PWR/SFT-22,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017016,2241,BRNG BLL UNT FLG REGAL PWR/SFT-24,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017017,2241,BRNG BLL UNT FLG REGAL PWR/SFT-27,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017018,2241,BRNG BLL UNT FLG REGAL PWR/SFT-28,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017019,2241,BRNG BLL UNT FLG REGAL PWR/SFT-21,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017020,2241,BRNG BLL UNT FLG REGAL PWR/SFT-32,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017021,2241,BRGN SPROKET TIMKEN/204KRR2,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017022,2241,LUBRICANT GREASELESS LPS LAB/C30116,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017023,2241,SPROKET 28T 1-7/16 TSUBAK/H50B28F 1-7/16,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017024,2241,O-RING BUNA-N 36X4MM DMR/36-4MM,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017025,2241,O-RING BUNA-N 39X3MM DMR/39-3MM,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017026,2241,ROLLER CHAIN 06B .375 TSUBAKI/RF06B,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017027,2241,ROLLER CHAIN 80RB 1 TSUBAKI/RF80RB,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017028,2241,CHAIN STD 10B-1 RENOLD/10B-1R,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017029,2241,CHAIN STD 12B-2 RENOLD/12B-2R,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017030,2241,CONNECTING LINK CH 12B-3 RENOLD/12B-3CL,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017031,2241,OIL SEAL MM DBL LIP DMR/26427-DL,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017032,2241,NEEDLE BRNG INN RNG KOYO/B-4416 IR 4016,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017033,2241,BUSHING REGAL PW/500 TL BUSHING (540)PB,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017034,2241,SPRING REGAL PW/500 TL DISK SPRING PB,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017035,2241,FRICTN FACING TL 500A REGAL B PWR/604201,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017036,2241,BUSHING TL 500 .48L REGAL B PWR/604205,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017037,2241,BUSHING TL 500 .77L REGAL B PWR/604208,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017038,2241,BRGN LT T45L REGAL B PWR/45B BRG,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017039,2241,SPROKET 32T REGAL B PWR/500-AG532,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017040,2241,SPROKET 30T REGAL B PWR/500-AG530,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017041,2241,BUSHING TL 500A .425L REGAL B PWR/604204,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017042,2241,CYLINDRICAL ROLLER BRGN NSK/M5217TV PTC,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017043,2241,BLL BRGN UNT FLG REXNORD/FEU3322,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017044,2241,SPH BRGN UNT FLG REXNORD/FB22432H,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017045,2241,SPH BRGN UNT FLG REXNORD/FEB22432H,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017046,2241,BRGN UNT FLG REGAL B PWR/MSF-23C,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017047,2241,BEARING BALL PB 2B LCK SETSCREW 1IN,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017048,2241,BRNG BALL UNT PB TB LCK STSCW 1.4375IN,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017049,2241,BALL BRNG UNIT FLNG TIMKEN/GVFTD 1,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017050,2241,BALL BRNG UNIT FLNG TIMKEN/GVFTD 1-7/16,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017051,2241,BALL BRNG UNIT FLNG TIMKEN/FLCT 1 3/16,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017052,2241,BRGN UNT TPRD RLLR REGAL B PWR/RPB 203-2,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017053,2241,BELT V  CONTITECH CANADA INC 4L300,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017054,2241,SPROKET 40 18T TIMKEN/010-4018-S,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017055,2241,SPROCKET 40T STK BORE REGAL B PWR/35B40,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017056,2241,TIMING BELT 60X2 CONTITECH/600H-200,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017057,2241,DRAWN CUP NEEDLE RLLR BRNG KOYO/B-45,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017058,2241,RADIAL BALL BRGN TIMKEN/S1KDD7,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017059,2241,LIMITER TORQUE REGAL B PW/350A-1 TL 1 FB,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017060,2241,FRICTN FCNG REGAL/350A TL FACING (2) PB,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017061,2241,SPROCKET 50T REGAL B PWR/16FL50X3/4,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017062,2241,CAM CLUTCH 1-1/2 REGAL B PWR/640704,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017063,2241,SPROKET SCHAEFFLER/KSR16-LO-08-10-18-08,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017064,2241,BRNG BLL UNT WIDE SLOT REGAL PW/VTWS-220,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017065,2241,BRGN SLEEVE POLYMOTION/CB1826-24 POL,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017066,2241,BALL BRNG UNIT TIMKEN/PB 7/8,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017067,2241,SLEEVE BRG OLB 1-15/16X2-1/8X2/FB-68-3,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017068,2241,FLANGE BRNG OILUBE 5/8X3/4X1/2/FL-38-8,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017069,2241,FLANGE BRNG OILUBE 1X1-1/4X3/4/FB-68-10,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017070,2241,FLANGE BRNG OILUB 3/8X1/2X1-1/4/FL-44-6,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017071,2241,FLANGE BRNG OILUBE 3/8X1/2X3/8/FB-810-6,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017072,2241,FLANGE BRNG OILUBE 1/2X5/8X3/4/FL-50-8,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017073,2241,FLANGE BRNG OILUBE 3/8X1/2X1-1/4/FL-77-6,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017074,2241,FLANGE BRNG OILUBE 7/16X5/8X3/4/FL-77-8,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017075,2241,FLANGE BRNG OILUBE 1/2X5/8X1/FL-77-12,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017076,2241,FLANGE BRNG OILUBE 5/8X3/4X1/FL-87-6,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017077,2241,FLANGE BRNG OILUB 5/8X3/16X3/4/FB-1620-6,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017078,2241,FLANGE BRNG OILUBE 5/8X7/8X1/FB-1012-4,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017079,2241,FLANGE BRNG OILUBE 3/4X1X3/4/FL-63-6,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017080,2241,FLANGE BRNG OILUBE 3/4X1X1/FL-64-8,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017081,2241,FLANGE BRNG OILUBE 3/4X1X1-1/2/FL-62-8,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017082,2241,FLANGE BRNG OILUBE 7/8X1X3/4/P-37-6,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017083,2241,SLEEVE BRNG OILUBE 1X1-1/4X3/4/P-50-4,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017084,2241,SLEEVE BRNG OILUBE 1X1-1/4X1/P-50-5,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017085,2241,SLEEVE BRNG OILUB 1X1-1/4X1-1/2/P-50-7,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017086,2241,SLEEVE BRNG OILUBE 1X1-1/4X2/P-52-8,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017087,2241,SLEEVE BR OL 1-3/16X1-1/2X1-1/2/P-52-16,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017088,2241,SLEEVE BRG OL 1-1/4X1-1/2X1-1/4/P-52-5,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017089,2241,SLEEVE BRNG OILUB 1-1/4X1-1/2X3/P-52-4,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017090,2241,SLEEVE BRG OILUB 1-5/16X1-5/8X3/P-64-7,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017091,2241,SLEEVE BRNG OILUB 1-3/8X1-5/8X2/P-64-12,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017092,2241,SLEEVE BRNG OILUB 1-3/8X1-3/4X2/P-77-5,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017093,2241,SLEEVE BRG OL 1-1/2X1-3/4X1-1/2/P-77-6,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017094,2241,SLEEVE BRG OL 1-1/2X1-3/4X2-1/2/P-77-8,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017095,2241,SLEEVE BRG OL 1-5/8X1-7/8X1-1/2/P-77-12,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017096,2241,SLEEVE BRG OLB 1-15/16X2-5/16X2/P-78-8,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017097,2241,SLEEVE BRNG OILUBE 2X2-3/8X2/P-78-12,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017098,2241,SLEEVE BRNG OILUBE 2X2-3/8X4/P-87-6,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017099,2241,SLEEVE BRNG OILUBE 3/8X7/16X3/4/P-89-20,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017100,2241,SLEEVE BRNG OILUBE 1/2X5/8X1/2/P-90-10,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017101,2241,SLEEVE BRNG OILUBE 1/2X5/8X5/8/P-93-16,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017102,2241,SLEEVE BRNG OILUBE 1/2X5/8X7/8/P-102-6,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017103,2241,SLEEVE BRNG OILUBE 1/2X3/4X1/2/P-102-8,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017104,2241,SLEEVE BRNG OILUBE 1/2X3/4X5/8/P-102-12,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017105,2241,SLEEVE BRNG OILUBE 1/2X3/4X1/P-102-16,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017106,2241,SLEEVE BRNG OILUBE 1/2X3/4X2/P-125-10,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017107,2241,SLEEVE BRNG OILUBE 5/8X7/8X5/8/P-125-24,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017108,2241,SLEEVE BRNG OILUB 5/8X7/8X1-1/2/P-119-12,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017109,2241,SLEEVE BRNG OILUBE 3/4X1X5/8/P-131-24,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017110,2241,SLEEVE BRNG OILUBE 3/4X1X3/4/P-138-16,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017111,2241,SLEEVE BRNG OILUBE 3/4X1X1/P-137-16,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017112,2241,SLEEVE BRNG OILUBE 3/4X1X1-1/2/P-150-12,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017113,2241,SLEEVE BRNG OILUBE 3/4X1-1/8X1/P-150-20,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017114,2241,SLEEVE BRG OILB 3/4X1-1/8X1-1/2/P-162-12,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017115,2241,SLEEVE BRNG OILUBE 7/8X1X3/4/AA-2102-3,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017116,2241,SLEEVE BRG OILB 7/8X1-1/8X2-1/2/P-193-16,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017117,2241,SLEEVE BRG OILB 7/8X1-1/4X1-1/4/P-201-16,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017118,2241,SLEEVE BRG OILUB 15/16X1-3/16X2/P-201-32,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017119,2241,SPHERICAL PLAIN BRGN 1D TIMKEN/10SF16,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017120,2241,SPHERICAL PLAIN BRGN 3/4D TIMKEN/7SF12,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017121,2241,BRGN UNT BALL FLNG NTN/UCF209-110D1,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017122,2241,BRGN UNT BALL FLNG NTN/UCF210D1,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017123,2241,ADHESIVE LUBRICANT GRAPHIT KLUBER/081215,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017124,2241,GREASE BEARING H-PRESSURE KLUBER/017105,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017125,2241,HYDRAULIC OIL MOBIL / NUTO H 32,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017126,2241,HYDRAULIC OIL MOBIL / NUTO H 68,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017127,2241,OIL GEARS MOBIL/SPARTAN EP 460,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017128,2241,OIL GEARS MOBIL/SPARTAN EP 150,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017129,2241,OIL CONTROLE AIR / PALLUBE 32,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017130,2241,GREASE CASTROL/PYROPLEX BLUE,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017131,2241,BALL BRGN UNT 2-BOLT KOYO/UCFA206,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017132,2241,BELT W/ HOLES 290X3450MM FOSBER/126700-L,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017133,2241,VS-RING 90X6MM DMR/VS-100,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017134,2241,AIR BLOW GUN TOPRING/60.396,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017135,2241,SELF-STRN HOSE BL 25FT TOPRING/17.620.07,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017136,2241,SELF-STRN HOSE RD 25FT TOPRING/17.620,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017137,2241,SELF-STRN HOSE RD 50FT TOPRING/17.620,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017138,2241,SELF-STRN HOSE BL 50FT TOPRING/17.620.07,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017139,2241,CAM CLUTCH REGAL B PWR/MG600A 2 FB CL,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017140,2241,CAM CLUTCH REGAL B PWR/MG500A 7/8,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017141,2241,J BRAKE W/ DRUM NEXEN GR/J 841600,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017142,2241,BRGN UNT BALL PLLW-B REGAL B PWR/NP-16T,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017143,2241,ENCODER 4096 PPR FOSBER/00512016,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017144,2241,COUPLING 1/4INX6MM FOSBER/915-776,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017145,2241,TANK OIL FOSBER/2530201701,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017146,2241,DISK FOSBER/2680170601,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017147,2241,STONE HARD FOSBER/2080450302-A,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017148,2241,PIVOTING ACTUATOR SCHNEIDER/XCS-Z03,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017149,2241,SCREW 8X1X30 FOSBER/20051910,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017150,2241,VALVE SOLENOID SMC/EVT317-3D-02F,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017151,2241,CYLINDER 43562654 FOSBER/43562654,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017152,2241,FITTING 12MM FOSBER/26012067,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017153,2241,SPRING FOSBER / 2700230501,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017154,2241,HUB SUPPORT FOSBER / 2700580101,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017155,2241,WIRING HARNESS FOSBER / 32345023,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017156,2241,PLUG ADAPTER 4PIN 3COND FOSBER/32345010,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017157,2241,SWITCH OMRON/E2E-X10MY1N,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017158,2241,FILTER CG FLENCO47144052 FOSBER/47144053,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017159,2241,CONNECTOR FEMALE 4 PIN FOSBER/00512899,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017160,2241,CYLND SMC C85N16-125-Y30 FOSBER/43561856,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017161,2241,COVER 3MX300MM FOSBER/22121651,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017162,2241,TANK TUBE FOSBER/2530231502,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017163,2241,WHEEL 170MM OD FOSBER/110537-A,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017164,2241,CYLND CAMOZZI 60M2L63A80 FOSBER/43563726,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017165,2241,CYL CAMOZZ 40M2L050A0050 FOSBER/43563025,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017166,2241,CYLINDER AIR 50X80 FOSBER/43563050,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017167,2241,VALVE SOLND SMC EVX22... FOSBER/41146028,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017168,2241,CYLINDER CAMOZZI FOSBER/2700330301,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017169,2241,SWITCH TEMP CTRL HOFFMAN FOSBER/00513125,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017170,2241,SCREW M12X80 FOSBER/20178015,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017171,2241,FILTER TOP COVER GRAYMILLS/540-29813-23,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017172,2241,HANDLE EMKA FOSBER/20750562,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017173,2241,ECCENTRIC HOUSING WARD / C-28041,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017174,2241,BEARING RETAINER WARD / A-12537,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90017175,2241,RATCHET ARM 5/8 LOWELL/13901-91210,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
