Material,Plant,TotalStock
90002384,1715,0.000
90002385,1715,0.000
90002386,1715,0.000
90002387,1715,0.000
90002388,1715,0.000
90002389,1715,0.000
90002390,1715,0.000
90002391,1715,0.000
90002392,1715,0.000
90002393,1715,0.000
90002394,1715,0.000
90002395,1715,0.000
90002396,1715,0.000
90002397,1715,0.000
90002398,1715,0.000
90002399,1715,1.000
90002400,1715,0.000
90002401,1715,1.000
90002402,1715,1.000
90002403,1715,0.000
90002404,1715,0.000
90002405,1715,0.000
90002406,1715,0.000
90002407,1715,0.000
90002408,1715,0.000
90002409,1715,0.000
90002410,1715,0.000
90002411,1715,0.000
90002412,1715,0.000
90002413,1715,0.000
90002414,1715,0.000
90002415,1715,0.000
90002416,1715,0.000
90002417,1715,0.000
90002418,1715,0.000
90002419,1715,0.000
90002420,1715,0.000
90002421,1715,0.000
90002422,1715,0.000
90002423,1715,0.000
90002424,1715,0.000
90002425,1715,0.000
90002426,1715,0.000
90002427,1715,0.000
90002428,1715,0.000
90002429,1715,0.000
90002430,1715,0.000
90002431,1715,0.000
90002432,1715,0.000
90002433,1715,0.000
90002434,1715,0.000
90002435,1715,0.000
90002436,1715,0.000
90002437,1715,0.000
90002438,1715,0.000
90002439,1715,0.000
90002440,1715,0.000
90002441,1715,0.000
90002442,1715,0.000
90002443,1715,0.000
90002444,1715,0.000
90002445,1715,0.000
90002446,1715,0.000
90002447,1715,1.000
90002448,1715,0.000
90002449,1715,0.000
90002450,1715,0.000
90002451,1715,0.000
90002452,1715,0.000
90002453,1715,0.000
90002454,1715,0.000
90002455,1715,0.000
90002456,1715,0.000
90002457,1715,0.000
90002458,1715,2.000
90002459,1715,2.000
90002460,1715,0.000
90002461,1715,0.000
90002462,1715,0.000
90002463,1715,0.000
90002464,1715,0.000
90002465,1715,0.000
90002466,1715,1.000
90002467,1715,0.000
90002468,1715,0.000
90002469,1715,0.000
90002470,1715,0.000
90002471,1715,0.000
90002472,1715,0.000
90002473,1715,0.000
90002474,1715,7.000
90002475,1715,0.000
90002476,1715,0.000
90002477,1715,0.000
90002478,1715,0.000
90002479,1715,0.000
90002480,1715,0.000
90002481,1715,0.000
90002482,1715,0.000
90002483,1715,0.000
90002484,1715,0.000
90002485,1715,0.000
90002486,1715,0.000
90002487,1715,0.000
90002488,1715,0.000
90002489,1715,0.000
90002490,1715,0.000
90002491,1715,0.000
90002492,1715,0.000
90002493,1715,0.000
90002494,1715,0.000
90002495,1715,0.000
90002496,1715,0.000
90002497,1715,0.000
90002498,1715,0.000
90002499,1715,0.000
90002500,1715,0.000
90002501,1715,0.000
90002502,1715,0.000
90002503,1715,0.000
90002504,1715,0.000
90002505,1715,0.000
90002506,1715,0.000
90002507,1715,0.000
90002508,1715,0.000
90002509,1715,16.000
90002510,1715,0.000
90002511,1715,0.000
90002512,1715,0.000
90002513,1715,0.000
90002514,1715,0.000
90002515,1715,0.000
90002516,1715,0.000
90002517,1715,0.000
90002518,1715,0.000
90002519,1715,1.000
90002520,1715,0.000
90002521,1715,0.000
90002522,1715,0.000
90002523,1715,0.000
90002524,1715,0.000
90002525,1715,0.000
90002526,1715,0.000
90002527,1715,0.000
90002528,1715,0.000
90002529,1715,0.000
90002530,1715,0.000
90002531,1715,0.000
90002532,1715,0.000
90002533,1715,0.000
90002534,1715,0.000
90002535,1715,0.000
90002536,1715,1.000
90002537,1715,0.000
90002538,1715,0.000
90002539,1715,0.000
90002540,1715,0.000
90002541,1715,0.000
90002542,1715,0.000
90002543,1715,0.000
90002544,1715,0.000
90002545,1715,0.000
90002546,1715,0.000
90002547,1715,0.000
90002548,1715,0.000
90002549,1715,0.000
90002550,1715,0.000
90002551,1715,0.000
90002552,1715,0.000
90002553,1715,0.000
90002554,1715,0.000
90002555,1715,8.000
90002556,1715,1.000
90002557,1715,1.000
90002558,1715,1.000
90002559,1715,0.000
90002560,1715,0.000
90002561,1715,0.000
90002562,1715,0.000
90002563,1715,0.000
90002564,1715,0.000
90002565,1715,1.000
90002566,1715,0.000
90002567,1715,0.000
90002568,1715,0.000
90002569,1715,0.000
90002570,1715,0.000
90002571,1715,1.000
90002572,1715,0.000
90002573,1715,0.000
90002574,1715,0.000
90002575,1715,0.000
90002576,1715,0.000
90002577,1715,0.000
90002578,1715,0.000
90002579,1715,0.000
90002580,1715,0.000
90002581,1715,0.000
90002582,1715,0.000
90002583,1715,0.000
90002584,1715,0.000
90002585,1715,1.000
90002586,1715,0.000
90002587,1715,0.000
90002588,1715,0.000
90002589,1715,0.000
90002590,1715,0.000
90002591,1715,0.000
90002592,1715,0.000
90002593,1715,0.000
90002594,1715,0.000
90002595,1715,0.000
90002596,1715,1.000
90002597,1715,0.000
90002598,1715,0.000
90002599,1715,0.000
90002600,1715,0.000
90002601,1715,0.000
90002602,1715,0.000
90002603,1715,0.000
90002604,1715,0.000
90002605,1715,0.000
90002606,1715,0.000
90002607,1715,0.000
90002608,1715,0.000
90002609,1715,0.000
90002610,1715,0.000
90002611,1715,0.000
90002612,1715,0.000
90002613,1715,0.000
90002614,1715,0.000
90002615,1715,0.000
90002616,1715,0.000
90002617,1715,0.000
90002618,1715,0.000
90002619,1715,0.000
90002620,1715,1.000
90002621,1715,0.000
90002622,1715,0.000
90002623,1715,0.000
90002624,1715,0.000
90002625,1715,0.000
90002626,1715,0.000
90002627,1715,0.000
90002628,1715,0.000
90002629,1715,0.000
90002630,1715,0.000
90002631,1715,1.000
90002632,1715,0.000
90002633,1715,1.000
90002634,1715,1.000
90002634,2771,0.000
90002635,1715,1.000
90002635,2771,0.000
90002636,1715,1.000
90002637,1715,1.000
90002638,1715,0.000
90002639,1715,0.000
90002640,1715,0.000
90002641,1715,0.000
90002642,1715,0.000
90002643,1715,0.000
90002644,1715,0.000
90002645,1715,0.000
90002646,1715,0.000
90002647,1715,0.000
90002648,1715,0.000
90002649,1715,0.000
90002650,1715,0.000
90002651,1715,0.000
90002652,1715,0.000
90002653,1715,0.000
90002654,1715,0.000
90002655,1715,46.000
90002656,1715,0.000
90002657,1715,0.000
90002658,1715,0.000
90002659,1715,0.000
90002660,1715,0.000
90002661,1715,0.000
90002662,1715,0.000
90002663,1715,0.000
90002664,1715,11.000
90002665,1715,9.000
90002666,1715,3.000
90002667,1715,3.000
90002668,1715,11.000
90002669,1715,11.000
90002670,1715,3.000
90002671,1715,3.000
90002672,1715,2.000
90002673,1715,18.000
90002674,1715,82.000
90002675,1715,0.000
90002676,1715,34.000
90002677,1715,0.000
90002678,1715,0.000
90002679,1715,0.000
90002680,1715,0.000
90002681,1715,0.000
90002682,1715,0.000
90002683,1715,0.000
90002684,1715,0.000
90002685,1715,0.000
90002686,1715,0.000
90002687,1715,0.000
90002688,1715,0.000
90002689,1715,0.000
90002690,1715,0.000
90002691,1715,0.000
90002692,1715,1.000
90002693,1715,2.000
90002694,1715,0.000
90002695,1715,2.000
90002696,1715,1.000
90002697,1715,3.000
90002698,1715,1.000
90002699,1715,3.000
90002700,1715,0.000
90002701,1715,3.000
90002702,1715,2.000
90002703,1715,2.000
90002703,2771,0.000
90002704,1715,2.000
90002705,1715,0.000
90002706,1715,0.000
90002707,1715,0.000
90002708,1715,1.000
90002709,1715,2.000
90002710,1715,0.000
90002711,1715,0.000
90002712,1715,0.000
90002713,1715,2.000
90002714,1715,0.000
90002715,1715,1.000
90002716,1715,1.000
90002717,1715,3.000
90002718,1715,0.000
90002719,1715,0.000
90002720,1715,0.000
90002721,1715,0.000
90002722,1715,0.000
90002723,1715,0.000
90002724,1715,0.000
90002725,1715,6.000
90002726,1715,0.000
90002727,1715,0.000
90002728,1715,0.000
90002729,1715,0.000
90002730,1715,0.000
90002731,1715,0.000
90002732,1715,0.000
90002733,1715,0.000
90002734,1715,0.000
90002735,1715,0.000
90002736,1715,0.000
90002737,1715,0.000
90002738,1715,0.000
90002739,1715,0.000
90002740,1715,0.000
90002741,1715,0.000
90002742,1715,0.000
90002743,1715,0.000
90002744,1715,0.000
90002745,1715,0.000
90002746,1715,0.000
90002747,1715,0.000
90002748,1715,0.000
90002749,1715,0.000
90002750,1715,0.000
90002751,1715,0.000
90002752,1715,0.000
90002753,1715,0.000
90002754,1715,0.000
90002755,1715,0.000
90002756,1715,0.000
90002757,1715,0.000
90002758,1715,0.000
90002759,1715,0.000
90002760,1715,0.000
90002761,1715,0.000
90002762,1715,0.000
90002763,1715,0.000
90002764,1715,0.000
90002765,1715,0.000
90002766,1715,0.000
90002767,1715,0.000
90002768,1715,0.000
90002769,1715,0.000
90002770,1715,0.000
90002771,1715,0.000
90002772,1715,0.000
90002773,1715,0.000
90002774,1715,0.000
90002775,1715,0.000
90002776,1715,0.000
90002777,1715,0.000
90002778,1715,0.000
90002779,1715,0.000
90002780,1715,0.000
90002781,1715,0.000
90002782,1715,0.000
90002783,1715,0.000
90002784,1715,0.000
90002785,1715,0.000
90002786,1715,0.000
90002787,1715,0.000
90002788,1715,0.000
90002789,1715,0.000
90002790,1715,0.000
90002791,1715,0.000
90002792,1715,0.000
90002793,1715,0.000
90002794,1715,0.000
90002795,1715,0.000
90002796,1715,0.000
90002797,1715,0.000
90002798,1715,0.000
90002799,1715,0.000
90002800,1715,0.000
90002801,1715,0.000
90002802,1715,2.000
90002803,1715,0.000
90002804,1715,0.000
90002805,1715,0.000
90002806,1715,0.000
90002807,1715,0.000
90002808,1715,0.000
90002809,1715,0.000
90002810,1715,0.000
90002811,1715,0.000
90002812,1715,0.000
90002813,1715,0.000
90002814,1715,0.000
90002815,1715,0.000
90002816,1715,0.000
90002817,1715,0.000
90002818,1715,0.000
90002819,1715,0.000
90002820,1715,0.000
90002821,1715,0.000
90002822,1715,0.000
90002823,1715,0.000
90002824,1715,0.000
90002825,1715,0.000
90002826,1715,0.000
90002827,1715,0.000
90002828,1715,0.000
90002829,1715,0.000
90002830,1715,0.000
90002831,1715,200.000
90002832,1715,200.000
90002833,1715,310.000
90002834,1715,16.000
90002835,1715,0.000
90002836,1715,0.000
90002837,1715,0.000
90002838,1715,0.000
90002839,1715,11.000
90002840,1715,0.000
90002841,1715,0.000
90002842,1715,0.000
90002843,1715,0.000
90002844,1715,0.000
90002845,1715,0.000
90002846,1715,0.000
90002847,1715,0.000
90002848,1715,0.000
90002849,1715,0.000
90002850,1715,0.000
90002851,1715,0.000
90002852,1715,0.000
90002853,1715,0.000
90002854,1715,0.000
90002855,1715,0.000
90002856,1715,0.000
90002857,1715,0.000
90002858,1715,0.000
90002859,1715,0.000
90002860,1715,0.000
90002861,1715,0.000
90002862,1715,0.000
90002863,1715,0.000
90002864,1715,5.000
90002865,1715,4.000
90002866,1715,0.000
90002867,1715,0.000
90002868,1715,0.000
90002869,1715,0.000
90002870,1715,0.000
90002871,1715,0.000
90002872,1715,0.000
90002873,1715,0.000
90002874,1715,0.000
90002875,1715,0.000
90002876,1715,0.000
90002877,1715,0.000
90002878,1715,0.000
90002879,1715,0.000
90002880,1715,0.000
90002881,1715,0.000
90002882,1715,0.000
90002883,1715,0.000
90002884,1715,0.000
90002885,1715,18.000
90002886,1715,17.000
90002887,1715,5.000
90002888,1715,0.000
90002889,1715,0.000
90002890,1715,0.000
90002891,1715,1.000
90002892,1715,0.000
90002893,1715,0.000
90002894,1715,0.000
90002895,1715,0.000
90002896,1715,0.000
90002897,1715,0.000
90002898,1715,0.000
90002899,1715,1.000
90002900,1715,0.000
90002901,1715,0.000
90002902,1715,0.000
90002903,1715,0.000
90002904,1715,0.000
90002905,1715,0.000
90002906,1715,0.000
90002907,1715,0.000
90002908,1715,0.000
90002909,1715,0.000
90002910,1715,0.000
90002911,1715,0.000
90002912,1715,0.000
90002913,1715,0.000
90002914,1715,0.000
90002915,1715,0.000
90002916,1715,0.000
90002917,1715,0.000
90002918,1715,0.000
90002919,1715,0.000
90002920,1715,0.000
90002921,1715,0.000
90002922,1715,0.000
90002923,1715,0.000
90002924,1715,0.000
90002925,1715,0.000
90002926,1715,0.000
90002927,1715,0.000
90002928,1715,0.000
90002929,1715,0.000
90002930,1715,0.000
90002931,1715,0.000
90002932,1715,0.000
90002933,1715,0.000
90002934,1715,0.000
90002935,1715,4.000
90002936,1715,0.000
90002937,1715,0.000
90002938,1715,0.000
90002939,1715,0.000
90002940,1715,0.000
90002941,1715,0.000
90002942,1715,0.000
90002943,1715,0.000
90002944,1715,0.000
90002945,1715,0.000
90002946,1715,0.000
90002947,1715,0.000
90002948,1715,0.000
90002949,1715,0.000
90002950,1715,0.000
90002951,1715,0.000
90002952,1715,0.000
90002953,1715,0.000
90002954,1715,0.000
90002955,1715,0.000
90002955,2771,0.000
90002956,1715,0.000
90002956,2771,0.000
90002957,1715,0.000
90002958,1715,1.000
90002959,1715,0.000
90002960,1715,0.000
90002961,1715,0.000
90002962,1715,0.000
90002963,1715,0.000
90002964,1715,0.000
90002965,1715,0.000
90002966,1715,1.000
90002967,1715,0.000
90002968,1715,12.000
90002969,1715,0.000
90002970,1715,0.000
90002971,1715,0.000
90002972,1715,0.000
90002973,1715,0.000
90002974,1715,0.000
90002975,1715,0.000
90002976,1715,0.000
90002977,1715,0.000
90002978,1715,0.000
90002979,1715,0.000
90002980,1715,0.000
90002981,1715,0.000
90002982,1715,1.000
90002983,1715,0.000
90002984,1715,0.000
90002985,1715,0.000
90002986,1715,0.000
90002987,1715,0.000
90002988,1715,0.000
90002989,1715,0.000
90002990,1715,0.000
90002991,1715,0.000
90002992,1715,0.000
90002993,1715,0.000
90002994,1715,0.000
90002995,1715,0.000
90002996,1715,0.000
90002997,1715,0.000
90002998,1715,0.000
90002999,1715,0.000
90003000,1715,0.000
90003001,1715,0.000
90003002,1715,0.000
90003003,1715,0.000
90003004,1715,0.000
90003005,1715,0.000
90003006,1715,0.000
90003007,1715,0.000
90003008,1715,0.000
90003009,1715,0.000
90003010,1715,0.000
90003011,1715,0.000
90003012,1715,1.000
90003013,1715,1.000
90003014,1715,0.000
90003015,1715,0.000
90003016,1715,0.000
90003017,1715,0.000
90003018,1715,0.000
90003019,1715,0.000
90003020,1715,0.000
90003021,1715,0.000
90003022,1715,0.000
90003023,1715,0.000
90003024,1715,0.000
90003025,1715,0.000
90003026,1715,0.000
90003027,1715,0.000
90003028,1715,0.000
90003029,1715,0.000
90003030,1715,0.000
90003031,1715,0.000
90003032,1715,0.000
90003033,1715,0.000
90003034,1715,0.000
90003035,1715,0.000
90003036,1715,0.000
90003036,2771,0.000
90003037,1715,0.000
90003038,1715,0.000
90003039,1715,15.000
90003040,1715,0.000
90003041,1715,0.000
90003042,1715,0.000
90003043,1715,0.000
90003044,1715,0.000
90003045,1715,0.000
90003046,1715,0.000
90003047,1715,0.000
90003048,1715,0.000
90003049,1715,2.000
90003050,1715,1.000
90003051,1715,1.000
90003052,1715,0.000
90003053,1715,0.000
90003054,1715,0.000
90003055,1715,0.000
90003056,1715,0.000
90003057,1715,0.000
90003058,1715,0.000
90003059,1715,0.000
90003060,1715,1.000
90003061,1715,0.000
90003062,1715,0.000
90003063,1715,0.000
90003064,1715,0.000
90003065,1715,0.000
90003066,1715,0.000
90003067,1715,0.000
90003068,1715,0.000
90003069,1715,0.000
90003070,1715,0.000
90003071,1715,6.000
90003072,1715,0.000
90003073,1715,0.000
90003074,1715,0.000
90003075,1715,0.000
90003076,1715,0.000
90003077,1715,0.000
90003078,1715,0.000
90003079,1715,0.000
90003080,1715,0.000
90003081,1715,0.000
90003082,1715,0.000
90003083,1715,0.000
90003084,1715,0.000
90003085,1715,0.000
90003086,1715,0.000
90003087,1715,0.000
90003088,1715,0.000
90003089,1715,0.000
90003090,1715,1.000
90003091,1715,0.000
90003092,1715,0.000
90003093,1715,0.000
90003094,1715,0.000
90003095,1715,0.000
90003096,1715,0.000
90003097,1715,0.000
90003098,1715,2.000
90003099,1715,0.000
90003100,1715,0.000
90003101,1715,0.000
90003102,1715,0.000
90003103,1715,0.000
90003104,1715,0.000
90003105,1715,0.000
90003106,1715,0.000
90003107,1715,0.000
90003108,1715,0.000
90003109,1715,0.000
90003110,1715,0.000
90003111,1715,0.000
90003112,1715,0.000
90003113,1715,0.000
90003114,1715,0.000
90003115,1715,0.000
90003116,1715,0.000
90003117,1715,0.000
90003118,1715,0.000
90003119,1715,0.000
90003120,1715,0.000
90003121,1715,0.000
90003122,1715,0.000
90003123,1715,0.000
90003124,1715,0.000
90003125,1715,0.000
90003126,1715,0.000
90003127,1715,0.000
90003128,1715,0.000
90003129,1715,0.000
90003130,1715,3.000
90003131,1715,0.000
90003132,1715,0.000
90003133,1715,0.000
90003134,1715,0.000
90003135,1715,0.000
90003136,1715,1.000
90003137,1715,0.000
90003138,1715,0.000
90003139,1715,0.000
90003140,1715,12.000
90003141,1715,1.000
90003142,1715,0.000
90003143,1715,1.000
90003150,1715,0.000
90003151,1715,0.000
90003152,1715,0.000
90003153,1715,0.000
90003154,1715,0.000
90003155,1715,0.000
90003156,1715,0.000
90003157,1715,0.000
90003158,1715,0.000
90003159,1715,0.000
90003160,1715,0.000
90003161,1715,0.000
90003162,1715,0.000
90003163,1715,0.000
90003164,1715,0.000
90003165,1715,0.000
90003166,1715,0.000
90003167,1715,0.000
90003168,1715,0.000
90003169,1715,0.000
90003170,1715,0.000
90003171,1715,0.000
90003172,1715,0.000
90003173,1715,0.000
90003174,1715,0.000
90003175,1715,0.000
90003176,1715,1.000
90003177,1715,0.000
90003178,1715,0.000
90003179,1715,0.000
90003180,1715,1.000
90003181,1715,0.000
90003182,1715,0.000
90003183,1715,0.000
90003184,1715,0.000
90003185,1715,0.000
90003186,1715,0.000
90003187,1715,0.000
90003188,1715,0.000
90003189,1715,2.000
90003190,1715,1.000
90003191,1715,1.000
90003192,1715,0.000
90003193,1715,1.000
90003194,1715,1.000
90003195,1715,1.000
90003196,1715,0.000
90003197,1715,0.000
90003198,1715,0.000
90003199,1715,0.000
90003200,1715,0.000
90003201,1715,0.000
90003202,1715,0.000
90003203,1715,0.000
90003204,1715,0.000
90003205,1715,0.000
90003206,1715,0.000
90003207,1715,0.000
90003208,1715,0.000
90003209,1715,0.000
90003210,1715,0.000
90003211,1715,0.000
90003212,1715,0.000
90003213,1715,0.000
90003214,1715,0.000
90003215,1715,0.000
90003216,1715,0.000
90003217,1715,0.000
90003218,1715,0.000
90003219,1715,0.000
90003220,1715,0.000
90003221,1715,0.000
90003222,1715,0.000
90003223,1715,0.000
90003224,1715,0.000
90003225,1715,0.000
90003226,1715,0.000
90003227,1715,0.000
90003228,1715,0.000
90003229,1715,0.000
90003230,1715,0.000
90003231,1715,0.000
90003232,1715,0.000
90003233,1715,0.000
90003234,1715,0.000
90003235,1715,0.000
90003236,1715,0.000
90003237,1715,0.000
90003238,1715,0.000
90003239,1715,0.000
90003240,1715,0.000
90003241,1715,0.000
90003242,1715,0.000
90003243,1715,0.000
90003244,1715,0.000
90003245,1715,0.000
90003246,1715,0.000
90003247,1715,0.000
90003248,1715,0.000
90003249,1715,0.000
90003250,1715,0.000
90003251,1715,0.000
90003252,1715,0.000
90003253,1715,0.000
90003254,1715,0.000
90003255,1715,0.000
90003256,1715,0.000
90003257,1715,0.000
90003258,1715,0.000
90003259,1715,0.000
90003260,1715,0.000
90003261,1715,0.000
90003262,1715,0.000
90003263,1715,3.000
90003264,1715,0.000
90003265,1715,0.000
90003266,1715,0.000
90003267,1715,0.000
90003268,1715,0.000
90003269,1715,0.000
90003270,1715,0.000
90003271,1715,0.000
90003272,1715,0.000
90003273,1715,0.000
90003274,1715,0.000
90003275,1715,0.000
90003276,1715,0.000
90003277,1715,0.000
90003278,1715,0.000
90003279,1715,0.000
90003280,1715,0.000
90003281,1715,0.000
90003282,1715,0.000
90003283,1715,1.000
90003284,1715,0.000
90003285,1715,0.000
90003286,1715,0.000
90003287,1715,0.000
90003288,1715,0.000
90003289,1715,0.000
90003290,1715,0.000
90003291,1715,0.000
90003292,1715,0.000
90003293,1715,0.000
90003294,1715,0.000
90003295,1715,0.000
90003296,1715,0.000
90003297,1715,0.000
90003298,1715,0.000
90003299,1715,0.000
90003300,1715,0.000
90003301,1715,0.000
90003302,1715,0.000
90003303,1715,0.000
90003304,1715,0.000
90003305,1715,0.000
90003306,1715,0.000
90003307,1715,0.000
90003308,1715,0.000
90003309,1715,0.000
90003310,1715,0.000
90003311,1715,0.000
90003312,1715,0.000
90003313,1715,0.000
90003314,1715,0.000
90003315,1715,0.000
90003316,1715,0.000
90003317,1715,0.000
90003318,1715,0.000
90003319,1715,0.000
90003320,1715,1.000
90003320,2771,0.000
90003321,1715,0.000
90003322,1715,1.000
90003323,1715,1.000
90003324,1715,0.000
90003325,1715,1.000
90003325,2771,0.000
90003326,1715,1.000
90003327,1715,1.000
90003328,1715,1.000
90003329,1715,1.000
90003330,1715,1.000
90003331,1715,0.000
90003332,1715,0.000
90003333,1715,0.000
90003334,1715,0.000
90003335,1715,0.000
90003336,1715,0.000
90003337,1715,0.000
90003338,1715,0.000
90003339,1715,0.000
90003340,1715,1.000
90003340,2771,0.000
90003341,1715,1.000
90003341,2771,0.000
90003342,1715,4.000
90003342,2771,0.000
90003343,1715,0.000
90003343,2771,0.000
90003344,1715,0.000
90003344,2771,0.000
90003345,1715,0.000
90003346,1715,0.000
90003347,1715,0.000
90003348,1715,0.000
90003349,1715,0.000
90003350,1715,1.000
90003351,1715,1.000
90003352,1715,1.000
90003353,1715,0.000
90003354,1715,0.000
90003355,1715,0.000
90003356,1715,0.000
90003357,1715,0.000
90003358,1715,1.000
90003359,1715,0.000
90003360,1715,0.000
90003361,1715,0.000
90003362,1715,0.000
90003363,1715,0.000
90003364,1715,0.000
90003365,1715,0.000
90003366,1715,0.000
90003367,1715,0.000
90003368,1715,0.000
90003369,1715,0.000
90003370,1715,0.000
90003371,1715,0.000
90003372,1715,0.000
90003373,1715,1.000
90003374,1715,1.000
90003375,1715,1.000
90003376,1715,1.000
90003377,1715,0.000
90003378,1715,0.000
90003378,2771,0.000
90003379,1715,0.000
90003379,2771,0.000
90003380,1715,0.000
90003380,2771,0.000
90003381,1715,0.000
90003381,2771,0.000
90003382,1715,0.000
90003382,2771,0.000
90003383,1715,0.000
90003383,2771,0.000
90003384,1715,0.000
90003384,2771,0.000
90003385,1715,0.500
90003385,2771,0.000
90003386,1715,0.500
90003387,1715,0.500
90003387,2771,0.000
90003388,1715,0.500
90003388,2771,0.000
90003389,1715,0.000
90003389,2771,0.000
90003390,1715,0.000
90003390,2771,0.000
90003391,1715,0.000
90003391,2771,0.000
90003392,1715,0.000
90003392,2771,0.000
90003393,1715,0.000
90003393,2771,0.000
90003394,1715,0.000
90003394,2771,0.000
90003395,1715,0.000
90003396,1715,0.500
90003397,1715,0.000
90003398,1715,0.500
90003398,2771,0.000
90003399,1715,0.500
90003399,2771,0.000
90003400,1715,0.500
90003400,2771,0.000
90003401,1715,0.000
90003401,2771,0.000
90003402,1715,0.000
90003402,2771,0.000
90003403,1715,0.000
90003404,1715,0.000
90003405,1715,0.000
90003406,1715,0.000
90003407,1715,0.000
90003407,2771,0.000
90003408,1715,0.000
90003408,2771,0.000
90003409,1715,0.500
90003410,1715,0.000
90003411,1715,0.000
90003412,1715,0.000
90003413,1715,0.000
90003414,1715,0.000
90003415,1715,0.000
90003416,1715,0.000
90003417,1715,0.000
90003418,1715,0.000
90003419,1715,0.000
90003420,1715,1.000
90003421,1715,1.000
90003421,2771,0.000
90003422,1715,1.000
90003423,1715,1.000
90003423,2771,0.000
90003424,1715,0.000
90003425,1715,0.000
90003425,2771,0.000
90003426,1715,0.000
90003426,2771,0.000
90003427,1715,0.000
90003427,2771,0.000
90003428,1715,0.000
90003429,1715,0.000
90003430,1715,0.000
90003431,1715,0.000
90003432,1715,0.000
90003433,1715,0.000
90003434,1715,0.000
90003435,1715,0.000
90003436,1715,0.000
90003437,1715,0.000
90003438,1715,0.000
90003439,1715,0.000
90003440,1715,0.000
90003441,1715,0.000
90003442,1715,1.000
90003443,1715,1.000
90003444,1715,0.000
90003445,1715,0.000
90003446,1715,0.000
90003447,1715,0.000
90003448,1715,0.000
90003449,1715,0.000
90003450,1715,0.000
90003451,1715,0.000
90003452,1715,0.000
90003453,1715,6.000
90003454,1715,0.000
90003455,1715,0.000
90003456,1715,0.000
90003457,1715,0.000
90003458,1715,1.000
90003459,1715,0.000
90003460,1715,0.000
90003461,1715,0.000
90003462,1715,0.000
90003463,1715,0.000
90003464,1715,0.000
90003465,1715,0.000
90003466,1715,0.000
90003467,1715,1.000
90003468,1715,0.000
90003469,1715,1.000
90003470,1715,0.000
90003471,1715,0.000
90003472,1715,0.000
90003473,1715,0.000
90003474,1715,0.000
90003475,1715,0.000
90003476,1715,0.000
90003477,1715,0.000
90003478,1715,0.000
90003479,1715,0.000
90003480,1715,0.000
90003481,1715,0.000
90003482,1715,0.000
90003483,1715,0.000
90003484,1715,0.000
90003485,1715,0.000
90003486,1715,1.000
90003487,1715,1.000
90003488,1715,1.000
90003489,1715,1.000
90003490,1715,0.000
90003491,1715,1.000
90003491,2771,0.000
90003492,1715,0.000
90003492,2771,0.000
90003493,1715,10.000
90003493,2771,0.000
90003494,1715,0.500
90003494,2771,0.000
90003495,1715,3.000
90003495,2771,0.000
90003496,1715,10.000
90003496,2771,0.000
90003497,1715,0.500
90003497,2771,0.000
90003498,1715,0.500
90003498,2771,0.000
90003499,1715,0.500
90003499,2771,0.000
90003500,1715,0.500
90003500,2771,0.000
90003501,1715,0.500
90003501,2771,0.000
90003502,1715,0.500
90003503,1715,0.000
90003503,2771,0.000
90003504,1715,0.000
90003505,1715,0.000
90003506,1715,5.000
90003506,2771,0.000
90003507,1715,0.500
90003507,2771,0.000
90003508,1715,0.500
90003508,2771,0.000
90003509,1715,0.000
90003509,2771,0.000
90003510,1715,0.000
90003511,1715,0.000
90003512,1715,0.000
90003513,1715,0.000
90003514,1715,0.000
90003515,1715,0.000
90003516,1715,0.000
90003517,1715,0.000
90003518,1715,0.000
90003519,1715,0.000
90003520,1715,0.000
90003521,1715,0.000
90003522,1715,0.000
90003523,1715,2.000
90003524,1715,0.000
90003525,1715,0.000
90003526,1715,0.000
90003527,1715,0.000
90003528,1715,0.000
90003529,1715,0.000
90003530,1715,0.000
90003531,1715,0.000
90003532,1715,0.000
90003533,1715,0.000
90003534,1715,0.000
90003535,1715,1.000
90003536,1715,0.000
90003537,1715,0.000
90003538,1715,0.000
90003539,1715,0.000
90003540,1715,0.000
90003541,1715,1.000
90003542,1715,0.000
90003543,1715,0.000
90003544,1715,0.000
90003545,1715,0.000
90003546,1715,0.000
90003547,1715,0.000
90003548,1715,0.000
90003549,1715,0.000
90003550,1715,0.000
90003551,1715,0.000
90003552,1715,1.000
90003553,1715,0.000
90003554,1715,0.000
90003555,1715,0.000
90003556,1715,0.000
90003557,1715,0.000
90003558,1715,0.000
90003559,1715,0.000
90003560,1715,0.000
90003561,1715,0.000
90003562,1715,0.000
90003563,1715,0.000
90003564,1715,0.000
90003565,1715,0.000
90003566,1715,0.000
90003567,1715,0.000
90003568,1715,0.000
90003569,1715,0.000
90003570,1715,0.000
90003571,1715,0.000
90003572,1715,0.000
90003573,1715,0.000
90003574,1715,0.000
90003575,1715,0.000
90003576,1715,0.000
90003577,1715,0.000
90003578,1715,0.000
90003579,1715,0.000
90003580,1715,0.000
90003581,1715,0.000
90003582,1715,0.000
90003583,1715,0.000
90003584,1715,0.000
90003585,1715,0.000
90003586,1715,0.000
90003587,1715,0.000
90003588,1715,0.000
90003589,1715,0.000
90003590,1715,0.000
90003591,1715,0.000
90003592,1715,0.000
90003593,1715,0.000
90003594,1715,0.000
90003595,1715,0.000
90003596,1715,0.000
90003597,1715,0.000
90003598,1715,0.000
90003599,1715,0.000
90003600,1715,0.000
90003601,1715,0.000
90003602,1715,0.000
90003603,1715,0.000
