Material,Plant,TotalStock
90008255,2771,0.000
90008256,2771,0.000
90008257,2771,0.000
90008258,2771,0.000
90008259,2771,0.000
90008260,2771,0.000
90008261,2771,0.000
90008262,2771,0.000
90008263,2771,0.000
90008264,2771,0.000
90008265,2771,0.000
90008266,2771,0.000
90008267,2771,0.000
90008268,2771,0.000
90008269,2771,0.000
90008270,2771,0.000
90008271,2771,0.000
90008272,2771,0.000
90008273,2771,0.000
90008274,2771,0.000
90008275,2771,0.000
90008276,2771,0.000
90008277,2771,0.000
90008278,2771,0.000
90008279,2771,0.000
90008280,2771,0.000
90008281,2771,0.000
90008282,2771,0.000
90008283,2771,0.000
90008284,2771,0.000
90008285,2771,0.000
90008286,2771,0.000
90008287,2771,0.000
90008288,2771,0.000
90008289,2771,0.000
90008290,2771,0.000
90008291,2771,0.000
90008292,2771,0.000
90008293,2771,0.000
90008294,2771,0.000
90008295,2771,0.000
90008296,2771,0.000
90008297,2771,0.000
90008298,2771,0.000
90008299,2771,0.000
90008300,2771,0.000
90008301,2771,0.000
90008302,2771,0.000
90008303,2771,0.000
90008304,2771,0.000
90008305,2771,0.000
90008306,2771,0.000
90008307,2771,0.000
90008308,2771,0.000
90008309,2771,0.000
90008310,2771,0.000
90008311,2771,0.000
90008312,2771,0.000
90008313,2771,0.000
90008314,2771,0.000
90008315,2771,0.000
90008316,2771,0.000
90008317,2771,0.000
90008318,2771,0.000
90008319,2771,0.000
90008320,2771,0.000
90008321,2771,0.000
90008322,2771,0.000
90008323,2771,0.000
90008324,2771,0.000
90008325,2771,0.000
90008326,2771,0.000
90008327,2771,0.000
90008328,2771,0.000
90008329,2771,0.000
90008330,2771,0.000
90008331,2771,0.000
90008332,2771,0.000
90008333,2771,0.000
90008334,2771,0.000
90008335,2771,0.000
90008336,2771,0.000
90008337,2771,0.000
90008338,2771,0.000
90008339,2771,0.000
90008340,2771,0.000
90008341,2771,0.000
90008342,2771,0.000
90008343,2771,0.000
90008344,2771,0.000
90008345,2771,0.000
90008346,2771,0.000
90008347,2771,0.000
90008348,2771,0.000
90008349,2771,0.000
90008350,2771,0.000
90008351,2771,0.000
90008352,2771,0.000
90008353,2771,0.000
90008354,2771,0.000
90008355,2771,0.000
90008356,2771,0.000
90008357,2771,0.000
90008358,2771,0.000
90008359,2771,0.000
90008360,2771,0.000
90008361,2771,0.000
90008362,2771,0.000
90008363,2771,0.000
90008364,2771,0.000
90008365,2771,0.000
90008366,2771,0.000
90008367,2771,0.000
90008368,2771,0.000
90008369,2771,0.000
90008370,2771,0.000
90008371,2771,0.000
90008372,2771,0.000
90008373,2771,0.000
90008374,2771,0.000
90008375,2771,0.000
90008376,2771,0.000
90008377,2771,0.000
90008378,2771,0.000
90008379,2771,0.000
90008380,2771,0.000
90008381,2771,0.000
90008382,2771,0.000
90008383,2771,0.000
90008384,2771,0.000
90008385,2771,0.000
90008386,2771,0.000
90008387,2771,0.000
90008388,2771,0.000
90008389,2771,0.000
90008390,2771,0.000
90008391,2771,0.000
90008392,2771,0.000
90008393,2771,0.000
90008394,2771,0.000
90008395,2771,0.000
90008396,2771,0.000
90008397,2771,0.000
90008398,2771,0.000
90008399,2771,0.000
90008400,2771,0.000
90008401,2771,0.000
90008402,2771,0.000
90008403,2771,0.000
90008404,2771,0.000
90008405,2771,0.000
90008406,2771,0.000
90008407,2771,0.000
90008408,2771,0.000
90008409,2771,0.000
90008410,2771,0.000
90008411,2771,0.000
90008412,2771,0.000
90008413,2771,0.000
90008414,2771,0.000
90008415,2771,0.000
90008416,2771,0.000
90008417,2771,0.000
90008418,2771,0.000
90008419,2771,0.000
90008420,2771,0.000
90008421,2771,0.000
90008422,2771,0.000
90008423,2771,0.000
90008424,2771,0.000
90008425,2771,0.000
90008426,2771,0.000
90008427,2771,0.000
90008428,2771,0.000
90008429,2771,0.000
90008430,2771,0.000
90008431,2771,0.000
90008432,2771,0.000
90008433,2771,0.000
90008434,2771,0.000
90008435,2771,0.000
90008436,2771,0.000
90008437,2771,0.000
90008438,2771,0.000
90008439,2771,0.000
90008440,2771,0.000
90008441,2771,0.000
90008442,2771,0.000
90008443,2771,0.000
90008444,2771,0.000
90008445,2771,0.000
90008446,2771,0.000
90008447,2771,0.000
90008448,2771,0.000
90008449,2771,0.000
90008450,2771,0.000
90008451,2771,0.000
90008452,2771,0.000
90008453,2771,0.000
90008454,2771,0.000
90008455,2771,0.000
90008456,2771,0.000
90008457,2771,0.000
90008458,2771,0.000
90008459,2771,0.000
90008460,2771,0.000
90008461,2771,0.000
90008462,2771,0.000
90008463,2771,0.000
90008464,2771,0.000
90008465,2771,0.000
90008466,2771,0.000
90008467,2771,0.000
90008468,2771,0.000
90008469,2771,0.000
90008470,2771,0.000
90008471,2771,0.000
90008472,2771,0.000
90008473,2771,0.000
90008474,2771,0.000
90008475,2771,0.000
90008476,2771,0.000
90008477,2771,0.000
90008478,2771,0.000
90008479,2771,0.000
90008480,2771,0.000
90008481,2771,0.000
90008482,2771,0.000
90008483,2771,0.000
90008484,2771,0.000
90008485,2771,0.000
90008486,2771,0.000
90008487,2771,0.000
90008488,2771,0.000
90008489,2771,0.000
90008490,2771,0.000
90008491,2771,0.000
90008492,2771,0.000
90008493,2771,0.000
90008494,2771,0.000
90008495,2771,0.000
90008496,2771,0.000
90008497,2771,0.000
90008498,2771,0.000
90008499,2771,0.000
90008500,2771,0.000
90008501,2771,0.000
90008502,2771,0.000
90008503,2771,0.000
90008504,2771,0.000
90008505,2771,0.000
90008506,2771,0.000
90008507,2771,0.000
90008508,2771,0.000
90008509,2771,0.000
90008510,2771,0.000
90008511,2771,0.000
90008512,2771,0.000
90008513,2771,0.000
90008514,2771,0.000
90008515,2771,0.000
90008516,2771,0.000
90008517,2771,0.000
90008518,2771,0.000
90008519,2771,0.000
90008520,2771,0.000
90008521,2771,0.000
90008522,2771,0.000
90008523,2771,0.000
90008524,2771,0.000
90008525,2771,0.000
90008526,2771,0.000
90008527,2771,0.000
90008528,2771,0.000
90008529,2771,0.000
90008530,2771,0.000
90008531,2771,0.000
90008532,2771,0.000
90008533,2771,0.000
90008534,2771,0.000
90008535,2771,0.000
90008536,2771,0.000
90008537,2771,0.000
90008538,2771,0.000
90008539,2771,0.000
90008540,2771,0.000
90008541,2771,0.000
90008542,2771,0.000
90008543,2771,0.000
90008544,2771,0.000
90008545,2771,0.000
90008546,2771,0.000
90008547,2771,0.000
90008548,2771,0.000
90008549,2771,0.000
90008550,2771,0.000
90008551,2771,0.000
90008552,2771,0.000
90008553,2771,0.000
90008554,2771,0.000
90008555,2771,0.000
90008556,2771,0.000
90008557,2771,0.000
90008558,2771,0.000
90008559,2771,0.000
90008560,2771,0.000
90008561,2771,0.000
90008562,2771,0.000
90008563,2771,0.000
90008564,2771,0.000
90008565,2771,0.000
90008566,2771,0.000
90008567,2771,0.000
90008568,2771,0.000
90008569,2771,0.000
90008570,2771,0.000
90008571,2771,0.000
90008572,2771,0.000
90008573,2771,0.000
90008574,2771,0.000
90008575,2771,0.000
90008576,2771,0.000
90008577,2771,0.000
90008578,2771,0.000
90008579,2771,0.000
90008580,2771,0.000
90008581,2771,0.000
90008582,2771,0.000
90008583,2771,0.000
90008584,2771,0.000
90008585,2771,0.000
90008586,2771,0.000
90008587,2771,0.000
90008588,2771,0.000
90008589,2771,0.000
90008590,2771,0.000
90008591,2771,0.000
90008592,2771,0.000
90008593,2771,0.000
90008594,2771,0.000
90008595,2771,0.000
90008596,2771,0.000
90008597,2771,0.000
90008598,2771,0.000
90008599,2771,0.000
90008600,2771,0.000
90008601,2771,0.000
90008602,2771,0.000
90008603,2771,0.000
90008604,2771,0.000
90008605,2771,0.000
90008606,2771,0.000
90008607,2771,0.000
90008608,2771,0.000
90008609,2771,0.000
90008610,2771,0.000
90008611,2771,0.000
90008612,2771,0.000
90008613,2771,0.000
90008614,2771,0.000
90008615,2771,0.000
90008616,2771,0.000
90008617,2771,0.000
90008618,2771,0.000
90008619,2771,0.000
90008620,2771,0.000
90008621,2771,0.000
90008622,2771,0.000
90008623,2771,0.000
90008624,2771,0.000
90008625,2771,0.000
90008626,2771,0.000
90008627,2771,0.000
90008628,2771,0.000
90008629,2771,0.000
90008630,2771,0.000
90008631,2771,0.000
90008632,2771,0.000
90008633,2771,0.000
90008634,2771,0.000
90008635,2771,0.000
90008636,2771,0.000
90008637,2771,0.000
90008638,2771,0.000
90008639,2771,0.000
90008640,2771,0.000
90008641,2771,0.000
90008642,2771,0.000
90008643,2771,0.000
90008644,2771,0.000
90008645,2771,0.000
90008646,2771,0.000
90008647,2771,0.000
90008648,2771,0.000
90008649,2771,0.000
90008650,2771,0.000
90008651,2771,0.000
90008652,2771,0.000
90008653,2771,0.000
90008654,2771,0.000
90008655,2771,0.000
90008656,2771,0.000
90008657,2771,0.000
90008658,2771,0.000
90008659,2771,0.000
90008660,2771,0.000
90008661,2771,0.000
90008662,2771,0.000
90008663,2771,0.000
90008664,2771,0.000
90008665,2771,0.000
90008666,2771,0.000
90008667,2771,0.000
90008668,2771,0.000
90008669,2771,0.000
90008670,2771,0.000
90008671,2771,0.000
90008672,2771,0.000
90008673,2771,0.000
90008674,2771,0.000
90008675,2771,0.000
90008676,2771,0.000
90008677,2771,0.000
90008678,2771,0.000
90008679,2771,0.000
90008680,2771,0.000
90008681,2771,0.000
90008682,2771,0.000
90008683,2771,0.000
90008684,2771,0.000
90008685,2771,0.000
90008686,2771,0.000
90008687,2771,0.000
90008688,2771,0.000
90008689,2771,0.000
90008690,2771,0.000
90008691,2771,0.000
90008692,2771,0.000
90008693,2771,0.000
90008694,2771,0.000
90008695,2771,0.000
90008696,2771,0.000
90008697,2771,0.000
90008698,2771,0.000
90008699,2771,0.000
90008700,2771,0.000
90008701,2771,0.000
90008702,2771,0.000
90008703,2771,0.000
90008704,2771,0.000
90008705,2771,0.000
90008706,2771,0.000
90008707,2771,0.000
90008708,2771,0.000
90008709,2771,0.000
90008710,2771,0.000
90008711,2771,0.000
90008712,2771,0.000
90008713,2771,0.000
90008714,2771,0.000
90008715,2771,0.000
90008716,2771,0.000
90008717,2771,0.000
90008718,2771,0.000
90008719,2771,0.000
90008720,2771,0.000
90008721,2771,0.000
90008722,2771,0.000
90008723,2771,0.000
90008724,2771,0.000
90008725,2771,0.000
90008726,2771,0.000
90008727,2771,0.000
90008728,2771,0.000
90008729,2771,0.000
90008730,2771,0.000
90008731,2771,0.000
90008732,2771,0.000
90008733,2771,0.000
90008734,2771,0.000
90008735,2771,0.000
90008736,2771,0.000
90008737,2771,0.000
90008738,2771,0.000
90008739,2771,0.000
90008740,2771,0.000
90008741,2771,0.000
90008742,2771,0.000
90008743,2771,0.000
90008744,2771,0.000
90008745,2771,0.000
90008746,2771,0.000
90008747,2771,0.000
90008748,2771,0.000
90008749,2771,0.000
90008750,2771,0.000
90008751,2771,0.000
90008752,2771,0.000
90008753,2771,0.000
90008754,2771,0.000
90008755,2771,0.000
90008756,2771,0.000
90008757,2771,0.000
90008758,2771,0.000
90008759,2771,0.000
90008760,2771,0.000
90008761,2771,0.000
90008762,2771,0.000
90008763,2771,0.000
90008764,2771,0.000
90008765,2771,0.000
90008766,2771,0.000
90008767,2771,0.000
90008768,2771,0.000
90008769,2771,0.000
90008770,2771,0.000
90008771,2771,0.000
90008772,2771,0.000
90008773,2771,0.000
90008774,2771,0.000
90008775,2771,0.000
90008776,2771,0.000
90008777,2771,0.000
90008778,2771,0.000
90008779,2771,0.000
90008780,2771,0.000
90008781,2771,0.000
90008782,2771,0.000
90008783,2771,0.000
90008784,2771,0.000
90008785,2771,0.000
90008786,2771,0.000
90008787,2771,0.000
90008788,2771,0.000
90008789,2771,0.000
90008790,2771,0.000
90008791,2771,0.000
90008792,2771,0.000
90008793,2771,0.000
90008794,2771,0.000
90008795,2771,0.000
90008796,2771,0.000
90008797,2771,0.000
90008798,2771,0.000
90008799,2771,0.000
90008800,2771,0.000
90008801,2771,0.000
90008802,2771,0.000
90008803,2771,0.000
90008804,2771,0.000
90008805,2771,0.000
90008806,2771,0.000
90008807,2771,0.000
90008808,2771,0.000
90008809,2771,0.000
90008810,2771,0.000
90008811,2771,0.000
90008812,2771,0.000
90008813,2771,0.000
90008814,2771,0.000
90008815,2771,0.000
90008816,2771,0.000
90008817,2771,0.000
90008818,2771,0.000
90008819,2771,0.000
90008820,2771,0.000
90008821,2771,0.000
90008822,2771,0.000
90008823,2771,0.000
90008824,2771,0.000
90008825,2771,0.000
90008826,2771,0.000
90008827,2771,0.000
90008828,2771,0.000
90008829,2771,0.000
90008830,2771,0.000
90008831,2771,0.000
90008832,2771,0.000
90008833,2771,0.000
90008834,2771,0.000
90008835,2771,0.000
90008836,2771,0.000
90008837,2771,0.000
90008838,2771,0.000
90008839,2771,0.000
90008840,2771,0.000
90008841,2771,0.000
90008842,2771,0.000
90008843,2771,0.000
90008844,2771,0.000
90008845,2771,0.000
90008846,2771,0.000
90008847,2771,0.000
90008848,2771,0.000
90008849,2771,0.000
90008850,2771,0.000
90008851,2771,0.000
90008852,2771,0.000
90008853,2771,0.000
90008854,2771,0.000
90008855,2771,0.000
90008856,2771,0.000
90008857,2771,0.000
90008858,2771,0.000
90008859,2771,0.000
90008860,2771,0.000
90008861,2771,0.000
90008862,2771,0.000
90008863,2771,0.000
90008864,2771,0.000
90008865,2771,0.000
90008866,2771,0.000
90008867,2771,0.000
90008868,2771,0.000
90008869,2771,0.000
90008870,2771,0.000
90008871,2771,0.000
90008872,2771,0.000
90008873,2771,0.000
90008874,2771,0.000
90008875,2771,0.000
90008876,2771,0.000
90008877,2771,0.000
90008878,2771,0.000
90008879,2771,0.000
90008880,2771,0.000
90008881,2771,0.000
90008882,2771,0.000
90008883,2771,0.000
90008884,2771,0.000
90008885,2771,0.000
90008886,2771,0.000
90008887,2771,0.000
90008888,2771,0.000
90008889,2771,0.000
90008890,2771,0.000
90008891,2771,0.000
90008892,2771,0.000
90008893,2771,0.000
90008894,2771,0.000
90008895,2771,0.000
90008896,2771,0.000
90008897,2771,0.000
90008898,2771,0.000
90008899,2771,0.000
90008900,2771,0.000
90008901,2771,0.000
90008902,2771,0.000
90008903,2771,0.000
90008904,2771,0.000
90008905,2771,0.000
90008906,2771,0.000
90008907,2771,0.000
90008908,2771,0.000
90008909,2771,0.000
90008910,2771,0.000
90008911,2771,0.000
90008912,2771,0.000
90008913,2771,0.000
90008914,2771,0.000
90008915,2771,0.000
90008916,2771,0.000
90008917,2771,0.000
90008918,2771,0.000
90008919,2771,0.000
90008920,2771,0.000
90008921,2771,0.000
90008922,2771,0.000
90008923,2771,0.000
90008924,2771,0.000
90008925,2771,0.000
90008926,2771,0.000
90008927,2771,0.000
90008928,2771,0.000
90008929,2771,0.000
90008930,2771,0.000
90008931,2771,0.000
90008932,2771,0.000
90008933,2771,0.000
90008934,2771,0.000
90008935,2771,0.000
90008936,2771,0.000
90008937,2771,0.000
90008938,2771,0.000
90008939,2771,0.000
90008940,2771,0.000
90008941,2771,0.000
90008942,2771,0.000
90008943,2771,0.000
90008944,2771,0.000
90008945,2771,0.000
90008946,2771,0.000
90008947,2771,0.000
90008948,2771,0.000
90008949,2771,0.000
90008950,2771,0.000
90008951,2771,0.000
90008952,2771,0.000
90008953,2771,0.000
90008954,2771,0.000
90008955,2771,0.000
90008956,2771,0.000
90008957,2771,0.000
90008958,2771,0.000
90008959,2771,0.000
90008960,2771,0.000
90008961,2771,0.000
90008962,2771,0.000
90008963,2771,0.000
90008964,2771,0.000
90008965,2771,0.000
90008966,2771,0.000
90008967,2771,0.000
90008968,2771,0.000
90008969,2771,0.000
90008970,2771,0.000
90008971,2771,0.000
90008972,2771,0.000
90008973,2771,0.000
90008974,2771,0.000
90008975,2771,0.000
90008976,2771,0.000
90008977,2771,0.000
90008978,2771,0.000
90008979,2771,0.000
90008980,2771,0.000
90008981,2771,0.000
90008982,2771,0.000
90008983,2771,0.000
90008984,2771,0.000
90008985,2771,0.000
90008986,2771,0.000
90008987,2771,0.000
90008988,2771,0.000
90008989,2771,0.000
90008990,2771,0.000
90008991,2771,0.000
90008992,2771,0.000
90008993,2771,0.000
90008994,2771,0.000
90008995,2771,0.000
90008996,2771,0.000
90008997,2771,0.000
90008998,2771,0.000
90008999,2771,0.000
90009000,2771,0.000
90009001,2771,0.000
90009002,2771,0.000
90009003,2771,0.000
90009004,2771,0.000
90009005,2771,0.000
90009006,2771,0.000
90009007,2771,0.000
90009008,2771,0.000
90009009,2771,0.000
90009010,2771,0.000
90009011,2771,0.000
90009012,2771,0.000
90009013,2771,0.000
90009014,2771,0.000
90009015,2771,0.000
90009016,2771,0.000
90009017,2771,0.000
90009018,2771,0.000
90009019,2771,0.000
90009020,2771,0.000
90009021,2771,0.000
90009022,2771,0.000
90009023,2771,0.000
90009024,2771,0.000
90009025,2771,0.000
90009026,2771,0.000
90009027,2771,0.000
90009028,2771,0.000
90009029,2771,0.000
90009030,2771,0.000
90009031,2771,0.000
90009032,2771,0.000
90009033,2771,0.000
90009034,2771,0.000
90009035,2771,0.000
90009036,2771,0.000
90009037,2771,0.000
90009038,2771,0.000
90009039,2771,0.000
90009040,2771,0.000
90009041,2771,0.000
90009042,2771,0.000
90009043,2771,0.000
90009044,2771,0.000
90009045,2771,0.000
90009046,2771,0.000
90009047,2771,0.000
90009048,2771,0.000
90009049,2771,0.000
90009050,2771,0.000
90009051,2771,0.000
90009052,2771,0.000
90009053,2771,0.000
90009054,2771,0.000
90009055,2771,0.000
90009056,2771,0.000
90009057,2771,0.000
90009058,2771,0.000
90009059,2771,0.000
90009060,2771,0.000
90009061,2771,0.000
90009062,2771,0.000
90009063,2771,0.000
90009064,2771,0.000
90009065,2771,0.000
90009066,2771,0.000
90009067,2771,0.000
90009068,2771,0.000
90009069,2771,0.000
90009070,2771,0.000
90009071,2771,0.000
90009072,2771,0.000
90009073,2771,0.000
90009074,2771,0.000
90009075,2771,0.000
90009076,2771,0.000
90009077,2771,0.000
90009078,2771,0.000
90009079,2771,0.000
90009080,2771,0.000
90009081,2771,0.000
90009082,2771,0.000
90009083,2771,0.000
90009084,2771,0.000
90009085,2771,0.000
90009086,2771,0.000
90009087,2771,0.000
90009088,2771,0.000
90009089,2771,0.000
90009090,2771,0.000
90009091,2771,0.000
90009092,2771,0.000
90009093,2771,0.000
90009094,2771,0.000
90009095,2771,0.000
90009096,2771,0.000
90009097,2771,0.000
90009098,2771,0.000
90009099,2771,0.000
90009100,2771,0.000
90009101,2771,0.000
90009102,2771,0.000
90009103,2771,0.000
90009104,2771,0.000
90009105,2771,0.000
90009106,2771,0.000
90009107,2771,0.000
90009108,2771,0.000
90009109,2771,0.000
90009110,2771,0.000
90009111,2771,0.000
90009112,2771,0.000
90009113,2771,0.000
90009114,2771,0.000
90009115,2771,0.000
90009116,2771,0.000
90009117,2771,0.000
90009118,2771,0.000
90009119,2771,0.000
90009120,2771,0.000
90009121,2771,0.000
90009122,2771,0.000
90009123,2771,0.000
90009124,2771,0.000
90009125,2771,0.000
90009126,2771,0.000
90009127,2771,0.000
90009128,2771,0.000
90009129,2771,0.000
90009130,2771,0.000
90009131,2771,0.000
90009132,2771,0.000
90009133,2771,0.000
90009134,2771,0.000
90009135,2771,0.000
90009136,2771,0.000
90009137,2771,0.000
90009138,2771,0.000
90009139,2771,0.000
90009140,2771,0.000
90009141,2771,0.000
90009142,2771,0.000
90009143,2771,0.000
90009144,2771,0.000
90009145,2771,0.000
90009146,2771,0.000
90009147,2771,0.000
90009148,2771,0.000
90009149,2771,0.000
90009150,2771,0.000
90009151,2771,0.000
90009152,2771,0.000
90009153,2771,0.000
90009154,2771,0.000
90009155,2771,0.000
90009156,2771,0.000
90009157,2771,0.000
90009158,2771,0.000
90009159,2771,0.000
90009160,2771,0.000
90009161,2771,0.000
90009162,2771,0.000
90009163,2771,0.000
90009164,2771,0.000
90009165,2771,0.000
90009166,2771,0.000
90009167,2771,0.000
90009168,2771,0.000
90009169,2771,0.000
90009170,2771,0.000
90009171,2771,0.000
90009172,2771,0.000
90009173,2771,0.000
90009174,2771,0.000
90009175,2771,0.000
90009176,2771,0.000
90009177,2771,0.000
90009178,2771,0.000
90009179,2771,0.000
90009180,2771,0.000
90009181,2771,0.000
90009182,2771,0.000
90009183,2771,0.000
90009184,2771,0.000
90009185,2771,0.000
90009186,2771,0.000
90009187,2771,0.000
90009188,2771,0.000
90009189,2771,0.000
90009190,2771,0.000
90009191,2771,0.000
90009192,2771,0.000
90009193,2771,0.000
90009194,2771,0.000
90009195,2771,0.000
90009196,2771,0.000
90009197,2771,0.000
90009198,2771,0.000
90009199,2771,0.000
90009200,2771,0.000
90009201,2771,0.000
90009202,2771,0.000
90009203,2771,0.000
90009204,2771,0.000
90009205,2771,0.000
90009206,2771,0.000
90009207,2771,0.000
90009208,2771,0.000
90009209,2771,0.000
90009210,2771,0.000
90009211,2771,0.000
90009212,2771,0.000
90009213,2771,0.000
90009214,2771,0.000
90009215,2771,0.000
90009216,2771,0.000
90009217,2771,0.000
90009218,2771,0.000
90009219,2771,0.000
90009220,2771,0.000
90009221,2771,0.000
90009222,2771,0.000
90009223,2771,0.000
90009224,2771,0.000
90009225,2771,0.000
90009226,2771,0.000
90009227,2771,0.000
90009228,2771,0.000
90009229,2771,0.000
90009230,2771,0.000
90009231,2771,0.000
90009232,2771,0.000
90009233,2771,0.000
90009234,2771,0.000
90009235,2771,0.000
90009236,2771,0.000
90009237,2771,0.000
90009238,2771,0.000
90009239,2771,0.000
90009240,2771,0.000
90009241,2771,0.000
90009242,2771,0.000
90009243,2771,0.000
90009244,2771,0.000
90009245,2771,0.000
90009246,2771,0.000
90009247,2771,0.000
90009248,2771,0.000
90009249,2771,0.000
90009250,2771,0.000
90009251,2771,0.000
90009252,2771,0.000
90009253,2771,0.000
90009254,2771,0.000
90009255,2771,0.000
90009256,2771,0.000
90009257,2771,0.000
90009258,2771,0.000
90009259,2771,0.000
90009260,2771,0.000
90009261,2771,0.000
90009262,2771,0.000
90009263,2771,0.000
90009264,2771,0.000
90009265,2771,0.000
90009266,2771,0.000
90009267,2771,0.000
90009268,2771,0.000
90009269,2771,0.000
90009270,2771,0.000
90009271,2771,0.000
90009272,2771,0.000
90009273,2771,0.000
90009274,2771,0.000
90009275,2771,0.000
90009276,2771,0.000
90009277,2771,0.000
90009278,2771,0.000
90009279,2771,0.000
90009280,2771,0.000
90009281,2771,0.000
90009282,2771,0.000
90009283,2771,0.000
90009284,2771,0.000
90009285,2771,0.000
90009286,2771,0.000
90009287,2771,0.000
90009288,2771,0.000
90009289,2771,0.000
90009290,2771,0.000
90009291,2771,0.000
90009292,2771,0.000
90009293,2771,0.000
90009294,2771,0.000
90009295,2771,0.000
90009296,2771,0.000
90009297,2771,0.000
90009298,2771,0.000
90009299,2771,0.000
90009300,2771,0.000
90009301,2771,0.000
90009302,2771,0.000
90009303,2771,0.000
90009304,2771,0.000
90009305,2771,0.000
90009306,2771,0.000
90009307,2771,0.000
90009308,2771,0.000
90009309,2771,0.000
90009310,2771,0.000
90009311,2771,0.000
90009312,2771,0.000
90009313,2771,0.000
90009314,2771,0.000
90009315,2771,0.000
90009316,2771,0.000
90009317,2771,0.000
90009318,2771,0.000
90009319,2771,0.000
90009320,2771,0.000
90009321,2771,0.000
90009322,2771,0.000
90009323,2771,0.000
90009324,2771,0.000
90009325,2771,0.000
90009326,2771,0.000
90009327,2771,0.000
90009328,2771,0.000
90009329,2771,0.000
90009330,2771,0.000
90009331,2771,0.000
90009332,2771,0.000
90009333,2771,0.000
90009334,2771,0.000
90009335,2771,0.000
90009336,2771,0.000
90009337,2771,0.000
90009338,2771,0.000
90009339,2771,0.000
90009340,2771,0.000
90009341,2771,0.000
90009342,2771,0.000
90009343,2771,0.000
90009344,2771,0.000
90009345,2771,0.000
90009346,2771,0.000
90009347,2771,0.000
90009348,2771,0.000
90009349,2771,0.000
90009350,2771,0.000
90009351,2771,0.000
90009352,2771,0.000
90009353,2771,0.000
90009354,2771,0.000
90009355,2771,0.000
90009356,2771,0.000
90009357,2771,0.000
90009358,2771,0.000
90009359,2771,0.000
90009360,2771,0.000
90009361,2771,0.000
90009362,2771,0.000
90009363,2771,0.000
90009364,2771,0.000
90009365,2771,0.000
90009366,2771,0.000
90009367,2771,0.000
90009368,2771,0.000
90009369,2771,0.000
90009370,2771,0.000
90009371,2771,0.000
90009372,2771,0.000
90009373,2771,0.000
90009374,2771,0.000
90009375,2771,0.000
90009376,2771,0.000
90009377,2771,0.000
90009378,2771,0.000
90009379,2771,0.000
90009380,2771,0.000
90009381,2771,0.000
90009382,2771,0.000
90009383,2771,0.000
90009384,2771,0.000
90009385,2771,0.000
90009386,2771,0.000
90009387,2771,0.000
90009388,2771,0.000
90009389,2771,0.000
90009390,2771,0.000
90009391,2771,0.000
90009392,2771,0.000
90009393,2771,0.000
90009394,2771,0.000
90009395,2771,0.000
90009396,2771,0.000
90009397,2771,0.000
90009398,2771,0.000
90009399,2771,0.000
90009400,2771,0.000
90009401,2771,0.000
90009402,2771,0.000
90009403,2771,0.000
90009404,2771,0.000
90009405,2771,0.000
90009406,2771,0.000
90009407,2771,0.000
90009408,2771,0.000
90009409,2771,0.000
90009410,2771,0.000
90009411,2771,0.000
90009412,2771,0.000
90009413,2771,0.000
90009414,2771,0.000
90009415,2771,0.000
90009416,2771,0.000
90009417,2771,0.000
90009418,2771,0.000
90009419,2771,0.000
90009420,2771,0.000
90009421,2771,0.000
90009422,2771,0.000
90009423,2771,0.000
90009424,2771,0.000
90009425,2771,0.000
90009426,2771,0.000
90009427,2771,0.000
90009428,2771,0.000
90009429,2771,0.000
90009430,2771,0.000
90009431,2771,0.000
90009432,2771,0.000
90009433,2771,0.000
90009434,2771,0.000
90009435,2771,0.000
90009436,2771,0.000
90009437,2771,0.000
90009438,2771,0.000
90009439,2771,0.000
90009440,2771,0.000
90009441,2771,0.000
90009442,2771,0.000
90009443,2771,0.000
90009444,2771,0.000
90009445,2771,0.000
90009446,2771,0.000
90009447,2771,0.000
90009448,2771,0.000
90009449,2771,0.000
90009450,2771,0.000
90009451,2771,0.000
90009452,2771,0.000
90009453,2771,0.000
90009454,2771,0.000
90009455,2771,0.000
90009456,2771,0.000
90009457,2771,0.000
90009458,2771,0.000
90009459,2771,0.000
90009460,2771,0.000
90009461,2771,0.000
90009462,2771,0.000
90009463,2771,0.000
90009464,2771,0.000
90009465,2771,0.000
90009466,2771,0.000
90009467,2771,0.000
90009468,2771,0.000
90009469,2771,0.000
90009470,2771,0.000
90009471,2771,0.000
90009472,2771,0.000
90009473,2771,0.000
90009474,2771,0.000
90009475,2771,0.000
90009476,2771,0.000
90009477,2771,0.000
90009478,2771,0.000
90009479,2771,0.000
90009480,2771,0.000
90009481,2771,0.000
90009482,2771,0.000
90009483,2771,0.000
90009484,2771,0.000
90009485,2771,0.000
90009486,2771,0.000
90009487,2771,0.000
90009488,2771,0.000
90009489,2771,0.000
90009490,2771,0.000
90009491,2771,0.000
90009492,2771,0.000
90009493,2771,0.000
90009494,2771,0.000
90009495,2771,0.000
90009496,2771,0.000
90009497,2771,0.000
90009498,2771,0.000
90009499,2771,0.000
90009500,2771,0.000
90009501,2771,0.000
90009502,2771,0.000
90009503,2771,0.000
90009504,2771,0.000
90009505,2771,0.000
90009506,2771,0.000
90009507,2771,0.000
90009508,2771,0.000
90009509,2771,0.000
90009510,2771,0.000
90009511,2771,0.000
90009512,2771,0.000
90009513,2771,0.000
90009514,2771,0.000
90009515,2771,0.000
90009516,2771,0.000
90009517,2771,0.000
90009518,2771,0.000
90009519,2771,0.000
90009520,2771,0.000
90009521,2771,0.000
90009522,2771,0.000
90009523,2771,0.000
90009524,2771,0.000
90009525,2771,0.000
