Functional Location,Plnt,BOM Usg,Item,Component,Quantity,Un,Un,A
1715-05-01-11-27B-02A,1715,4,0050,90000641,1,EA,EA,C
1715-05-01-11-27B-02A,1715,4,0040,90000631,1,EA,EA,C
1715-05-01-11-27B-02A-004-0055,1715,4,0010,90000486,1,EA,EA,C
1715-05-01-11-27B-02A-006-0013,1715,4,0010,90000770,1,EA,EA,C
1715-05-01-11-27B-02B,1715,4,0010,90000473,2,EA,EA,C
1715-05-01-11-27B-02B,1715,4,0020,90000431,18,EA,EA,C
1715-05-01-11-27B-02B,1715,4,0090,90000602,1,EA,EA,C
1715-05-01-11-27B-02B,1715,4,0080,90000601,1,EA,EA,C
1715-05-01-11-27B-02B,1715,4,0070,90000600,1,EA,EA,C
1715-05-01-11-27B-02B,1715,4,0060,90000599,1,EA,EA,C
1715-05-01-11-27B-02B,1715,4,0170,90000610,1,EA,EA,C
1715-05-01-11-27B-02B,1715,4,0180,90000611,1,EA,EA,C
1715-05-01-11-27B-02B,1715,4,0190,90000612,1,EA,EA,C
1715-05-01-11-27B-02B,1715,4,0200,90000613,1,EA,EA,C
1715-05-01-11-27B-02B,1715,4,0210,90000614,1,EA,EA,C
1715-05-01-11-27B-02B,1715,4,0220,90000615,1,EA,EA,C
1715-05-01-11-27B-02B,1715,4,0230,90000616,1,EA,EA,C
1715-05-01-11-27B-02B,1715,4,0240,90000617,1,EA,EA,C
1715-05-01-11-27B-02B,1715,4,0250,90000618,1,EA,EA,C
1715-05-01-11-27B-02B,1715,4,0460,90000716,1,EA,EA,C
1715-05-01-11-27B-02B,1715,4,0470,90000717,1,EA,EA,C
1715-05-01-11-27B-02B,1715,4,0150,90000608,1,EA,EA,C
1715-05-01-11-27B-02B,1715,4,0160,90000609,1,EA,EA,C
1715-05-01-11-27B-02B,1715,4,0480,90000718,1,EA,EA,C
1715-05-01-11-27B-02B,1715,4,0490,90000719,1,EA,EA,C
1715-05-01-11-27B-02B,1715,4,0040,90000597,1,EA,EA,C
1715-05-01-11-27B-02B,1715,4,0500,90000810,1,EA,EA,C
1715-05-01-11-27B-02B,1715,4,0510,90000811,1,EA,EA,C
1715-05-01-11-27B-02B,1715,4,0520,90000812,1,EA,EA,C
1715-05-01-11-27B-02B,1715,4,0530,90000813,1,EA,EA,C
1715-05-01-11-27B-02B,1715,4,0050,90000598,1,EA,EA,C
1715-05-01-11-27B-02B,1715,4,0030,90000596,1,EA,EA,C
1715-05-01-11-27B-02B,1715,4,0540,90000814,1,EA,EA,C
1715-05-01-11-27B-02B,1715,4,0550,90000815,1,EA,EA,C
1715-05-01-11-27B-02B,1715,4,0560,90000816,1,EA,EA,C
1715-05-01-11-27B-02B,1715,4,0570,90000817,1,EA,EA,C
1715-05-01-11-27B-02B,1715,4,0580,90000818,1,EA,EA,C
1715-05-01-11-27B-02B,1715,4,0590,90000819,1,EA,EA,C
1715-05-01-11-27B-02B,1715,4,0430,90000193,24,EA,EA,C
1715-05-01-11-27B-02B,1715,4,0440,90000194,8,EA,EA,C
1715-05-01-11-27B-02B,1715,4,0450,90000195,8,EA,EA,C
1715-05-01-11-27B-02B,1715,4,0100,90000603,1,EA,EA,C
1715-05-01-11-27B-02B,1715,4,0110,90000604,1,EA,EA,C
1715-05-01-11-27B-02B,1715,4,0120,90000605,1,EA,EA,C
1715-05-01-11-27B-02B,1715,4,0130,90000606,1,EA,EA,C
1715-05-01-11-27B-02B,1715,4,0260,90000619,1,EA,EA,C
1715-05-01-11-27B-02B,1715,4,0270,90000620,1,EA,EA,C
1715-05-01-11-27B-02B,1715,4,0280,90000621,1,EA,EA,C
1715-05-01-11-27B-02B,1715,4,0290,90000622,1,EA,EA,C
1715-05-01-11-27B-02B,1715,4,0300,90000623,1,EA,EA,C
1715-05-01-11-27B-02B,1715,4,0310,90000624,1,EA,EA,C
1715-05-01-11-27B-02B,1715,4,0320,90000625,1,EA,EA,C
1715-05-01-11-27B-02B,1715,4,0420,90000715,1,EA,EA,C
1715-05-01-11-27B-02B,1715,4,0410,90000714,1,EA,EA,C
1715-05-01-11-27B-02B,1715,4,0400,90000713,1,EA,EA,C
1715-05-01-11-27B-02B,1715,4,0390,90000712,1,EA,EA,C
1715-05-01-11-27B-02B,1715,4,0380,90000711,1,EA,EA,C
1715-05-01-11-27B-02B,1715,4,0370,90000710,1,EA,EA,C
1715-05-01-11-27B-02B,1715,4,0140,90000607,1,EA,EA,C
1715-05-01-11-27B-02B,1715,4,0360,90000629,1,EA,EA,C
1715-05-01-11-27B-02B,1715,4,0350,90000628,1,EA,EA,C
1715-05-01-11-27B-02B,1715,4,0340,90000627,1,EA,EA,C
1715-05-01-11-27B-02B,1715,4,0330,90000626,1,EA,EA,C
1715-05-01-11-27B-02C,1715,4,0680,90001006,4,EA,EA,B
1715-05-01-11-27B-02C,1715,4,0640,90000868,3,EA,EA,B
1715-05-01-11-27B-02C,1715,4,0620,90001021,2,EA,EA,B
1715-05-01-11-27B-02C,1715,4,0600,90000678,2,EA,EA,B
1715-05-01-11-27B-02C,1715,4,0590,90000677,2,EA,EA,B
1715-05-01-11-27B-02C,1715,4,0580,90000776,2,EA,EA,B
1715-05-01-11-27B-02C,1715,4,0570,90000775,2,EA,EA,B
1715-05-01-11-27B-02C,1715,4,0470,90000078,2,EA,EA,B
1715-05-01-11-27B-02C,1715,4,0430,90000438,2,EA,EA,B
1715-05-01-11-27B-02C,1715,4,0370,90000083,2,EA,EA,B
1715-05-01-11-27B-02C,1715,4,0360,90000082,2,EA,EA,B
1715-05-01-11-27B-02C,1715,4,0160,90000017,1,EA,EA,B
1715-05-01-11-27B-02C,1715,4,0140,90000108,1,EA,EA,B
1715-05-01-11-27B-02C,1715,4,0130,90000834,1,EA,EA,B
1715-05-01-11-27B-02C,1715,4,0120,90000390,1,EA,EA,B
1715-05-01-11-27B-02C,1715,4,0110,90000555,1,EA,EA,B
1715-05-01-11-27B-02C,1715,4,0100,90000554,1,EA,EA,B
1715-05-01-11-27B-02C,1715,4,0090,90000128,1,EA,EA,B
1715-05-01-11-27B-02C,1715,4,0060,90000092,1,EA,EA,B
1715-05-01-11-27B-02C,1715,4,0040,90000435,1,EA,EA,B
1715-05-01-11-27B-02C,1715,4,0050,90000091,1,EA,EA,B
1715-05-01-11-27B-02C,1715,4,0070,90000012,2,EA,EA,B
1715-05-01-11-27B-02C,1715,4,0010,90000010,4,EA,EA,B
1715-05-01-11-27B-02C,1715,4,0020,90000433,2,EA,EA,B
1715-05-01-11-27B-02C,1715,4,0030,90000434,2,EA,EA,B
1715-05-01-11-27B-02C,1715,4,0190,90000031,1,EA,EA,B
1715-05-01-11-27B-02C,1715,4,0200,90000657,1,EA,EA,B
1715-05-01-11-27B-02C,1715,4,0740,90013170,1,EA,EA,B
1715-05-01-11-27B-02C,1715,4,0210,90000071,1,EA,EA,B
1715-05-01-11-27B-02C,1715,4,0220,90000558,1,EA,EA,B
1715-05-01-11-27B-02C,1715,4,0230,90000934,1,EA,EA,B
1715-05-01-11-27B-02C,1715,4,0240,90000935,1,EA,EA,B
1715-05-01-11-27B-02C,1715,4,0380,90000072,1,EA,EA,B
1715-05-01-11-27B-02C,1715,4,0350,90000084,1,EA,EA,B
1715-05-01-11-27B-02C,1715,4,0340,90000941,1,EA,EA,B
1715-05-01-11-27B-02C,1715,4,0330,90000849,1,EA,EA,B
1715-05-01-11-27B-02C,1715,4,0320,90000940,1,EA,EA,B
1715-05-01-11-27B-02C,1715,4,0310,90000005,1,EA,EA,B
1715-05-01-11-27B-02C,1715,4,0300,90000939,1,EA,EA,B
1715-05-01-11-27B-02C,1715,4,0290,90000938,1,EA,EA,B
1715-05-01-11-27B-02C,1715,4,0280,90000848,1,EA,EA,B
1715-05-01-11-27B-02C,1715,4,0270,90000937,1,EA,EA,B
1715-05-01-11-27B-02C,1715,4,0260,90000704,1,EA,EA,B
1715-05-01-11-27B-02C,1715,4,0250,90000936,1,EA,EA,B
1715-05-01-11-27B-02C,1715,4,0730,90000534,1,EA,EA,B
1715-05-01-11-27B-02C,1715,4,0720,90000533,1,EA,EA,B
1715-05-01-11-27B-02C,1715,4,0710,90000532,1,EA,EA,B
1715-05-01-11-27B-02C,1715,4,0700,90000531,1,EA,EA,B
1715-05-01-11-27B-02C,1715,4,0690,90000872,1,EA,EA,B
1715-05-01-11-27B-02C,1715,4,0670,90000871,1,EA,EA,B
1715-05-01-11-27B-02C,1715,4,0660,90000870,1,EA,EA,B
1715-05-01-11-27B-02C,1715,4,0650,90000869,1,EA,EA,B
1715-05-01-11-27B-02C,1715,4,0630,90000494,1,EA,EA,B
1715-05-01-11-27B-02C,1715,4,0610,90000110,1,EA,EA,B
1715-05-01-11-27B-02C,1715,4,0560,90000948,1,EA,EA,B
1715-05-01-11-27B-02C,1715,4,0550,90000852,1,EA,EA,B
1715-05-01-11-27B-02C,1715,4,0540,90000578,1,EA,EA,B
1715-05-01-11-27B-02C,1715,4,0530,90000798,1,EA,EA,B
1715-05-01-11-27B-02C,1715,4,0520,90000393,1,EA,EA,B
1715-05-01-11-27B-02C,1715,4,0510,90000851,1,EA,EA,B
1715-05-01-11-27B-02C,1715,4,0080,90000067,2,EA,EA,B
1715-05-01-11-27B-02C,1715,4,0150,90000014,2,EA,EA,B
1715-05-01-11-27B-02C,1715,4,0170,90000018,2,EA,EA,B
1715-05-01-11-27B-02C,1715,4,0180,90000025,2,EA,EA,B
1715-05-01-11-27B-02C,1715,4,0390,90000073,1,EA,EA,B
1715-05-01-11-27B-02C,1715,4,0400,90000074,1,EA,EA,B
1715-05-01-11-27B-02C,1715,4,0410,90000075,1,EA,EA,B
1715-05-01-11-27B-02C,1715,4,0420,90000076,1,EA,EA,B
1715-05-01-11-27B-02C,1715,4,0440,90000077,1,EA,EA,B
1715-05-01-11-27B-02C,1715,4,0450,90000439,1,EA,EA,B
1715-05-01-11-27B-02C,1715,4,0460,90000033,1,EA,EA,B
1715-05-01-11-27B-02C,1715,4,0480,90000391,1,EA,EA,B
1715-05-01-11-27B-02C,1715,4,0490,90000850,1,EA,EA,B
1715-05-01-11-27B-02C,1715,4,0500,90000364,1,EA,EA,B
1715-05-01-11-27B-02C-004-0056,1715,4,0010,90000800,1,EA,EA,C
1715-05-01-11-27B-02C-006-0014,1715,4,0010,90000365,1,EA,EA,C
1715-05-01-11-27B-02C-013-0008,1715,4,0010,90000587,1,EA,EA,C
1715-05-01-11-27B-02C-013-0008,1715,4,0020,90000164,1,EA,EA,C
1715-05-01-11-27B-02D,1715,4,0010,90000577,1,EA,EA,B
1715-05-01-11-27B-02D,1715,4,0020,90000853,1,EA,EA,B
1715-05-01-11-27B-02D,1715,4,0030,90000109,1,EA,EA,B
1715-05-01-11-27B-02D-004-0057,1715,4,0010,90000359,1,EA,EA,C
1715-05-01-11-27B-02E,1715,4,0050,90000278,1,EA,EA,B
1715-05-01-11-27B-02E,1715,4,0080,90000706,1,EA,EA,B
1715-05-01-11-27B-02E,1715,4,0090,90000032,1,EA,EA,B
1715-05-01-11-27B-02E,1715,4,0120,90000129,1,EA,EA,B
1715-05-01-11-27B-02E,1715,4,0130,90000224,1,EA,EA,B
1715-05-01-11-27B-02E,1715,4,0160,90000783,1,EA,EA,B
1715-05-01-11-27B-02E,1715,4,0190,90000867,2,EA,EA,B
1715-05-01-11-27B-02E,1715,4,0070,90000661,2,EA,EA,B
1715-05-01-11-27B-02E,1715,4,0100,90000055,2,EA,EA,B
1715-05-01-11-27B-02E,1715,4,0010,90000479,1,EA,EA,B
1715-05-01-11-27B-02E,1715,4,0060,90000633,4,EA,EA,B
1715-05-01-11-27B-02E,1715,4,0110,90000081,2,EA,EA,B
1715-05-01-11-27B-02E,1715,4,0140,90000996,2,EA,EA,B
1715-05-01-11-27B-02E,1715,4,0150,90000961,2,EA,EA,B
1715-05-01-11-27B-02E,1715,4,0180,90000866,2,EA,EA,B
1715-05-01-11-27B-02E,1715,4,0040,90000437,2,EA,EA,B
1715-05-01-11-27B-02E,1715,4,0170,90000754,1,EA,EA,B
1715-05-01-11-27B-02E,1715,4,0020,90000472,1,EA,EA,B
1715-05-01-11-27B-02E,1715,4,0030,90000011,1,EA,EA,B
1715-05-01-11-27B-02F,1715,4,0010,90000379,1,EA,EA,D
1715-05-01-11-27B-02G,1715,4,0050,90000944,1,EA,EA,D
1715-05-01-11-27B-02G,1715,4,0060,90000945,1,EA,EA,D
1715-05-01-11-27B-02G,1715,4,0010,90000013,2,EA,EA,D
1715-05-01-11-27B-02G,1715,4,0070,90000881,1,EA,EA,D
1715-05-01-11-27B-02G,1715,4,0090,90000184,1,EA,EA,D
1715-05-01-11-27B-02G,1715,4,0100,90000362,1,EA,EA,D
1715-05-01-11-27B-02G,1715,4,0110,90000799,1,EA,EA,D
1715-05-01-11-27B-02G,1715,4,0030,90000705,2,EA,EA,D
1715-05-01-11-27B-02G,1715,4,0040,90000874,2,EA,EA,D
1715-05-01-11-27B-02G,1715,4,0080,90000119,2,EA,EA,D
1715-05-01-11-27B-02G,1715,4,0020,90000880,1,EA,EA,D
1715-05-01-11-27B-02H,1715,4,0110,90000354,2,EA,EA,C
1715-05-01-11-27B-02H,1715,4,0060,90000943,2,EA,EA,C
1715-05-01-11-27B-02H,1715,4,0070,90000496,138,EA,EA,C
1715-05-01-11-27B-02H,1715,4,0080,90000413,2,EA,EA,C
1715-05-01-11-27B-02H,1715,4,0090,90000414,2,EA,EA,C
1715-05-01-11-27B-02H,1715,4,0100,90000280,2,EA,EA,C
1715-05-01-11-27B-02H,1715,4,0120,90000367,2,EA,EA,C
1715-05-01-11-27B-02H,1715,4,0130,90000168,2,EA,EA,C
1715-05-01-11-27B-02H,1715,4,0140,90000120,2,EA,EA,C
1715-05-01-11-27B-02H,1715,4,0150,90000504,2,EA,EA,C
1715-05-01-11-27B-02H,1715,4,0010,90000503,2,EA,EA,C
1715-05-01-11-27B-02H,1715,4,0020,90000015,8,EA,EA,C
1715-05-01-11-27B-02H,1715,4,0030,90000053,2,EA,EA,C
1715-05-01-11-27B-02H,1715,4,0040,90000054,2,EA,EA,C
1715-05-01-11-27B-02H,1715,4,0050,90000942,2,EA,EA,C
1715-05-01-11-27B-02H,1715,4,0160,90000377,2,EA,EA,C
1715-05-01-11-27B-02J,1715,4,0080,90000968,4,EA,EA,D
1715-05-01-11-27B-02J,1715,4,0110,90000540,4,EA,EA,D
1715-05-01-11-27B-02J,1715,4,0130,90000868,2,EA,EA,D
1715-05-01-11-27B-02J,1715,4,0140,90000872,2,EA,EA,D
1715-05-01-11-27B-02J,1715,4,0060,90000362,1,EA,EA,D
1715-05-01-11-27B-02J,1715,4,0120,90000593,1,EA,EA,D
1715-05-01-11-27B-02J,1715,4,0100,90000799,1,EA,EA,D
1715-05-01-11-27B-02J,1715,4,0090,90000185,1,EA,EA,D
1715-05-01-11-27B-02J,1715,4,0070,90000506,1,EA,EA,D
1715-05-01-11-27B-02J,1715,4,0010,90000048,2,EA,EA,D
1715-05-01-11-27B-02J,1715,4,0050,90000033,2,EA,EA,D
1715-05-01-11-27B-02J,1715,4,0020,90000946,1,EA,EA,D
1715-05-01-11-27B-02J,1715,4,0030,90000882,1,EA,EA,D
1715-05-01-11-27B-02J,1715,4,0040,90000883,1,EA,EA,D
1715-05-01-11-27B-02L,1715,4,0140,90000769,1,EA,EA,C
1715-05-01-11-27B-02L,1715,4,0010,90000653,1,EA,EA,C
1715-05-01-11-27B-02L,1715,4,0160,90000594,4,EA,EA,C
1715-05-01-11-27B-02L,1715,4,0150,90000668,2,EA,EA,C
1715-05-01-11-27B-02L,1715,4,0130,90000684,2,EA,EA,C
1715-05-01-11-27B-02L,1715,4,0120,90000655,2,EA,EA,C
1715-05-01-11-27B-02L,1715,4,0110,90000752,2,EA,EA,C
1715-05-01-11-27B-02L,1715,4,0100,90000967,4,EA,EA,C
1715-05-01-11-27B-02L,1715,4,0090,90000647,2,EA,EA,C
1715-05-01-11-27B-02L,1715,4,0080,90000048,2,EA,EA,C
1715-05-01-11-27B-02L,1715,4,0070,90000865,2,EA,EA,C
1715-05-01-11-27B-02L,1715,4,0060,90000864,2,EA,EA,C
1715-05-01-11-27B-02L,1715,4,0020,90000764,2,EA,EA,C
1715-05-01-11-27B-02L,1715,4,0030,90000698,2,EA,EA,C
1715-05-01-11-27B-02L,1715,4,0040,90000053,2,EA,EA,C
1715-05-01-11-27B-02L,1715,4,0050,90000054,2,EA,EA,C
1715-05-01-11-27B-02L,1715,4,0170,90013165,2,EA,EA,C
1715-05-01-11-27B-06A,1715,4,0180,90000337,1,EA,EA,C
1715-05-01-11-27B-06A,1715,4,0110,90000499,1,EA,EA,C
1715-05-01-11-27B-06A,1715,4,0080,90000304,1,EA,EA,C
1715-05-01-11-27B-06A,1715,4,0070,90000300,1,EA,EA,C
1715-05-01-11-27B-06A,1715,4,0060,90000507,1,EA,EA,C
1715-05-01-11-27B-06A,1715,4,0050,90000245,1,EA,EA,C
1715-05-01-11-27B-06A,1715,4,0360,90000349,26,EA,EA,C
1715-05-01-11-27B-06A,1715,4,0350,90000348,11,EA,EA,C
1715-05-01-11-27B-06A,1715,4,0320,90000346,11,EA,EA,C
1715-05-01-11-27B-06A,1715,4,0310,90000345,7,EA,EA,C
1715-05-01-11-27B-06A,1715,4,0300,90000179,3,EA,EA,C
1715-05-01-11-27B-06A,1715,4,0280,90000239,5,EA,EA,C
1715-05-01-11-27B-06A,1715,4,0260,90000197,3,EA,EA,C
1715-05-01-11-27B-06A,1715,4,0030,90000468,1,EA,EA,C
1715-05-01-11-27B-06A,1715,4,0040,90000244,6,EA,EA,C
1715-05-01-11-27B-06A,1715,4,0020,90000123,5,EA,EA,C
1715-05-01-11-27B-06A,1715,4,0010,90000122,45,EA,EA,C
1715-05-01-11-27B-06A,1715,4,0170,90000510,1,EA,EA,C
1715-05-01-11-27B-06A,1715,4,0190,90000233,1,EA,EA,C
1715-05-01-11-27B-06A,1715,4,0210,90000340,1,EA,EA,C
1715-05-01-11-27B-06A,1715,4,0220,90000236,1,EA,EA,C
1715-05-01-11-27B-06A,1715,4,0230,90000238,1,EA,EA,C
1715-05-01-11-27B-06A,1715,4,0240,90000511,1,EA,EA,C
1715-05-01-11-27B-06A,1715,4,0250,90000146,1,EA,EA,C
1715-05-01-11-27B-06A,1715,4,0270,90000147,1,EA,EA,C
1715-05-01-11-27B-06A,1715,4,0290,90000344,1,EA,EA,C
1715-05-01-11-27B-06A,1715,4,0330,90000497,1,EA,EA,C
1715-05-01-11-27B-06A,1715,4,0340,90000272,1,EA,EA,C
1715-05-01-11-27B-06A,1715,4,0370,90000202,1,EA,EA,C
1715-05-01-11-27B-06A,1715,4,0380,90000397,1,EA,EA,C
1715-05-01-11-27B-06A,1715,4,0390,90000398,1,EA,EA,C
1715-05-01-11-27B-06A,1715,4,0400,90000498,1,EA,EA,C
1715-05-01-11-27B-06A,1715,4,0090,90000249,3,EA,EA,C
1715-05-01-11-27B-06A,1715,4,0100,90000252,17,EA,EA,C
1715-05-01-11-27B-06A,1715,4,0120,90000332,2,EA,EA,C
1715-05-01-11-27B-06A,1715,4,0130,90000333,5,EA,EA,C
1715-05-01-11-27B-06A,1715,4,0140,90000334,4,EA,EA,C
1715-05-01-11-27B-06A,1715,4,0150,90000383,2,EA,EA,C
1715-05-01-11-27B-06A,1715,4,0200,90000177,2,EA,EA,C
1715-05-01-11-27B-06A,1715,4,0160,90000173,2,EA,EA,C
1715-05-01-11-27B-06A-012-0008,1715,4,0010,90000004,1,EA,EA,D
1715-05-01-11-27B-06B,1715,4,0060,90000404,3,EA,EA,C
1715-05-01-11-27B-06B,1715,4,0090,90000408,1,EA,EA,C
1715-05-01-11-27B-06B,1715,4,0080,90000407,1,EA,EA,C
1715-05-01-11-27B-06B,1715,4,0070,90000406,1,EA,EA,C
1715-05-01-11-27B-06B,1715,4,0050,90000403,1,EA,EA,C
1715-05-01-11-27B-06B,1715,4,0040,90000401,1,EA,EA,C
1715-05-01-11-27B-06B,1715,4,0030,90000400,1,EA,EA,C
1715-05-01-11-27B-06B,1715,4,0020,90000398,6,EA,EA,C
1715-05-01-11-27B-06B,1715,4,0010,90000331,1,EA,EA,C
1715-05-01-11-27B-06C,1715,4,0040,90000139,1,EA,EA,B
1715-05-01-11-27B-06C,1715,4,0020,90000136,1,EA,EA,B
1715-05-01-11-27B-06C,1715,4,0060,90000519,2,EA,EA,B
1715-05-01-11-27B-06C,1715,4,0070,90000242,4,EA,EA,B
1715-05-01-11-27B-06C,1715,4,0080,90000462,4,EA,EA,B
1715-05-01-11-27B-06C,1715,4,0090,90000154,8,EA,EA,B
1715-05-01-11-27B-06C,1715,4,0100,90000156,3,EA,EA,B
1715-05-01-11-27B-06C,1715,4,0110,90000453,3,EA,EA,B
1715-05-01-11-27B-06C,1715,4,0010,90000459,2,EA,EA,B
1715-05-01-11-27B-06C,1715,4,0120,90000463,1,EA,EA,B
1715-05-01-11-27B-06C,1715,4,0130,90000158,1,EA,EA,B
1715-05-01-11-27B-06C,1715,4,0140,90000442,1,EA,EA,B
1715-05-01-11-27B-06C,1715,4,0150,90000206,1,EA,EA,B
1715-05-01-11-27B-06C,1715,4,0030,90000137,2,EA,EA,B
1715-05-01-11-27B-06C,1715,4,0050,90000150,2,EA,EA,B
1715-05-01-11-27B-07A,1715,4,0020,90000514,1,EA,EA,B
1715-05-01-11-27B-07A,1715,4,0010,90000305,1,EA,EA,B
1715-05-01-11-27B-11A,1715,4,0020,90000281,1,EA,EA,B
1715-05-01-11-27B-11A,1715,4,0030,90000282,1,EA,EA,B
1715-05-01-11-27B-11A,1715,4,0040,90000283,1,EA,EA,B
1715-05-01-11-27B-11A,1715,4,0010,90000307,1,EA,EA,B
1715-05-01-11-27B-14A,1715,4,0010,90000306,1,EA,EA,A
1715-05-01-11-32A-02A,1715,4,0050,90000744,1,EA,EA,C
1715-05-01-11-32A-02A,1715,4,0040,90000646,1,EA,EA,C
1715-05-01-11-32A-02A,1715,4,0030,90000575,1,EA,EA,C
1715-05-01-11-32A-02A,1715,4,0020,90000842,1,EA,EA,C
1715-05-01-11-32A-02A,1715,4,0070,90000773,1,EA,EA,C
1715-05-01-11-32A-02A,1715,4,0010,90000096,1,EA,EA,C
1715-05-01-11-32A-02A,1715,4,0060,90000772,1,EA,EA,C
1715-05-01-11-32A-02A-004-0018,1715,4,0010,90000488,1,EA,EA,C
1715-05-01-11-32A-02A-031-0026,1715,4,0010,90000875,1,EA,EA,C
1715-05-01-11-32A-02B,1715,4,0020,90000842,1,EA,EA,C
1715-05-01-11-32A-02B,1715,4,0010,90000096,1,EA,EA,C
1715-05-01-11-32A-02B,1715,4,0050,90000744,1,EA,EA,C
1715-05-01-11-32A-02B,1715,4,0060,90000772,1,EA,EA,C
1715-05-01-11-32A-02B,1715,4,0070,90000773,1,EA,EA,C
1715-05-01-11-32A-02B,1715,4,0030,90000575,1,EA,EA,C
1715-05-01-11-32A-02B,1715,4,0040,90000646,1,EA,EA,C
1715-05-01-11-32A-02B-004-0019,1715,4,0010,90000488,1,EA,EA,C
1715-05-01-11-32A-02B-031-0027,1715,4,0010,90000875,1,EA,EA,C
1715-05-01-11-32A-02C,1715,4,0040,90000917,1,EA,EA,C
1715-05-01-11-32A-02C,1715,4,0050,90000835,1,EA,EA,C
1715-05-01-11-32A-02C,1715,4,0080,90000702,1,EA,EA,C
1715-05-01-11-32A-02C,1715,4,0100,90000562,1,EA,EA,C
1715-05-01-11-32A-02C,1715,4,0030,90000104,1,EA,EA,C
1715-05-01-11-32A-02C,1715,4,0010,90001017,2,EA,EA,C
1715-05-01-11-32A-02C,1715,4,0020,90001018,2,EA,EA,C
1715-05-01-11-32A-02C,1715,4,0070,90000701,4,EA,EA,C
1715-05-01-11-32A-02C,1715,4,0090,90000753,2,EA,EA,C
1715-05-01-11-32A-02C,1715,4,0060,90000959,2,EA,EA,C
1715-05-01-11-32A-02C-004-0020,1715,4,0010,90000797,1,EA,EA,C
1715-05-01-11-32A-02D,1715,4,0010,90000323,1,EA,EA,C
1715-05-01-11-32A-02D-018-0008,1715,4,0010,90000218,1,EA,EA,C
1715-05-01-11-32A-02D-018-0009,1715,4,0010,90000218,1,EA,EA,C
1715-05-01-11-32A-02E,1715,4,0100,90000562,1,EA,EA,C
1715-05-01-11-32A-02E,1715,4,0090,90000753,2,EA,EA,C
1715-05-01-11-32A-02E,1715,4,0060,90000959,2,EA,EA,C
1715-05-01-11-32A-02E,1715,4,0070,90000701,4,EA,EA,C
1715-05-01-11-32A-02E,1715,4,0080,90000702,1,EA,EA,C
1715-05-01-11-32A-02E,1715,4,0050,90000836,1,EA,EA,C
1715-05-01-11-32A-02E,1715,4,0040,90000918,1,EA,EA,C
1715-05-01-11-32A-02E,1715,4,0030,90000104,1,EA,EA,C
1715-05-01-11-32A-02E,1715,4,0010,90001017,2,EA,EA,C
1715-05-01-11-32A-02E,1715,4,0020,90001018,2,EA,EA,C
1715-05-01-11-32A-02E-004-0021,1715,4,0010,90000797,1,EA,EA,C
1715-05-01-11-32A-02F,1715,4,0010,90000323,1,EA,EA,C
1715-05-01-11-32A-02F-018-0006,1715,4,0010,90000218,1,EA,EA,C
1715-05-01-11-32A-02F-018-0007,1715,4,0010,90000218,1,EA,EA,C
1715-05-01-11-32A-02G-031-0032,1715,4,0010,90001001,2,EA,EA,C
1715-05-01-11-32A-02G-031-0032,1715,4,0020,90000034,1,EA,EA,C
1715-05-01-11-32A-02G-031-0032,1715,4,0030,90000035,1,EA,EA,C
1715-05-01-11-32A-02G-031-0032,1715,4,0040,90000427,1,EA,EA,C
1715-05-01-11-32A-02G-031-0033,1715,4,0010,90001001,2,EA,EA,C
1715-05-01-11-32A-02G-031-0033,1715,4,0040,90000427,1,EA,EA,C
1715-05-01-11-32A-02G-031-0033,1715,4,0030,90000035,1,EA,EA,C
1715-05-01-11-32A-02G-031-0033,1715,4,0020,90000034,1,EA,EA,C
1715-05-01-11-32A-02H-031-0034,1715,4,0040,90000956,2,EA,EA,C
1715-05-01-11-32A-02H-031-0034,1715,4,0020,90000035,1,EA,EA,C
1715-05-01-11-32A-02H-031-0034,1715,4,0030,90000428,1,EA,EA,C
1715-05-01-11-32A-02H-031-0034,1715,4,0010,90000034,1,EA,EA,C
1715-05-01-11-32A-02H-031-0035,1715,4,0020,90000035,1,EA,EA,C
1715-05-01-11-32A-02H-031-0035,1715,4,0030,90000428,1,EA,EA,C
1715-05-01-11-32A-02H-031-0035,1715,4,0040,90000956,2,EA,EA,C
1715-05-01-11-32A-02H-031-0035,1715,4,0010,90000034,1,EA,EA,C
1715-05-01-11-32A-02I,1715,4,0020,90000901,1,EA,EA,C
1715-05-01-11-32A-02I,1715,4,0010,90000025,1,EA,EA,C
1715-05-01-11-32A-02I-004-0022,1715,4,0010,90000490,1,EA,EA,C
1715-05-01-11-32A-02I-031-0036,1715,4,0020,90001009,1,EA,EA,C
1715-05-01-11-32A-02I-031-0036,1715,4,0030,90000649,1,EA,EA,C
1715-05-01-11-32A-02I-031-0036,1715,4,0010,90000044,1,EA,EA,C
1715-05-01-11-32A-02J,1715,4,0010,90000025,1,EA,EA,C
1715-05-01-11-32A-02J,1715,4,0020,90000901,1,EA,EA,C
1715-05-01-11-32A-02J-004-0023,1715,4,0010,90000490,1,EA,EA,C
1715-05-01-11-32A-02J-031-0037,1715,4,0010,90000044,1,EA,EA,C
1715-05-01-11-32A-02J-031-0037,1715,4,0030,90000649,1,EA,EA,C
1715-05-01-11-32A-02J-031-0037,1715,4,0020,90001009,1,EA,EA,C
1715-05-01-11-32A-02K,1715,4,0010,90000025,1,EA,EA,C
1715-05-01-11-32A-02K,1715,4,0020,90000901,1,EA,EA,C
