Functional Location,Plnt,BOM Usg,Item,Component,Quantity,Un,Un,A
1715-05-03-11-85A-02O,1715,4,0050,90002945,1,EA,EA,D
1715-05-03-11-85A-02O,1715,4,0010,90002167,1,EA,EA,D
1715-05-03-11-85A-02O-016-0071,1715,4,0010,90001837,6,EA,EA,D
1715-05-03-11-85A-02O-016-0071,1715,4,0020,90001998,2,EA,EA,D
1715-05-03-11-85A-02O-016-0071,1715,4,0060,90003128,4,EA,EA,D
1715-05-03-11-85A-02O-016-0071,1715,4,0090,90003079,2,EA,EA,D
1715-05-03-11-85A-02O-016-0071,1715,4,0100,90002398,2,EA,EA,D
1715-05-03-11-85A-02O-016-0071,1715,4,0120,90002996,3,EA,EA,D
1715-05-03-11-85A-02O-016-0071,1715,4,0030,90002081,1,EA,EA,D
1715-05-03-11-85A-02O-016-0071,1715,4,0040,90002196,1,EA,EA,D
1715-05-03-11-85A-02O-016-0071,1715,4,0070,90002908,1,EA,EA,D
1715-05-03-11-85A-02O-016-0071,1715,4,0110,90002945,1,EA,EA,D
1715-05-03-11-85A-02O-016-0071,1715,4,0050,90002158,1,EA,EA,D
1715-05-03-11-85A-02O-016-0071,1715,4,0080,90003077,1,EA,EA,D
1715-05-03-11-85A-06D-012-0035,1715,4,0010,90001962,1,EA,EA,D
1715-05-03-11-85A-06F,1715,4,0040,90002712,6,EA,EA,C
1715-05-03-11-85A-06F,1715,4,0050,90002697,4,EA,EA,C
1715-05-03-11-85A-06F,1715,4,0020,90002700,1,EA,EA,C
1715-05-03-11-85A-06F,1715,4,0010,90002703,1,EA,EA,C
1715-05-03-11-85A-06F,1715,4,0030,90002702,1,EA,EA,C
1715-05-03-11-85A-12A,1715,4,0020,90002456,1,EA,EA,B
1715-05-03-11-85A-12A,1715,4,0010,90001923,1,EA,EA,B
1715-05-03-11-85A-12A-023-0004,1715,4,0010,90003032,1,EA,EA,B
1715-05-03-11-85A-12A-023-0004,1715,4,0020,90002508,1,EA,EA,B
1715-05-03-11-85A-12A-023-0004,1715,4,0030,90002601,1,EA,EA,B
1715-05-03-11-85A-12A-040-0002,1715,4,0010,90002550,1,EA,EA,B
1715-05-03-11-89A-02A,1715,4,0010,90002344,1,EA,EA,C
1715-05-03-11-89A-02A,1715,4,0020,90002333,1,EA,EA,C
1715-05-03-11-89A-02A,1715,4,0030,90002037,1,EA,EA,C
1715-05-03-11-89A-02A-031-0133,1715,4,0010,90002001,2,EA,EA,C
1715-05-03-11-89A-02A-031-0133,1715,4,0020,90002896,1,EA,EA,C
1715-05-03-11-89A-02B,1715,4,0010,90002114,1,EA,EA,C
1715-05-03-11-89A-02B-031-0134,1715,4,0010,90002889,1,EA,EA,C
1715-05-03-11-89A-02C,1715,4,0030,90002179,2,EA,EA,C
1715-05-03-11-89A-02C,1715,4,0060,90002919,2,EA,EA,C
1715-05-03-11-89A-02C,1715,4,0100,90002962,2,EA,EA,C
1715-05-03-11-89A-02C,1715,4,0110,90002836,2,EA,EA,C
1715-05-03-11-89A-02C,1715,4,0020,90002099,1,EA,EA,C
1715-05-03-11-89A-02C,1715,4,0010,90001844,1,EA,EA,C
1715-05-03-11-89A-02C,1715,4,0050,90002917,1,EA,EA,C
1715-05-03-11-89A-02C,1715,4,0040,90002171,1,EA,EA,C
1715-05-03-11-89A-02C,1715,4,0070,90002924,1,EA,EA,C
1715-05-03-11-89A-02C,1715,4,0080,90002882,1,EA,EA,C
1715-05-03-11-89A-02C,1715,4,0090,90002965,1,EA,EA,C
1715-05-03-11-89A-02C,1715,4,0120,90002807,1,EA,EA,C
1715-05-03-11-89A-02C-004-0208,1715,4,0010,90002493,1,EA,EA,C
1715-05-03-11-89A-02C-010-0145,1715,4,0010,90002340,1,EA,EA,C
1715-05-03-11-89A-02C-010-0145,1715,4,0020,90002334,1,EA,EA,C
1715-05-03-11-89A-02C-031-0135,1715,4,0010,90001849,2,EA,EA,C
1715-05-03-11-89A-02C-031-0135,1715,4,0040,90002894,1,EA,EA,C
1715-05-03-11-89A-02C-031-0135,1715,4,0020,90002875,1,EA,EA,C
1715-05-03-11-89A-02C-031-0135,1715,4,0030,90002972,2,EA,EA,C
1715-05-03-11-89A-02C-031-0136,1715,4,0040,90002894,1,EA,EA,C
1715-05-03-11-89A-02C-031-0136,1715,4,0020,90002875,1,EA,EA,C
1715-05-03-11-89A-02C-031-0136,1715,4,0030,90002972,1,EA,EA,C
1715-05-03-11-89A-02C-031-0136,1715,4,0010,90001849,2,EA,EA,C
1715-05-03-11-89A-02D,1715,4,0070,90002931,1,EA,EA,C
1715-05-03-11-89A-02D,1715,4,0050,90002914,1,EA,EA,C
1715-05-03-11-89A-02D,1715,4,0040,90002046,1,EA,EA,C
1715-05-03-11-89A-02D,1715,4,0010,90002001,3,EA,EA,C
1715-05-03-11-89A-02D,1715,4,0030,90002190,1,EA,EA,C
1715-05-03-11-89A-02D,1715,4,0020,90002085,1,EA,EA,C
1715-05-03-11-89A-02D,1715,4,0060,90002037,1,EA,EA,C
1715-05-03-11-89A-02D-004-0209,1715,4,0010,90002496,1,EA,EA,C
1715-05-03-11-89A-02D-031-0137,1715,4,0010,90002891,1,EA,EA,C
1715-05-03-11-89A-02E,1715,4,0040,90002778,1,EA,EA,C
1715-05-03-11-89A-02E,1715,4,0050,90003065,1,EA,EA,C
1715-05-03-11-89A-02E,1715,4,0060,90002122,1,EA,EA,C
1715-05-03-11-89A-02E,1715,4,0010,90001919,4,EA,EA,C
1715-05-03-11-89A-02E,1715,4,0020,90002640,2,EA,EA,C
1715-05-03-11-89A-02E,1715,4,0030,90002307,2,EA,EA,C
1715-05-03-11-89A-02F,1715,4,0020,90002175,1,EA,EA,B
1715-05-03-11-89A-02F,1715,4,0030,90002719,1,EA,EA,B
1715-05-03-11-89A-02F,1715,4,0040,90002720,1,EA,EA,B
1715-05-03-11-89A-02F,1715,4,0010,90002050,2,EA,EA,B
1715-05-03-11-89A-02F,1715,4,0050,90002510,1,EA,EA,B
1715-05-03-11-89A-02F,1715,4,0060,90002916,1,EA,EA,B
1715-05-03-11-89A-02F,1715,4,0070,90002405,1,EA,EA,B
1715-05-03-11-89A-02F,1715,4,0080,90002406,1,EA,EA,B
1715-05-03-11-89A-02F,1715,4,0100,90003132,1,EA,EA,B
1715-05-03-11-89A-02F,1715,4,0090,90003131,2,EA,EA,B
1715-05-03-11-89A-02F,1715,4,0120,90002440,2,EA,EA,B
1715-05-03-11-89A-02F,1715,4,0130,90002441,2,EA,EA,B
1715-05-03-11-89A-02F,1715,4,0140,90003102,2,EA,EA,B
1715-05-03-11-89A-02F,1715,4,0110,90002973,1,EA,EA,B
1715-05-03-11-89A-02F,1715,4,0150,90002833,2,EA,EA,B
1715-05-03-11-89A-02F-031-0138,1715,4,0090,90002121,1,EA,EA,B
1715-05-03-11-89A-02F-031-0138,1715,4,0020,90003093,1,EA,EA,B
1715-05-03-11-89A-02F-031-0138,1715,4,0030,90002442,1,EA,EA,B
1715-05-03-11-89A-02F-031-0138,1715,4,0040,90002443,1,EA,EA,B
1715-05-03-11-89A-02F-031-0138,1715,4,0060,90001971,1,EA,EA,B
1715-05-03-11-89A-02F-031-0138,1715,4,0070,90002017,1,EA,EA,B
1715-05-03-11-89A-02F-031-0138,1715,4,0080,90002018,1,EA,EA,B
1715-05-03-11-89A-02F-031-0138,1715,4,0050,90002683,2,EA,EA,B
1715-05-03-11-89A-02F-031-0138,1715,4,0010,90001857,1,EA,EA,B
1715-05-03-11-89A-02G,1715,4,0030,90003070,1,EA,EA,B
1715-05-03-11-89A-02G,1715,4,0020,90001935,240,EA,EA,B
1715-05-03-11-89A-02G,1715,4,0010,90001841,1,EA,EA,B
1715-05-03-11-89A-02G,1715,4,0150,90002039,10,EA,EA,B
1715-05-03-11-89A-02G,1715,4,0140,90002831,2,EA,EA,B
1715-05-03-11-89A-02G,1715,4,0130,90002832,3,EA,EA,B
1715-05-03-11-89A-02G,1715,4,0120,90002834,3,EA,EA,B
1715-05-03-11-89A-02G,1715,4,0090,90002438,10,EA,EA,B
1715-05-03-11-89A-02G,1715,4,0080,90002676,2,EA,EA,B
1715-05-03-11-89A-02G,1715,4,0060,90002674,3,EA,EA,B
1715-05-03-11-89A-02G,1715,4,0050,90002673,2,EA,EA,B
1715-05-03-11-89A-02G,1715,4,0040,90002672,2,EA,EA,B
1715-05-03-11-89A-02G,1715,4,0180,90002142,1,EA,EA,B
1715-05-03-11-89A-02G,1715,4,0170,90001854,1,EA,EA,B
1715-05-03-11-89A-02G,1715,4,0160,90002040,1,EA,EA,B
1715-05-03-11-89A-02G,1715,4,0110,90002038,1,EA,EA,B
1715-05-03-11-89A-02G,1715,4,0100,90002439,1,EA,EA,B
1715-05-03-11-89A-02G,1715,4,0070,90002675,1,EA,EA,B
1715-05-03-11-89A-02G-031-0139,1715,4,0060,90003040,1,EA,EA,B
1715-05-03-11-89A-02G-031-0139,1715,4,0050,90002968,1,EA,EA,B
1715-05-03-11-89A-02G-031-0139,1715,4,0020,90002391,1,EA,EA,B
1715-05-03-11-89A-02G-031-0139,1715,4,0040,90003094,1,EA,EA,B
1715-05-03-11-89A-02G-031-0139,1715,4,0030,90001940,1,EA,EA,B
1715-05-03-11-89A-02G-031-0139,1715,4,0070,90001933,6,EA,EA,B
1715-05-03-11-89A-02G-031-0139,1715,4,0010,90001841,1,EA,EA,B
1715-05-03-11-89A-02G-031-0140,1715,4,0090,90001933,6,EA,EA,B
1715-05-03-11-89A-02G-031-0140,1715,4,0060,90003095,1,EA,EA,B
1715-05-03-11-89A-02G-031-0140,1715,4,0050,90002410,1,EA,EA,B
1715-05-03-11-89A-02G-031-0140,1715,4,0040,90002409,1,EA,EA,B
1715-05-03-11-89A-02G-031-0140,1715,4,0080,90003040,1,EA,EA,B
1715-05-03-11-89A-02G-031-0140,1715,4,0070,90002968,1,EA,EA,B
1715-05-03-11-89A-02G-031-0140,1715,4,0030,90002391,1,EA,EA,B
1715-05-03-11-89A-02G-031-0140,1715,4,0020,90002144,1,EA,EA,B
1715-05-03-11-89A-02G-031-0140,1715,4,0010,90001841,1,EA,EA,B
1715-05-03-11-89A-02H,1715,4,0030,90003070,1,EA,EA,B
1715-05-03-11-89A-02H,1715,4,0180,90002142,1,EA,EA,B
1715-05-03-11-89A-02H,1715,4,0170,90001854,1,EA,EA,B
1715-05-03-11-89A-02H,1715,4,0160,90002040,1,EA,EA,B
1715-05-03-11-89A-02H,1715,4,0110,90002038,1,EA,EA,B
1715-05-03-11-89A-02H,1715,4,0100,90002439,1,EA,EA,B
1715-05-03-11-89A-02H,1715,4,0070,90002675,1,EA,EA,B
1715-05-03-11-89A-02H,1715,4,0020,90001935,144,EA,EA,B
1715-05-03-11-89A-02H,1715,4,0040,90002672,2,EA,EA,B
1715-05-03-11-89A-02H,1715,4,0050,90002673,2,EA,EA,B
1715-05-03-11-89A-02H,1715,4,0060,90002674,3,EA,EA,B
1715-05-03-11-89A-02H,1715,4,0080,90002676,2,EA,EA,B
1715-05-03-11-89A-02H,1715,4,0010,90001841,1,EA,EA,B
1715-05-03-11-89A-02H,1715,4,0090,90002438,10,EA,EA,B
1715-05-03-11-89A-02H,1715,4,0120,90002834,3,EA,EA,B
1715-05-03-11-89A-02H,1715,4,0130,90002832,2,EA,EA,B
1715-05-03-11-89A-02H,1715,4,0150,90002039,10,EA,EA,B
1715-05-03-11-89A-02H,1715,4,0140,90002831,1,EA,EA,B
1715-05-03-11-89A-02H-031-0141,1715,4,0030,90003097,1,EA,EA,B
1715-05-03-11-89A-02H-031-0141,1715,4,0040,90002968,1,EA,EA,B
1715-05-03-11-89A-02H-031-0141,1715,4,0020,90002391,1,EA,EA,B
1715-05-03-11-89A-02H-031-0141,1715,4,0050,90001933,6,EA,EA,B
1715-05-03-11-89A-02H-031-0141,1715,4,0010,90001841,2,EA,EA,B
1715-05-03-11-89A-02H-031-0142,1715,4,0070,90003096,1,EA,EA,B
1715-05-03-11-89A-02H-031-0142,1715,4,0060,90001939,1,EA,EA,B
1715-05-03-11-89A-02H-031-0142,1715,4,0050,90002408,1,EA,EA,B
1715-05-03-11-89A-02H-031-0142,1715,4,0040,90002407,1,EA,EA,B
1715-05-03-11-89A-02H-031-0142,1715,4,0020,90002143,1,EA,EA,B
1715-05-03-11-89A-02H-031-0142,1715,4,0030,90002391,1,EA,EA,B
1715-05-03-11-89A-02H-031-0142,1715,4,0080,90002968,1,EA,EA,B
1715-05-03-11-89A-02H-031-0142,1715,4,0090,90001933,6,EA,EA,B
1715-05-03-11-89A-02H-031-0142,1715,4,0010,90001841,2,EA,EA,B
1715-05-03-11-89A-02I,1715,4,0010,90001899,1,EA,EA,B
1715-05-03-11-89A-02I,1715,4,0020,90002049,1,EA,EA,B
1715-05-03-11-89A-02I,1715,4,0030,90002199,1,EA,EA,B
1715-05-03-11-89A-02I,1715,4,0070,90002127,1,EA,EA,B
1715-05-03-11-89A-02I,1715,4,0040,90002186,1,EA,EA,B
1715-05-03-11-89A-02I,1715,4,0050,90002188,1,EA,EA,B
1715-05-03-11-89A-02I,1715,4,0060,90002915,1,EA,EA,B
1715-05-03-11-89A-02I,1715,4,0080,90002411,1,EA,EA,B
1715-05-03-11-89A-02I,1715,4,0090,90002934,1,EA,EA,B
1715-05-03-11-89A-02I,1715,4,0100,90002938,1,EA,EA,B
1715-05-03-11-89A-02I-004-0210,1715,4,0010,90002591,1,EA,EA,B
1715-05-03-11-89A-02I-010-0147,1715,4,0010,90002345,1,EA,EA,B
1715-05-03-11-89A-02I-013-0018,1715,4,0020,90002332,1,EA,EA,B
1715-05-03-11-89A-02I-013-0018,1715,4,0010,90002223,1,EA,EA,B
1715-05-03-11-89A-02J,1715,4,0040,90002202,1,EA,EA,C
1715-05-03-11-89A-02J,1715,4,0050,90002200,1,EA,EA,C
1715-05-03-11-89A-02J,1715,4,0160,90002971,1,EA,EA,C
1715-05-03-11-89A-02J,1715,4,0010,90001845,3,EA,EA,C
1715-05-03-11-89A-02J,1715,4,0060,90002184,2,EA,EA,C
1715-05-03-11-89A-02J,1715,4,0070,90002663,12,EA,EA,C
1715-05-03-11-89A-02J,1715,4,0090,90002668,8,EA,EA,C
1715-05-03-11-89A-02J,1715,4,0100,90002669,12,EA,EA,C
1715-05-03-11-89A-02J,1715,4,0020,90001838,1,EA,EA,C
1715-05-03-11-89A-02J,1715,4,0030,90001857,1,EA,EA,C
1715-05-03-11-89A-02J,1715,4,0080,90002025,1,EA,EA,C
1715-05-03-11-89A-02J,1715,4,0120,90001969,1,EA,EA,C
1715-05-03-11-89A-02J,1715,4,0130,90001970,1,EA,EA,C
1715-05-03-11-89A-02J,1715,4,0180,90002283,2,EA,EA,C
1715-05-03-11-89A-02J,1715,4,0170,90002275,2,EA,EA,C
1715-05-03-11-89A-02J,1715,4,0150,90002937,2,EA,EA,C
1715-05-03-11-89A-02J,1715,4,0140,90002935,2,EA,EA,C
1715-05-03-11-89A-02J,1715,4,0110,90002671,3,EA,EA,C
1715-05-03-11-89A-02K,1715,4,0210,90002275,2,EA,EA,C
1715-05-03-11-89A-02K,1715,4,0180,90002937,2,EA,EA,C
1715-05-03-11-89A-02K,1715,4,0170,90002935,2,EA,EA,C
1715-05-03-11-89A-02K,1715,4,0160,90002918,2,EA,EA,C
1715-05-03-11-89A-02K,1715,4,0080,90002186,2,EA,EA,C
1715-05-03-11-89A-02K,1715,4,0070,90002184,2,EA,EA,C
1715-05-03-11-89A-02K,1715,4,0060,90002201,2,EA,EA,C
1715-05-03-11-89A-02K,1715,4,0030,90001845,2,EA,EA,C
1715-05-03-11-89A-02K,1715,4,0020,90001840,2,EA,EA,C
1715-05-03-11-89A-02K,1715,4,0010,90001839,2,EA,EA,C
1715-05-03-11-89A-02K,1715,4,0090,90002492,1,EA,EA,C
1715-05-03-11-89A-02K,1715,4,0110,90002668,1,EA,EA,C
1715-05-03-11-89A-02K,1715,4,0120,90002669,1,EA,EA,C
1715-05-03-11-89A-02K,1715,4,0130,90002670,1,EA,EA,C
1715-05-03-11-89A-02K,1715,4,0040,90001838,1,EA,EA,C
1715-05-03-11-89A-02K,1715,4,0050,90001857,1,EA,EA,C
1715-05-03-11-89A-02K,1715,4,0100,90002025,1,EA,EA,C
1715-05-03-11-89A-02K,1715,4,0140,90001969,1,EA,EA,C
1715-05-03-11-89A-02K,1715,4,0150,90001970,1,EA,EA,C
1715-05-03-11-89A-02K,1715,4,0190,90002878,1,EA,EA,C
1715-05-03-11-89A-02K,1715,4,0200,90002970,1,EA,EA,C
1715-05-03-11-89A-02L,1715,4,0030,90002313,1,EA,EA,C
1715-05-03-11-89A-02L,1715,4,0040,90002413,1,EA,EA,C
1715-05-03-11-89A-02L,1715,4,0010,90002181,1,EA,EA,C
1715-05-03-11-89A-02L,1715,4,0050,90002423,1,EA,EA,C
1715-05-03-11-89A-02L,1715,4,0020,90001892,1,EA,EA,C
1715-05-03-11-89A-02M,1715,4,0080,90002422,1,EA,EA,C
1715-05-03-11-89A-02M,1715,4,0070,90002284,1,EA,EA,C
1715-05-03-11-89A-02M,1715,4,0060,90002414,1,EA,EA,C
1715-05-03-11-89A-02M,1715,4,0050,90002412,1,EA,EA,C
1715-05-03-11-89A-02M,1715,4,0020,90002641,2,EA,EA,C
1715-05-03-11-89A-02M,1715,4,0030,90001920,2,EA,EA,C
1715-05-03-11-89A-02M,1715,4,0010,90002181,1,EA,EA,C
1715-05-03-11-89A-02M,1715,4,0040,90001892,1,EA,EA,C
1715-05-03-11-89A-02O,1715,4,0100,90002801,3,EA,EA,C
1715-05-03-11-89A-02O,1715,4,0110,90002802,2,EA,EA,C
1715-05-03-11-89A-02O,1715,4,0120,90002803,2,EA,EA,C
1715-05-03-11-89A-02O,1715,4,0010,90001902,1,EA,EA,C
1715-05-03-11-89A-02O,1715,4,0060,90002586,1,EA,EA,C
1715-05-03-11-89A-02O,1715,4,0090,90002942,1,EA,EA,C
1715-05-03-11-89A-02O,1715,4,0020,90002019,1,EA,EA,C
1715-05-03-11-89A-02O,1715,4,0030,90002084,1,EA,EA,C
1715-05-03-11-89A-02O,1715,4,0040,90002013,1,EA,EA,C
1715-05-03-11-89A-02O,1715,4,0050,90002263,1,EA,EA,C
1715-05-03-11-89A-02O,1715,4,0070,90002337,1,EA,EA,C
1715-05-03-11-89A-02O,1715,4,0080,90002538,1,EA,EA,C
1715-05-03-11-89A-04A,1715,4,0010,90002437,1,EA,EA,A
1715-05-03-11-89A-05A,1715,4,0060,90002021,1,EA,EA,C
1715-05-03-11-89A-05A,1715,4,0070,90002621,1,EA,EA,C
1715-05-03-11-89A-05A,1715,4,0080,90003031,1,EA,EA,C
1715-05-03-11-89A-05A,1715,4,0090,90002486,1,EA,EA,C
1715-05-03-11-89A-05A,1715,4,0020,90001949,1,EA,EA,C
1715-05-03-11-89A-05A,1715,4,0010,90002348,1,EA,EA,C
1715-05-03-11-89A-05A,1715,4,0030,90002619,1,EA,EA,C
1715-05-03-11-89A-05A,1715,4,0040,90002620,1,EA,EA,C
1715-05-03-11-89A-05A,1715,4,0050,90002020,1,EA,EA,C
1715-05-03-11-89A-06A-012-0030,1715,4,0010,90001963,1,EA,EA,D
1715-05-03-11-89A-06B-012-0031,1715,4,0010,90001963,1,EA,EA,C
1715-05-03-11-89A-06D-012-0032,1715,4,0010,90001963,1,EA,EA,D
1715-05-03-11-89A-06E,1715,4,0010,90001964,1,EA,EA,C
1715-05-03-11-89A-06F,1715,4,0050,90002697,1,EA,EA,C
1715-05-03-11-89A-06F,1715,4,0010,90002433,2,EA,EA,C
1715-05-03-11-89A-06F,1715,4,0020,90002703,4,EA,EA,C
1715-05-03-11-89A-06F,1715,4,0030,90002711,6,EA,EA,C
1715-05-03-11-89A-06F,1715,4,0040,90002225,2,EA,EA,C
1715-05-03-11-91A-02A,1715,4,0020,90002725,12,EA,EA,C
1715-05-03-11-91A-02A,1715,4,0010,90002724,7,EA,EA,C
1715-05-03-11-91A-02A,1715,4,0030,90002655,12,EA,EA,C
1715-05-03-11-91A-02A,1715,4,0040,90003120,3,EA,EA,C
1715-05-03-11-91A-02A,1715,4,0050,90002864,24,EA,EA,C
1715-05-03-11-91A-02A,1715,4,0060,90001955,3,EA,EA,C
1715-05-03-11-91A-02A,1715,4,0070,90002026,12,EA,EA,C
1715-05-03-11-91A-02A,1715,4,0080,90002027,12,EA,EA,C
1715-05-03-11-91A-02A,1715,4,0090,90002045,3,EA,EA,C
1715-05-03-11-91A-02A,1715,4,0100,90003071,2,EA,EA,C
1715-05-03-11-91A-02A,1715,4,0110,90002058,12,EA,EA,C
1715-05-03-11-91A-02A,1715,4,0120,90001968,2,EA,EA,C
1715-05-03-11-91A-02A,1715,4,0130,90002879,22,EA,EA,C
1715-05-03-11-91A-02A,1715,4,0140,90003114,6,EA,EA,C
1715-05-03-11-91A-02A,1715,4,0180,90002886,12,EA,EA,C
1715-05-03-11-91A-02A,1715,4,0190,90001975,11,EA,EA,C
1715-05-03-11-91A-02A,1715,4,0200,90001978,12,EA,EA,C
1715-05-03-11-91A-02A,1715,4,0170,90002854,1,EA,EA,C
1715-05-03-11-91A-02A,1715,4,0160,90002853,1,EA,EA,C
1715-05-03-11-91A-02A,1715,4,0150,90001856,1,EA,EA,C
1715-05-03-11-91A-02A-010-0149,1715,4,0020,90002333,1,EA,EA,C
1715-05-03-11-91A-02A-010-0149,1715,4,0010,90002341,1,EA,EA,C
1715-05-03-11-91A-02B,1715,4,0120,90002983,1,EA,EA,C
1715-05-03-11-91A-02B,1715,4,0110,90003062,1,EA,EA,C
1715-05-03-11-91A-02B,1715,4,0100,90002028,1,EA,EA,C
1715-05-03-11-91A-02B,1715,4,0090,90002235,1,EA,EA,C
1715-05-03-11-91A-02B,1715,4,0070,90002547,1,EA,EA,C
1715-05-03-11-91A-02B,1715,4,0060,90002661,1,EA,EA,C
1715-05-03-11-91A-02B,1715,4,0140,90002847,1,EA,EA,C
1715-05-03-11-91A-02B,1715,4,0160,90002743,1,EA,EA,C
1715-05-03-11-91A-02B,1715,4,0170,90003115,1,EA,EA,C
1715-05-03-11-91A-02B,1715,4,0050,90003118,1,EA,EA,C
1715-05-03-11-91A-02B,1715,4,0030,90002271,1,EA,EA,C
1715-05-03-11-91A-02B,1715,4,0010,90001997,2,EA,EA,C
1715-05-03-11-91A-02B,1715,4,0020,90002180,2,EA,EA,C
1715-05-03-11-91A-02B,1715,4,0040,90002403,2,EA,EA,C
1715-05-03-11-91A-02B,1715,4,0080,90003134,16,EA,EA,C
1715-05-03-11-91A-02B,1715,4,0130,90002984,2,EA,EA,C
1715-05-03-11-91A-02B,1715,4,0150,90002740,2,EA,EA,C
1715-05-03-11-91A-02B,1715,4,0180,90002424,2,EA,EA,C
1715-05-03-11-91A-02B-004-0213,1715,4,0010,90002592,1,EA,EA,C
1715-05-03-11-91A-02B-010-0150,1715,4,0020,90002333,1,EA,EA,C
1715-05-03-11-91A-02B-010-0150,1715,4,0010,90002335,1,EA,EA,C
1715-05-03-11-91A-02C,1715,4,0010,90002725,23,EA,EA,C
1715-05-03-11-91A-02C,1715,4,0020,90002655,12,EA,EA,C
1715-05-03-11-91A-02C,1715,4,0030,90003120,2,EA,EA,C
1715-05-03-11-91A-02C,1715,4,0150,90001856,1,EA,EA,C
1715-05-03-11-91A-02C,1715,4,0160,90002853,1,EA,EA,C
1715-05-03-11-91A-02C,1715,4,0040,90002864,24,EA,EA,C
1715-05-03-11-91A-02C,1715,4,0050,90001955,3,EA,EA,C
1715-05-03-11-91A-02C,1715,4,0060,90002026,12,EA,EA,C
1715-05-03-11-91A-02C,1715,4,0070,90002027,12,EA,EA,C
1715-05-03-11-91A-02C,1715,4,0080,90002045,3,EA,EA,C
1715-05-03-11-91A-02C,1715,4,0090,90003071,2,EA,EA,C
1715-05-03-11-91A-02C,1715,4,0100,90002058,12,EA,EA,C
1715-05-03-11-91A-02C,1715,4,0110,90001968,2,EA,EA,C
1715-05-03-11-91A-02C,1715,4,0120,90002879,22,EA,EA,C
1715-05-03-11-91A-02C,1715,4,0170,90002854,1,EA,EA,C
1715-05-03-11-91A-02C,1715,4,0200,90001978,11,EA,EA,C
1715-05-03-11-91A-02C,1715,4,0190,90001975,12,EA,EA,C
1715-05-03-11-91A-02C,1715,4,0180,90002886,12,EA,EA,C
1715-05-03-11-91A-02C,1715,4,0140,90003114,6,EA,EA,C
1715-05-03-11-91A-02C,1715,4,0130,90002852,6,EA,EA,C
1715-05-03-11-91A-02C-010-0151,1715,4,0010,90002341,1,EA,EA,C
1715-05-03-11-91A-02C-010-0151,1715,4,0020,90002333,1,EA,EA,C
1715-05-03-11-91A-02D,1715,4,0150,90002740,2,EA,EA,C
1715-05-03-11-91A-02D,1715,4,0130,90002984,2,EA,EA,C
1715-05-03-11-91A-02D,1715,4,0180,90002424,2,EA,EA,C
1715-05-03-11-91A-02D,1715,4,0080,90003134,16,EA,EA,C
1715-05-03-11-91A-02D,1715,4,0030,90002271,1,EA,EA,C
1715-05-03-11-91A-02D,1715,4,0040,90002403,2,EA,EA,C
1715-05-03-11-91A-02D,1715,4,0020,90002180,2,EA,EA,C
1715-05-03-11-91A-02D,1715,4,0010,90001997,2,EA,EA,C
1715-05-03-11-91A-02D,1715,4,0050,90003118,1,EA,EA,C
1715-05-03-11-91A-02D,1715,4,0060,90002661,1,EA,EA,C
1715-05-03-11-91A-02D,1715,4,0070,90002547,1,EA,EA,C
1715-05-03-11-91A-02D,1715,4,0090,90002235,1,EA,EA,C
1715-05-03-11-91A-02D,1715,4,0100,90002028,1,EA,EA,C
1715-05-03-11-91A-02D,1715,4,0110,90003062,1,EA,EA,C
1715-05-03-11-91A-02D,1715,4,0120,90002983,1,EA,EA,C
1715-05-03-11-91A-02D,1715,4,0140,90002847,1,EA,EA,C
1715-05-03-11-91A-02D,1715,4,0160,90002743,1,EA,EA,C
1715-05-03-11-91A-02D,1715,4,0170,90003115,1,EA,EA,C
1715-05-03-11-91A-02D-004-0215,1715,4,0010,90002592,1,EA,EA,C
1715-05-03-11-91A-02D-010-0152,1715,4,0020,90002333,1,EA,EA,C
1715-05-03-11-91A-02D-010-0152,1715,4,0010,90002335,1,EA,EA,C
1715-05-03-11-91A-02E,1715,4,0070,90001955,3,EA,EA,C
1715-05-03-11-91A-02E,1715,4,0080,90002026,23,EA,EA,C
1715-05-03-11-91A-02E,1715,4,0090,90002027,23,EA,EA,C
1715-05-03-11-91A-02E,1715,4,0100,90002045,2,EA,EA,C
1715-05-03-11-91A-02E,1715,4,0110,90003071,2,EA,EA,C
1715-05-03-11-91A-02E,1715,4,0030,90002655,23,EA,EA,C
1715-05-03-11-91A-02E,1715,4,0040,90003120,2,EA,EA,C
1715-05-03-11-91A-02E,1715,4,0170,90001856,1,EA,EA,C
1715-05-03-11-91A-02E,1715,4,0180,90002853,1,EA,EA,C
1715-05-03-11-91A-02E,1715,4,0190,90002854,1,EA,EA,C
1715-05-03-11-91A-02E,1715,4,0060,90002865,19,EA,EA,C
1715-05-03-11-91A-02E,1715,4,0240,90001979,2,EA,EA,C
1715-05-03-11-91A-02E,1715,4,0230,90001977,10,EA,EA,C
1715-05-03-11-91A-02E,1715,4,0250,90001980,2,EA,EA,C
1715-05-03-11-91A-02E,1715,4,0220,90001976,9,EA,EA,C
1715-05-03-11-91A-02E,1715,4,0210,90002887,19,EA,EA,C
1715-05-03-11-91A-02E,1715,4,0200,90002885,19,EA,EA,C
1715-05-03-11-91A-02E,1715,4,0160,90003114,6,EA,EA,C
1715-05-03-11-91A-02E,1715,4,0150,90002852,19,EA,EA,C
1715-05-03-11-91A-02E,1715,4,0050,90002864,38,EA,EA,C
1715-05-03-11-91A-02E,1715,4,0140,90002879,23,EA,EA,C
