"Material";"Plant";"Material Description";"HasStock";"DUPLICATE_REFERENCE";"MANUFACTURER/VENDOR";"PART_NUMBER";"M";"Utopia_OEMFlag";"Z011_NotOEM";"count(Characteristic Value)";"maximum(Criticality)";"count(BOM Usg)";"CLASS";"MFRPN";"MFRNR";"Class1";"Class2";"Fournisseur";"Priority"
90017875;2241;"VLV PRESS RELIEF SMC PN/VHS40-F04B";;;;;;;;;;;;;;;;;0
90017876;2241;"VLV SLD AIR CTRL SMC PN/NVFS3110-3DZ";;;;;;;;;;;;;;;;;0
90017877;2241;"VLV SLD AIR CTRL SMC PN/VFS3300-5FZ-03T";;;;;;;;;;;;;;;;;0
90017878;2241;"KIT FLNG CPLG ACCY LOVEJOY/69790400214";;;;;;;;;;;;;;;;;0
90017879;2241;"TAPERED ROLLER BRNG TIMKEN/JM511946";;;;;;;;;;;;;;;;;0
90017880;2241;"SEAL V 3.46X.433 SKF/CR400900";;;;;;;;;;;;;;;;;0
90017881;2241;"BRGN THR BALL SCHAEFFLER/W1-1/4";;;;;;;;;;;;;;;;;0
90017882;2241;"BRG LINEAR BALL SCHAEFFLER/KH20-PP";;;;;;;;;;;;;;;;;0
90017883;2241;"BUSHING SELF-LUBRIC DAEMAR/MB121412-TH";;;;;;;;;;;;;;;;;0
90017884;2241;"TORQUE LMTR REGAL B PWR/350A-1 TL 7/8 FB";;;;;;;;;;;;;;;;;0
90017885;2241;"DBL SPRK 18T MARTIN/D50B18H";;;;;;;;;;;;;;;;;0
90017886;2241;"SOLENOID COIL EATON/868982";;;;;;;;;;;;;;;;;0
90017887;2241;"SOENOID VALVE EATON/871291";;;;;;;;;;;;;;;;;0
90017888;2241;"BRGN BALL NSK/6819";;;;;;;;;;;;;;;;;0
90017889;2241;"BRGN GROOVE BALL SCHAEFFLER/2281";;;;;;;;;;;;;;;;;0
90017890;2241;"SEAL BRGN  SKF/TSN511L";;;;;;;;;;;;;;;;;0
90017891;2241;"ADAPTER SLEEVE INCH SKF/HA 311";;;;;;;;;;;;;;;;;0
90017892;2241;"CAM FOLOWER BRNG REGAL B PWR/CF 1-3/8SB";;;;;;;;;;;;;;;;;0
90017893;2241;"CAM FOLLOWER BRGN SCHAEFFLER/KR22-PP";;;;;;;;;;;;;;;;;0
90017894;2241;"CAM FOLOWER BRNG REGAL B PWR/CF 1-1/2S";;;;;;;;;;;;;;;;;0
90017895;2241;"CAM FOLOWER BRNG REGAL B PWR/CF 2SB";;;;;;;;;;;;;;;;;0
90017896;2241;"WASHER THR BRG SCHAEFFLER/TWD1828";;;;;;;;;;;;;;;;;0
90017897;2241;"CAM FOLLOWER BRGN SKF/KRV 30 PPA";;;;;;;;;;;;;;;;;0
90017898;2241;"O-RING BUNA-N 1-5/16IDX1/16W DMR/027";;;;;;;;;;;;;;;;;0
90017899;2241;"DIRECTION VALVE EATON/02-119642";;;;;;;;;;;;;;;;;0
90017900;2241;"CARTRIDGE VALVE EATON/565539";;;;;;;;;;;;;;;;;0
90017901;2241;"SOENOID VALVE EATON/02-119594";;;;;;;;;;;;;;;;;0
90017902;2241;"BRGN BALL UNT FLG NSK/SFT45";;;;;;;;;;;;;;;;;0
90017903;2241;"INSERT BRG BLL SCHAEFFLER/GLE45-KRR-B";;;;;;;;;;;;;;;;;0
90017904;2241;"O-RING BUNA-N 5/16IDX1/16W DMR/011";;;;;;;;;;;;;;;;;0
90017905;2241;"SYNC BELT 2000X50x8 GATES/2000-8MGT-50";;;;;;;;;;;;;;;;;0
90017906;2241;"SYNC BELT 500X15x5 GATES/500-5M-15";;;;;;;;;;;;;;;;;0
90017907;2241;"ROD THR 5/8-18UNCX36 SPAENAUR/866-006ZP";;;;;;;;;;;;;;;;;0
90017908;2241;"SHAFT SEAL 3.25X4.2488X.4382 SKF/CR32396";;;;;;;;;;;;;;;;;0
90017909;2241;"BRGN INSERT BLL STSCRW REGAL B PWR/3-115";;;;;;;;;;;;;;;;;0
90017910;2241;"TORQUE LMTR REGAL B PW/500A-1 TL MPB 7/8";;;;;;;;;;;;;;;;;0
90017911;2241;"K DIAPHRAGM LONG ROD NEXEN GP/874590";;;;;;;;;;;;;;;;;0
90017912;2241;"INTERNAL HOUSING RING DMR/DHO-052-PA";;;;;;;;;;;;;;;;;0
90017913;2241;"O-RING BUNA-N 1-3/16IDX1/8W DMR/217";;;;;;;;;;;;;;;;;0
90017914;2241;"O-RING BUNA-N 2-3/16IDX3/32W DMR/139";;;;;;;;;;;;;;;;;0
90017915;2241;"O-RING BUNA-N 2IDX3/16W DMR/329";;;;;;;;;;;;;;;;;0
90017916;2241;"BRGN THRUST NEEDLE KOYO/NTA-3648";;;;;;;;;;;;;;;;;0
90017917;2241;"BRGN UNT LOCK COLLAR REGAL B PWR/NP-35T";;;;;;;;;;;;;;;;;0
90017918;2241;"BRGN BALL UNIT FLNG DODGE/F2BSC107";;;;;;;;;;;;;;;;;0
90017919;2241;"SPROKET B 19T TSUBAKI H35B19F 5/8";;;;;;;;;;;;;;;;;0
90017920;2241;"DBL SPRK 15T TPR BUSH MARTIN/D40AT15H";;;;;;;;;;;;;;;;;0
90017921;2241;"SPROKET DBL 15T MARTIN/D40B15H 1-1/8";;;;;;;;;;;;;;;;;0
90017922;2241;"SPRK DBL 15T TP BSH MARTIN/D40B20H 1 3/4";;;;;;;;;;;;;;;;;0
90017923;2241;"SPROKET DBL B 19T TSUBAKI D40B26 1";;;;;;;;;;;;;;;;;0
90017924;2241;"WEAR SLEEVE TIMKEN/J1115";;;;;;;;;;;;;;;;;0
90017925;2241;"MECH CLUTCH FORMSPRAG CL/CL43152-3GR";;;;;;;;;;;;;;;;;0
90017926;2241;"VALVE DIRECTN INGERSOLL R/K214SS-120-A";;;;;;;;;;;;;;;;;0
90017927;2241;"FLANGE BRNG OILUBE 5/8X7/8X1/2 /FL-64-5";;;;;;;;;;;;;;;;;0
90017928;2241;"SLEEVE BRNG OILUB 1/2X3/4X1-3/4 /P-52-14";;;;;;;;;;;;;;;;;0
90017929;2241;"BRGN BALL THR ROD ENDS M/4454-00";;;;;;;;;;;;;;;;;0
90017930;2241;"BELT V CONTITECH/AX79";;;;;;;;;;;;;;;;;0
90017931;2241;"DBL SPRK 15T MARTIN/D50B15 1-1/8";;;;;;;;;;;;;;;;;0
90017932;2241;"SPROKET DBL 17T T BR REGAL B PW/D50TBA17";;;;;;;;;;;;;;;;;0
90017933;2241;"SPROKET DBL B 20T TSUBAKI D50B20F 1 3/8";;;;;;;;;;;;;;;;;0
90017934;2241;"SPROKET DBL B 24T TSUBAKI D50B24F 2";;;;;;;;;;;;;;;;;0
90017935;2241;"BRGN GROOVE BALL NSK/6207 ZZNR";;;;;;;;;;;;;;;;;0
90017936;2241;"NUT LOCK BRGN SKF/AN 15";;;;;;;;;;;;;;;;;0
90017937;2241;"NUT LOCK BRGN SKF/AN 16";;;;;;;;;;;;;;;;;0
90017938;2241;"NUT LOCK BRGN SKF/AN 17";;;;;;;;;;;;;;;;;0
90017939;2241;"BRGN GROOVE BALL SMART SUPPLIES/99502H";;;;;;;;;;;;;;;;;0
90017940;2241;"PLL IDLER TIMKEN/006-11520A";;;;;;;;;;;;;;;;;0
90017941;2241;"O-RING BUNA-N 7/8IDX1/16W DMR/020";;;;;;;;;;;;;;;;;0
90017942;2241;"O-RING BUNA-N 5-1/2IDX1/8W DMR/254";;;;;;;;;;;;;;;;;0
90017943;2241;"O-RING BUNA-N 2-3/4IDX1/8W DMR/232";;;;;;;;;;;;;;;;;0
90017944;2241;"BELT SERPENTINE HYSTER 1377755";;;;;;;;;;;;;;;;;0
90017945;2241;"SHAFT SEAL 1.25X2.374X.313 SKF/CR 12614";;;;;;;;;;;;;;;;;0
90017946;2241;"SHAFT SEAL .625X1.25X.25 SKF/CR6315";;;;;;;;;;;;;;;;;0
90017947;2241;"SHAFT SEAL 1.313X2.125X.313 SKF/CR 13092";;;;;;;;;;;;;;;;;0
90017948;2241;"SHAFT SEAL 1.375X2.437X.25 SKF/CR 13797";;;;;;;;;;;;;;;;;0
90017949;2241;"SHAFT SEAL 1.438X2.061X.313 SKF/CR 14214";;;;;;;;;;;;;;;;;0
90017950;2241;"SHAFT SEAL 1.5X2.25X.313 SKF/CR 14938";;;;;;;;;;;;;;;;;0
90017951;2241;"SHAFT SEAL 1.5X2.328X.5 SKF/CR 14972";;;;;;;;;;;;;;;;;0
90017952;2241;"SHAFT SEAL 1.552X2.502X.5 SKF/CR 15450";;;;;;;;;;;;;;;;;0
90017953;2241;"SHAFT SEAL 1.75X2.622X.313 SKF/CR17443";;;;;;;;;;;;;;;;;0
90017954;2241;"SHAFT SEAL 1.75X3X.313 SKF/CR17707";;;;;;;;;;;;;;;;;0
90017955;2241;"SHAFT SEAL 1.75X3.542X.438 SKF/CR17756";;;;;;;;;;;;;;;;;0
90017956;2241;"SHAFT SEAL 1.875X2.622X.313 SKF/CR18581";;;;;;;;;;;;;;;;;0
90017957;2241;"SHAFT SEAL 2X2.75X.313 SKF/CR19832";;;;;;;;;;;;;;;;;0
90017958;2241;"SHAFT SEAL 2X2.875X.375 SKF/CR19896";;;;;;;;;;;;;;;;;0
90017959;2241;"SHAFT SEAL 2.125X2.875X.438 SKF/CR21100";;;;;;;;;;;;;;;;;0
90017960;2241;"SHAFT SEAL 2.25X3.251X.375 SKF/CR22441";;;;;;;;;;;;;;;;;0
90017961;2241;"SHAFT SEAL 2.125X3.505X.75 SKF/CR22587";;;;;;;;;;;;;;;;;0
90017962;2241;"SHAFT SEAL 2.75X4.125X.438 SKF/CR27576";;;;;;;;;;;;;;;;;0
90017963;2241;"SHAFT SEAL 3X3.751X.375 SKF/CR29865";;;;;;;;;;;;;;;;;0
90017964;2241;"SEAL OIL NT 3.25X3.25X.5 TIMKEN/450317";;;;;;;;;;;;;;;;;0
90017965;2241;"SEAL OIL NT 3.50X3.50X.5 TIMKEN/455434";;;;;;;;;;;;;;;;;0
90017966;2241;"BUSHING QD FLG MARTIN/JA 1-1/8";;;;;;;;;;;;;;;;;0
90017967;2241;"TPD BUSHING MARTIN/3020 1 5/16";;;;;;;;;;;;;;;;;0
90017968;2241;"BUSHING QD FLANGE MARTIN SH 5/8";;;;;;;;;;;;;;;;;0
90017969;2241;"BUSHING QD FLANGE MARTIN SF 2";;;;;;;;;;;;;;;;;0
90017970;2241;"LOCK WASHER BRGN .989IN SKF/W 05";;;;;;;;;;;;;;;;;0
90017971;2241;"LOCK WASHER BRGN 1.193IN SKF/W 06";;;;;;;;;;;;;;;;;0
90017972;2241;"LOCK WASHER BRGN 1.396IN SKF/W 07";;;;;;;;;;;;;;;;;0
90017973;2241;"LOCK WASHER BRGN 1.583IN SKF/W 08";;;;;;;;;;;;;;;;;0
90017974;2241;"LOCK WASHER BRGN 2.973IN SKF/W 15";;;;;;;;;;;;;;;;;0
90017975;2241;"NUT LOCK BRNGN SKF/N 06";;;;;;;;;;;;;;;;;0
90017976;2241;"NUT LOCK BRGN SKF/N 08";;;;;;;;;;;;;;;;;0
90017977;2241;"BRGN BALL UNT FLG NSK/UCFC210D1";;;;;;;;;;;;;;;;;0
90017978;2241;"HOUSING BRGN SMART SUPPLIES/FA210 HSG";;;;;;;;;;;;;;;;;0
90017979;2241;"BRGN GROOVE BALL SCHAEFFLER/206-NPP-B";;;;;;;;;;;;;;;;;0
90017980;2241;"BELT V CONTITECH/360J6";;;;;;;;;;;;;;;;;0
90017981;2241;"TORQUE LMTR REGAL B PWR/250A-1 TL 7/8 FB";;;;;;;;;;;;;;;;;0
90017982;2241;"BUSHING REGAL PW/250 TL BUSHING (480)PB";;;;;;;;;;;;;;;;;0
90017983;2241;"DIRECTION VALVE EATON/584747";;;;;;;;;;;;;;;;;0
90017984;2241;"BELT TIMING CONTITECH/700XH300";;;;;;;;;;;;;;;;;0
90016953;2241;"BRNG BALL ROD ENDS M/22810-77";;;;;;;;;;;;;;;;;0
90016954;2241;"BRNG BALL CHENGDU WEST/R8-2Z";;;;;;;;;;;;;;;;;0
90016955;2241;"BRG INSERT BALL NTN/AS202-010";;;;;;;;;;;;;;;;;0
90016956;2241;"CAM FOLOWER BRNG REGAL B PWR/CYR 1 3/4";;;;;;;;;;;;;;;;;0
90016957;2241;"CAM FOLOWER BRNG REGAL B PWR/CYR 7/8 S";;;;;;;;;;;;;;;;;0
90016958;2241;"CAM YOKE ROLLER RINGBALL/CRY-14-VUU";;;;;;;;;;;;;;;;;0
90016959;2241;"CAM YOKE ROLLER RINGBALL/CRY-20-VUU";;;;;;;;;;;;;;;;;0
90016960;2241;"HOOD FASTENER SPAENAUR/099-451-A";;;;;;;;;;;;;;;;;0
90016961;2241;"OFFSET LINK CHAIN 40-1 RENOLD/40-1OL";;;;;;;;;;;;;;;;;0
90016962;2241;"OIL SEAL MM DMR/45607";;;;;;;;;;;;;;;;;0
90016963;2241;"FILTER SCREEN VALCO/593XX020";;;;;;;;;;;;;;;;;0
90016964;2241;"FITTING QD FEMALE 1/8 VALCO/750XX025";;;;;;;;;;;;;;;;;0
90016965;2241;"FITTING QD MALE 1/8 VALCO/750XX019";;;;;;;;;;;;;;;;;0
90016966;2241;"FITTING SWIVEL FEMALE VALCO/750XX001";;;;;;;;;;;;;;;;;0
90016967;2241;"REPAIR KIT VALCO/593XX038";;;;;;;;;;;;;;;;;0
90016968;2241;"TIMING PULLEY CONTITECH/140XL034";;;;;;;;;;;;;;;;;0
90016969;2241;"FRICTN FACING TL 350A REGAL B PWR/604101";;;;;;;;;;;;;;;;;0
90016970;2241;"DRCTNL CTRL VALVE 4W/3P PARKER/D3W1CNYC4";;;;;;;;;;;;;;;;;0
90016971;2241;"CHECK VALVE PILOTED PARKER/CSPH103P20-8";;;;;;;;;;;;;;;;;0
90016972;2241;"DBL PILOTED CHECK VALVE PARKER/CPOM2DD";;;;;;;;;;;;;;;;;0
90016973;2241;"DCTNL CTRL VALVE 4W/3P PARKER/D1VW4CNYC4";;;;;;;;;;;;;;;;;0
90016974;2241;"GAUGE GLY 0-3000I/L TOPRING/55.663";;;;;;;;;;;;;;;;;0
90016975;2241;"GAUGE GLY 0-2000I/L TOPRING/55.658";;;;;;;;;;;;;;;;;0
90016976;2241;"GAUGE GLY 0-1000I/L TOPRING/55.648";;;;;;;;;;;;;;;;;0
90016977;2241;"FILTER OIL DONALDSON COMPANY INC P167410";;;;;;;;;;;;;;;;;0
90016978;2241;"GAUGE LEVEL TEMP 5IN HYDRO CRAFT/HSG-55";;;;;;;;;;;;;;;;;0
90016979;2241;"VALVE PRESS RELIEF REXROTH/0 532 002 013";;;;;;;;;;;;;;;;;0
90016980;2241;"TORQUE LIMITER RINGSPANN/SF 57-18.5124";;;;;;;;;;;;;;;;;0
90016981;2241;"SHAFT SEAL 3.25X4.249X.438 SKF/CR532396";;;;;;;;;;;;;;;;;0
90016982;2241;"SPRING COMPRESS NEXEN GROUP/5234";;;;;;;;;;;;;;;;;0
90016983;2241;"BRGN INSERT BALL REGAL B PWR/2-2SLM";;;;;;;;;;;;;;;;;0
90016984;2241;"NEEDLE ROLLER BRGN SCHAEFFLER/NA4908";;;;;;;;;;;;;;;;;0
90016985;2241;"BRGN INSERT BALL REGAL B PWR/2-08SLM";;;;;;;;;;;;;;;;;0
90016986;2241;"BRGN INSERT BALL REGAL B PWR/2-12SLM";;;;;;;;;;;;;;;;;0
90016987;2241;"BRGN INSERT BALL REGAL B PWR/2-11SLM";;;;;;;;;;;;;;;;;0
90016988;2241;"BRGN INSERT BALL REGAL B PWR/2-16SLM";;;;;;;;;;;;;;;;;0
90016989;2241;"BRGN INSERT BALL REGAL B PWR/2-17SLM";;;;;;;;;;;;;;;;;0
90016990;2241;"BRGN INSERT BALL REGAL B PWR/2-18SLM";;;;;;;;;;;;;;;;;0
90016991;2241;"BRGN SPROKET/PULLEY TIMKEN/203KRR2";;;;;;;;;;;;;;;;;0
90016992;2241;"BRG INSERT BALL NTN/UC206-103D1";;;;;;;;;;;;;;;;;0
90016993;2241;"BRNG INSERT TIMKEN/1103KRR";;;;;;;;;;;;;;;;;0
90016994;2241;"BRNG INSERT TIMKEN/1203KRR";;;;;;;;;;;;;;;;;0
90016995;2241;"BRGN INSERT BALL REGAL B PWR/5207";;;;;;;;;;;;;;;;;0
90016996;2241;"BRG INSERT BALL NTN/AELS204-012N";;;;;;;;;;;;;;;;;0
90016997;2241;"BRG INSERT BALL NTN/ASS205-100N";;;;;;;;;;;;;;;;;0
90016998;2241;"BRGN INSERT BLL SCHAEFFLER/E50-KRR*E";;;;;;;;;;;;;;;;;0
90016999;2241;"NEEDLE ROLLER BRGN RINGBALL/NA 4909";;;;;;;;;;;;;;;;;0
90017000;2241;"BRNG INSERT TIMKEN/RA103RR2";;;;;;;;;;;;;;;;;0
90017001;2241;"BRGN BALL INSERT REGAL PWR/SLS-112";;;;;;;;;;;;;;;;;0
90017002;2241;"BRNG BLL UNT FLG REGAL PWR/VF2S-116M";;;;;;;;;;;;;;;;;0
90017003;2241;"BRNG BLL UNT STMP FLG REGAL PW/SSF3S-116";;;;;;;;;;;;;;;;;0
90017004;2241;"BRNG BLL UNT FLG REGAL PWR/VF2S-119M";;;;;;;;;;;;;;;;;0
90017005;2241;"BRG INSERT BALL NTN/UC208D1";;;;;;;;;;;;;;;;;0
90017006;2241;"FLANGE FOR BEARING 2.8125 TIMKEN/62MS";;;;;;;;;;;;;;;;;0
90017007;2241;"BRGN BALL INSERT NSK/UR207-23NR";;;;;;;;;;;;;;;;;0
90017008;2241;"BRG INSERT BALL NTN/UEL211-200D1";;;;;;;;;;;;;;;;;0
90017009;2241;"ROD THR END BRGN REGAL B PWR/AR 8N";;;;;;;;;;;;;;;;;0
90017010;2241;"ROD THR END BRGN REGAL B PWR/TR 7";;;;;;;;;;;;;;;;;0
90017011;2241;"BRNG BLL UNT WIDE SLOT REGAL PW/ST-23";;;;;;;;;;;;;;;;;0
90017012;2241;"BRNG BLL UNT FLG REGAL PWR/SFT-16";;;;;;;;;;;;;;;;;0
90017013;2241;"BRNG BLL UNT FLG REGAL PWR/SFT-19";;;;;;;;;;;;;;;;;0
90017014;2241;"BRNG BLL UNT FLG REGAL PWR/SFT-20";;;;;;;;;;;;;;;;;0
90017015;2241;"BRNG BLL UNT FLG REGAL PWR/SFT-22";;;;;;;;;;;;;;;;;0
90017016;2241;"BRNG BLL UNT FLG REGAL PWR/SFT-24";;;;;;;;;;;;;;;;;0
90017017;2241;"BRNG BLL UNT FLG REGAL PWR/SFT-27";;;;;;;;;;;;;;;;;0
90017018;2241;"BRNG BLL UNT FLG REGAL PWR/SFT-28";;;;;;;;;;;;;;;;;0
90017019;2241;"BRNG BLL UNT FLG REGAL PWR/SFT-21";;;;;;;;;;;;;;;;;0
90017020;2241;"BRNG BLL UNT FLG REGAL PWR/SFT-32";;;;;;;;;;;;;;;;;0
90017021;2241;"BRGN SPROKET TIMKEN/204KRR2";;;;;;;;;;;;;;;;;0
90017022;2241;"LUBRICANT GREASELESS LPS LAB/C30116";;;;;;;;;;;;;;;;;0
90017023;2241;"SPROKET 28T 1-7/16 TSUBAK/H50B28F 1-7/16";;;;;;;;;;;;;;;;;0
90017024;2241;"O-RING BUNA-N 36X4MM DMR/36-4MM";;;;;;;;;;;;;;;;;0
90017025;2241;"O-RING BUNA-N 39X3MM DMR/39-3MM";;;;;;;;;;;;;;;;;0
90017026;2241;"ROLLER CHAIN 06B .375 TSUBAKI/RF06B";;;;;;;;;;;;;;;;;0
90017027;2241;"ROLLER CHAIN 80RB 1 TSUBAKI/RF80RB";;;;;;;;;;;;;;;;;0
90017028;2241;"CHAIN STD 10B-1 RENOLD/10B-1R";;;;;;;;;;;;;;;;;0
90017029;2241;"CHAIN STD 12B-2 RENOLD/12B-2R";;;;;;;;;;;;;;;;;0
90017030;2241;"CONNECTING LINK CH 12B-3 RENOLD/12B-3CL";;;;;;;;;;;;;;;;;0
90017031;2241;"OIL SEAL MM DBL LIP DMR/26427-DL";;;;;;;;;;;;;;;;;0
90017032;2241;"NEEDLE BRNG INN RNG KOYO/B-4416 IR 4016";;;;;;;;;;;;;;;;;0
90017033;2241;"BUSHING REGAL PW/500 TL BUSHING (540)PB";;;;;;;;;;;;;;;;;0
90017034;2241;"SPRING REGAL PW/500 TL DISK SPRING PB";;;;;;;;;;;;;;;;;0
90017035;2241;"FRICTN FACING TL 500A REGAL B PWR/604201";;;;;;;;;;;;;;;;;0
90017036;2241;"BUSHING TL 500 .48L REGAL B PWR/604205";;;;;;;;;;;;;;;;;0
90017037;2241;"BUSHING TL 500 .77L REGAL B PWR/604208";;;;;;;;;;;;;;;;;0
90017038;2241;"BRGN LT T45L REGAL B PWR/45B BRG";;;;;;;;;;;;;;;;;0
90017039;2241;"SPROKET 32T REGAL B PWR/500-AG532";;;;;;;;;;;;;;;;;0
90017040;2241;"SPROKET 30T REGAL B PWR/500-AG530";;;;;;;;;;;;;;;;;0
90017041;2241;"BUSHING TL 500A .425L REGAL B PWR/604204";;;;;;;;;;;;;;;;;0
90017042;2241;"CYLINDRICAL ROLLER BRGN NSK/M5217TV PTC";;;;;;;;;;;;;;;;;0
90017043;2241;"BLL BRGN UNT FLG REXNORD/FEU3322";;;;;;;;;;;;;;;;;0
90017044;2241;"SPH BRGN UNT FLG REXNORD/FB22432H";;;;;;;;;;;;;;;;;0
90017045;2241;"SPH BRGN UNT FLG REXNORD/FEB22432H";;;;;;;;;;;;;;;;;0
90017046;2241;"BRGN UNT FLG REGAL B PWR/MSF-23C";;;;;;;;;;;;;;;;;0
90017047;2241;"BEARING BALL PB 2B LCK SETSCREW 1IN";;;;;;;;;;;;;;;;;0
90017048;2241;"BRNG BALL UNT PB TB LCK STSCW 1.4375IN";;;;;;;;;;;;;;;;;0
90017049;2241;"BALL BRNG UNIT FLNG TIMKEN/GVFTD 1";;;;;;;;;;;;;;;;;0
90017050;2241;"BALL BRNG UNIT FLNG TIMKEN/GVFTD 1-7/16";;;;;;;;;;;;;;;;;0
90017051;2241;"BALL BRNG UNIT FLNG TIMKEN/FLCT 1 3/16";;;;;;;;;;;;;;;;;0
90017052;2241;"BRGN UNT TPRD RLLR REGAL B PWR/RPB 203-2";;;;;;;;;;;;;;;;;0
90017053;2241;"BELT V  CONTITECH CANADA INC 4L300";;;;;;;;;;;;;;;;;0
90017054;2241;"SPROKET 40 18T TIMKEN/010-4018-S";;;;;;;;;;;;;;;;;0
90017055;2241;"SPROCKET 40T STK BORE REGAL B PWR/35B40";;;;;;;;;;;;;;;;;0
90017056;2241;"TIMING BELT 60X2 CONTITECH/600H-200";;;;;;;;;;;;;;;;;0
90017057;2241;"DRAWN CUP NEEDLE RLLR BRNG KOYO/B-45";;;;;;;;;;;;;;;;;0
90017058;2241;"RADIAL BALL BRGN TIMKEN/S1KDD7";;;;;;;;;;;;;;;;;0
90017059;2241;"LIMITER TORQUE REGAL B PW/350A-1 TL 1 FB";;;;;;;;;;;;;;;;;0
90017060;2241;"FRICTN FCNG REGAL/350A TL FACING (2) PB";;;;;;;;;;;;;;;;;0
90017061;2241;"SPROCKET 50T REGAL B PWR/16FL50X3/4";;;;;;;;;;;;;;;;;0
90017062;2241;"CAM CLUTCH 1-1/2 REGAL B PWR/640704";;;;;;;;;;;;;;;;;0
90017063;2241;"SPROKET SCHAEFFLER/KSR16-LO-08-10-18-08";;;;;;;;;;;;;;;;;0
90017064;2241;"BRNG BLL UNT WIDE SLOT REGAL PW/VTWS-220";;;;;;;;;;;;;;;;;0
90017065;2241;"BRGN SLEEVE POLYMOTION/CB1826-24 POL";;;;;;;;;;;;;;;;;0
90017066;2241;"BALL BRNG UNIT TIMKEN/PB 7/8";;;;;;;;;;;;;;;;;0
90017067;2241;"SLEEVE BRG OLB 1-15/16X2-1/8X2/FB-68-3";;;;;;;;;;;;;;;;;0
90017068;2241;"FLANGE BRNG OILUBE 5/8X3/4X1/2/FL-38-8";;;;;;;;;;;;;;;;;0
90017069;2241;"FLANGE BRNG OILUBE 1X1-1/4X3/4/FB-68-10";;;;;;;;;;;;;;;;;0
90017070;2241;"FLANGE BRNG OILUB 3/8X1/2X1-1/4/FL-44-6";;;;;;;;;;;;;;;;;0
90017071;2241;"FLANGE BRNG OILUBE 3/8X1/2X3/8/FB-810-6";;;;;;;;;;;;;;;;;0
90017072;2241;"FLANGE BRNG OILUBE 1/2X5/8X3/4/FL-50-8";;;;;;;;;;;;;;;;;0
90017073;2241;"FLANGE BRNG OILUBE 3/8X1/2X1-1/4/FL-77-6";;;;;;;;;;;;;;;;;0
90017074;2241;"FLANGE BRNG OILUBE 7/16X5/8X3/4/FL-77-8";;;;;;;;;;;;;;;;;0
90017075;2241;"FLANGE BRNG OILUBE 1/2X5/8X1/FL-77-12";;;;;;;;;;;;;;;;;0
90017076;2241;"FLANGE BRNG OILUBE 5/8X3/4X1/FL-87-6";;;;;;;;;;;;;;;;;0
90017077;2241;"FLANGE BRNG OILUB 5/8X3/16X3/4/FB-1620-6";;;;;;;;;;;;;;;;;0
90017078;2241;"FLANGE BRNG OILUBE 5/8X7/8X1/FB-1012-4";;;;;;;;;;;;;;;;;0
90017079;2241;"FLANGE BRNG OILUBE 3/4X1X3/4/FL-63-6";;;;;;;;;;;;;;;;;0
90017080;2241;"FLANGE BRNG OILUBE 3/4X1X1/FL-64-8";;;;;;;;;;;;;;;;;0
90017081;2241;"FLANGE BRNG OILUBE 3/4X1X1-1/2/FL-62-8";;;;;;;;;;;;;;;;;0
90017082;2241;"FLANGE BRNG OILUBE 7/8X1X3/4/P-37-6";;;;;;;;;;;;;;;;;0
90017083;2241;"SLEEVE BRNG OILUBE 1X1-1/4X3/4/P-50-4";;;;;;;;;;;;;;;;;0
90017084;2241;"SLEEVE BRNG OILUBE 1X1-1/4X1/P-50-5";;;;;;;;;;;;;;;;;0
90017085;2241;"SLEEVE BRNG OILUB 1X1-1/4X1-1/2/P-50-7";;;;;;;;;;;;;;;;;0
90017086;2241;"SLEEVE BRNG OILUBE 1X1-1/4X2/P-52-8";;;;;;;;;;;;;;;;;0
90017087;2241;"SLEEVE BR OL 1-3/16X1-1/2X1-1/2/P-52-16";;;;;;;;;;;;;;;;;0
90017088;2241;"SLEEVE BRG OL 1-1/4X1-1/2X1-1/4/P-52-5";;;;;;;;;;;;;;;;;0
90017089;2241;"SLEEVE BRNG OILUB 1-1/4X1-1/2X3/P-52-4";;;;;;;;;;;;;;;;;0
90017090;2241;"SLEEVE BRG OILUB 1-5/16X1-5/8X3/P-64-7";;;;;;;;;;;;;;;;;0
90017091;2241;"SLEEVE BRNG OILUB 1-3/8X1-5/8X2/P-64-12";;;;;;;;;;;;;;;;;0
90017092;2241;"SLEEVE BRNG OILUB 1-3/8X1-3/4X2/P-77-5";;;;;;;;;;;;;;;;;0
90017093;2241;"SLEEVE BRG OL 1-1/2X1-3/4X1-1/2/P-77-6";;;;;;;;;;;;;;;;;0
90017094;2241;"SLEEVE BRG OL 1-1/2X1-3/4X2-1/2/P-77-8";;;;;;;;;;;;;;;;;0
90017095;2241;"SLEEVE BRG OL 1-5/8X1-7/8X1-1/2/P-77-12";;;;;;;;;;;;;;;;;0
90017096;2241;"SLEEVE BRG OLB 1-15/16X2-5/16X2/P-78-8";;;;;;;;;;;;;;;;;0
90017097;2241;"SLEEVE BRNG OILUBE 2X2-3/8X2/P-78-12";;;;;;;;;;;;;;;;;0
90017098;2241;"SLEEVE BRNG OILUBE 2X2-3/8X4/P-87-6";;;;;;;;;;;;;;;;;0
90017099;2241;"SLEEVE BRNG OILUBE 3/8X7/16X3/4/P-89-20";;;;;;;;;;;;;;;;;0
90017100;2241;"SLEEVE BRNG OILUBE 1/2X5/8X1/2/P-90-10";;;;;;;;;;;;;;;;;0
