Material Type,Material Group,Material,Description,Base Unit,BatchManagement,Configurable,Mfr Part Number,Manufacturer,Material locked,Division,Supply source,W/ empties BOM
ZER2,U39121601,90000273,CIRCUIT BREAKER PCMC 45890 ADJ THERMAL,EA,,,,,,,,
ZER2,U39121601,90000274,CIRCUIT BREAKER PCMC 48422 FRONT 10A,EA,,,,,,,,
ZER2,U39121601,90000275,CIRCUIT BREAKER PCMC 50674 1 3A,EA,,,,,,,,
ZER2,U39121601,90000276,CIRCUIT BREAKER PCMC 50675 1 5A,EA,,,,,,,,
ZER2,U39121601,90000277,CIRCUIT BREAKER PCMC 78194 ADJ THERMAL,EA,,,,,,,,
ZER2,U26111900,90000278,CLUTCH MECHANICAL PCMC 141596.001.0,EA,,,,,,,,
ZER2,U26111900,90000279,CLUTCH MECHANICAL PCMC 30167923 63FLB,EA,,,,,,,,
ZER2,U39121551,90000280,INDICATOR POSITION PCMC 30518587,EA,,,,,,,,
ZER2,U30141500,90000281,INSULATION SHEET PCMC 138101.001.0 0.5IN,EA,,,,,,,,
ZER2,U30141500,90000282,INSULATION SHEET PCMC 30569200 0.25IN,EA,,,,,,,,
ZER2,U30141500,90000283,INSULATION SHEET PCMC 30569220 0.50IN,EA,,,,,,,,
ZER2,U31162313,90000284,KIT AIR SECT PCMC 141500.104.0 DIAPH PMP,EA,,,,,,,,
ZER2,U31162313,90000285,KIT BLDR SCR PCMC 120885.011.0 CALIPER,EA,,,,,,,,
ZER2,U31162313,90000286,KIT BLOWER PCMC 30594678 AIR CONDITIONER,EA,,,,,,,,
ZER2,U31162313,90000287,KIT BOOT PCMC 30140180 HYDR BOOSTER,EA,,,,,,,,
ZER2,U31162313,90000288,KIT BRAKE PAD PCMC 30460345 CALIPER BRK,EA,,,,,,,,
ZER2,U31162313,90000289,KIT BRK CALIPER PCMC 120885.102.0,EA,,,,,,,,
ZER2,U31162313,90000290,KIT CALIBRATION PCMC 30154804 INFRD TEMP,EA,,,,,,,,
ZER2,U31162313,90000291,KIT CARRIER & LNG PCMC 120885.031.0 BRK,EA,,,,,,,,
ZER2,U31162313,90000292,KIT CARTRIDGE FILTER PCMC 30051612,EA,,,,,,,,
ZER2,U31162313,90000293,KIT CONN PCMC 120885.032.0 CALIPER BRK,EA,,,,,,,,
ZER2,U31162313,90000294,KIT CYLINDER PCMC 30497318 CORE CHUCK TR,EA,,,,,,,,
ZER2,U31162313,90000295,KIT GLUE GUN PCMC 30725293 2MM NEEDLE,EA,,,,,,,,
ZER2,U31162313,90000296,KIT GUN ASSY PCMC 30668892 O-RINGS,EA,,,,,,,,
ZER2,U31162313,90000297,KIT GUN ASSY PCMC 30668897 O-RINGS KIT,EA,,,,,,,,
ZER2,U31162313,90000298,KIT GUN ASSY PCMC 30668900 ADHESION SYS,EA,,,,,,,,
ZER2,U31162313,90000299,KIT HAND HELD DISPLAY PCMC 30432014 CHLR,EA,,,,,,,,
ZER2,U31162313,90000300,KIT HDL PCMC 123639 CABINET ENCL,EA,,,,,,,,
ZER2,U31162313,90000301,KIT HEX HDLS SET SCR PCMC 120885.009.0,EA,,,,,,,,
ZER2,U31162313,90000302,KIT HLCL COMPRESS SPR PCMC 120885.003.0,EA,,,,,,,,
ZER2,U31162313,90000303,KIT IMPELLER PCMC 63930 REGEN BLOWER,EA,,,,,,,,
ZER2,U31162313,90000304,KIT KEY INSR PCMC 123642 CABINET ENCL,EA,,,,,,,,
ZER2,U31162313,90000305,KIT LENS COVER PCMC 30486425,EA,,,,,,,,
ZER2,U31162313,90000306,KIT LEVELING PAD PCMC 80581,EA,,,,,,,,
ZER2,U31162313,90000307,KIT O-RING PCMC 126926 LUBE RSVR,EA,,,,,,,,
ZER2,U31162313,90000308,KIT PACKING RTNR PCMC 120885.013.0 BRK,EA,,,,,,,,
ZER2,U31162313,90000309,KIT PISTON PCMC 120885.008.0 CALIPER BRK,EA,,,,,,,,
ZER2,U31162313,90000310,KIT PISTON PLUG PCMC 120885.005.0,EA,,,,,,,,
ZER2,U31162313,90000311,KIT PLUG PCMC 120885.015.0 CALIPER BRK,EA,,,,,,,,
ZER2,U31162313,90000312,KIT RBR PARTS PCMC 120885.101.0 CALIPER,EA,,,,,,,,
ZER2,U31162313,90000313,KIT REPAIR PCMC 141755.105.0 ACTUATOR,EA,,,,,,,,
ZER2,U31162313,90000314,KIT REPAIR PCMC 30140194 CMPL DIA CANIST,EA,,,,,,,,
ZER2,U31162313,90000315,KIT SCR PCMC 120885.018.0 CALIPER BRK,EA,,,,,,,,
ZER2,U31162313,90000316,KIT SEAL PCMC 30589120 CALIPER BRK,EA,,,,,,,,
ZER2,U31162313,90000317,KIT SEAL PCMC 30589121 CALIPER BRK,EA,,,,,,,,
ZER2,U31162313,90000318,KIT SHIM PCMC 120885.012.0 CALIPER BRK,EA,,,,,,,,
ZER2,U31162313,90000319,KIT SHLDR SCR PCMC 120885.002.0,EA,,,,,,,,
ZER2,U31162313,90000320,KIT SPR GDE PCMC 120885.004.0,EA,,,,,,,,
ZER2,U31162313,90000321,KIT TIMING BELT PCMC 30671658 LINEAR ACT,EA,,,,,,,,
ZER2,U31162313,90000322,KIT TRQ PIN PCMC 120885.010.0 CALIPER BR,EA,,,,,,,,
ZER2,U31162313,90000323,KIT UNI-NIP PCMC 127782.001.0 CARBON PAP,EA,,,,,,,,
ZER2,U31162313,90000324,KIT WET SIDE PCMC 141500.105.0 DIAPH PMP,EA,,,,,,,,
ZER2,U31162313,90000325,KIT WSHR PCMC 120885.007.0 CALIPER BRK,EA,,,,,,,,
ZER2,U31162313,90000326,KIT WSHR PCMC 120885.019.0 CALIPER BRK,EA,,,,,,,,
ZER2,U39101605,90000327,LAMP FLUORESCENT PCMC 113602 12IN,EA,,,,,,,,
ZER2,U39101605,90000328,LAMP FLUORESCENT PCMC 132960.048.0 48IN,EA,,,,,,,,
ZER2,U23153030,90000329,LINEAR MOTION SYST PCMC 30365236,EA,,,,,,,,
ZER2,U41112100,90000330,LOAD CELL PCMC 78636,EA,,,,,,,,
ZER2,U43202005,90000331,MEMORY CARD PCMC 30215326,EA,,,,,,,,
ZER2,U32101600,90000332,MODULE ELECTRONIC PCMC 30045957 I/O,EA,,,,,,,,
ZER2,U32101600,90000333,MODULE ELECTRONIC PCMC 30104747,EA,,,,,,,,
ZER2,U32101600,90000334,MODULE ELECTRONIC PCMC 30104753 24V,EA,,,,,,,,
ZER2,U32101600,90000335,MODULE ELECTRONIC PCMC 30104764,EA,,,,,,,,
ZER2,U32101600,90000336,MODULE ELECTRONIC PCMC 30203285,EA,,,,,,,,
ZER2,U32101600,90000337,MODULE ELECTRONIC PCMC 30270507,EA,,,,,,,,
ZER2,U32101600,90000338,MODULE ELECTRONIC PCMC 30305840,EA,,,,,,,,
ZER2,U32101600,90000339,MODULE ELECTRONIC PCMC 30341944,EA,,,,,,,,
ZER2,U32101600,90000340,MODULE ELECTRONIC PCMC 30376392,EA,,,,,,,,
ZER2,U32101600,90000341,MODULE ELECTRONIC PCMC 30399123,EA,,,,,,,,
ZER2,U32101600,90000342,MODULE ELECTRONIC PCMC 30399125,EA,,,,,,,,
ZER2,U32101600,90000343,MODULE ELECTRONIC PCMC 30576844,EA,,,,,,,,
ZER2,U32101600,90000344,MODULE ELECTRONIC PCMC 30720455,EA,,,,,,,,
ZER2,U32101600,90000345,MODULE ELECTRONIC PCMC 44208 DIGITAL 24V,EA,,,,,,,,
ZER2,U32101600,90000346,MODULE ELECTRONIC PCMC 44220 DIGITAL 24V,EA,,,,,,,,
ZER2,U32101600,90000347,MODULE ELECTRONIC PCMC 44709 ANALOG 10V,EA,,,,,,,,
ZER2,U32101600,90000348,MODULE ELECTRONIC PCMC 59083,EA,,,,,,,,
ZER2,U32101600,90000349,MODULE ELECTRONIC PCMC 59089,EA,,,,,,,,
ZER2,U32101600,90000350,MODULE ELECTRONIC PCMC 66583 0-10 VDC,EA,,,,,,,,
ZER2,U26101602,90000351,MOTOR AC INFINITY 711-0002 0.9A 56 60HZ,EA,,,,,,,,
ZER2,U26101602,90000352,MOTOR AC PCMC 30160782 60HZ 230V 3PH,EA,,,,,,,,
ZER2,U26101602,90000353,MOTOR AC PCMC 30208328 60HZ 3PH .5HP,EA,,,,,,,,
ZER2,U26101602,90000354,MOTOR AC PCMC 30542577 60HZ CLASS B FOOT,EA,,,,,,,,
ZER2,U26101602,90000355,MOTOR AC PCMC 30650782 B3 60HZ 1800RPM,EA,,,,,,,,
ZER2,U26101602,90000356,MOTOR AC PCMC 30650786 60HZ 0.37KW,EA,,,,,,,,
ZER2,U26101606,90000357,MOTOR SERVO INFINITY 713-0100,EA,,,,,,,,
ZER2,U26101606,90000358,MOTOR SERVO PCMC 116651 C FACE 1500RPM,EA,,,,,,,,
ZER2,U26101606,90000359,MOTOR SERVO PCMC 127452 C FACE 1500RPM,EA,,,,,,,,
ZER2,U26111524,90000360,GEARBOX PCMC 30087918 40:1 RT ANGLE WORM,EA,,,,,,,,
ZER2,U26111524,90000361,GEARBOX PCMC 30452443 25:1 IN-LINE,EA,,,,,,,,
ZER2,U26111524,90000362,GEARBOX PCMC 30537610 7:1 RT ANGLE WORM,EA,,,,,,,,
ZER2,U26111524,90000363,GEARBOX PCMC 30538521 16:1 IN-LINE,EA,,,,,,,,
ZER2,U26111524,90000364,GEARBOX PCMC 30539479 100:1,EA,,,,,,,,
ZER2,U26111524,90000365,GEARBOX PCMC 30539551 20.0:1 1 IN-LINE,EA,,,,,,,,
ZER2,U26111524,90000366,GEARBOX PCMC 30543341 70:1 IN-LINE 90MM,EA,,,,,,,,
ZER2,U26111524,90000367,GEARBOX PCMC 30543487 10:1 RT ANGLE WORM,EA,,,,,,,,
ZER2,U26111524,90000368,GEARBOX PCMC 30572211 56:1 RT ANGLE WORM,EA,,,,,,,,
ZER2,U26111524,90000369,GEARBOX PCMC 30586854 4500RPM 4:1 1,EA,,,,,,,,
ZER2,U26111524,90000370,GEARBOX PCMC 30732651 24:77:1 71RPM,EA,,,,,,,,
ZER2,U26111526,90000371,GEARMOTOR AC PCMC 30044198 38:1,EA,,,,,,,,
ZER2,U26111526,90000372,GEARMOTOR AC PCMC 30452623 20.0:1 RATIO,EA,,,,,,,,
ZER2,U26111526,90000373,GEARMOTOR AC PCMC 30602125 5:1 330RPM,EA,,,,,,,,
ZER2,U26111526,90000374,GEARMOTOR AC PCMC 30740531 2 159:61:1,EA,,,,,,,,
ZER2,U26111526,90000375,GEARMOTOR AC PCMC 30748107 18.8:1 94RPM,EA,,,,,,,,
ZER2,U23153038,90000376,GUIDE PCMC 30454940 CORE SUPPORT SPRING,EA,,,,,,,,
ZER2,U23153038,90000377,GUIDE PCMC 30544011 CHAIN,EA,,,,,,,,
ZER2,U43211902,90000378,HMI - DISPLAY LCD PCMC 30289982 10IN 24V,EA,,,,,,,,
ZER2,U40141734,90000379,HOSE FITTED PCMC 30545071 144IN 3IN DUCT,EA,,,,,,,,
ZER2,U39121004,90000380,POWER SUPPLY ELECTRIC PCMC: 153100.014.0,EA,,,,,,,,
ZER2,U39121004,90000381,POWER SUPPLY ELECTRICAL PCMC 30204404,EA,,,,,,,,
ZER2,U39121004,90000382,POWER SUPPLY ELECTRICAL PCMC 30204414,EA,,,,,,,,
ZER2,U39121004,90000383,POWER SUPPLY ELECTRICAL PCMC 30204415,EA,,,,,,,,
ZER2,U39121004,90000384,POWER SUPPLY ELECTRICAL PCMC 59176,EA,,,,,,,,
ZER2,U26111806,90000385,PULLEY INFINITY 101-7012M 2.5IN,EA,,,,,,,,
ZER2,U26111806,90000386,"PULLEY INFINITY 103-0057 0.88"" ID",EA,,,,,,,,
ZER2,U26111806,90000387,PULLEY INFINITY 103-0059,EA,,,,,,,,
ZER2,U26111806,90000388,PULLEY PCMC 30595327.152,EA,,,,,,,,
ZER2,U26111806,90000389,PULLEY PCMC 30595327.201,EA,,,,,,,,
ZER2,U26111807,90000390,PULLEY TIMING PCMC 152808.006.0 14MM 36T,EA,,,,,,,,
ZER2,U26111807,90000391,PULLEY TIMING PCMC 30516636 8MM 62MM,EA,,,,,,,,
ZER2,U26111807,90000392,PULLEY TIMING PCMC 30531466 8MM 20MM,EA,,,,,,,,
ZER2,U26111807,90000393,PULLEY TIMING PCMC 30542529 14MM 68MM,EA,,,,,,,,
ZER2,U40151548,90000394,PUMP DIAPHRAGM PCMC 141500.001.0 0.5IN,EA,,,,,,,,
ZER2,U40151557,90000395,PUMP PISTON PCMC 153651.001.0 NM2304B,EA,,,,,,,,
ZER2,U39121512,90000396,PUSHBUTTON PCMC 30058056 60MM,EA,,,,,,,,
ZER2,U39121512,90000397,PUSHBUTTON PCMC 82214 22.5MM,EA,,,,,,,,
ZER2,U39121512,90000398,PUSHBUTTON PCMC 82219 22.5MM,EA,,,,,,,,
ZER2,U39121512,90000399,PUSHBUTTON PCMC 82221 22.5MM,EA,,,,,,,,
ZER2,U39121512,90000400,PUSHBUTTON PCMC 82222 22.5MM,EA,,,,,,,,
ZER2,U39121512,90000401,PUSHBUTTON PCMC 82224 22.5MM,EA,,,,,,,,
ZER2,U39121512,90000402,PUSHBUTTON PCMC 82225 22.5MM,EA,,,,,,,,
ZER2,U39121512,90000403,PUSHBUTTON PCMC 82236 22.5MM,EA,,,,,,,,
ZER2,U39121512,90000404,PUSHBUTTON PCMC 82237 22.5MM,EA,,,,,,,,
ZER2,U39121512,90000405,PUSHBUTTON PCMC 82240 22.5MM,EA,,,,,,,,
ZER2,U39121512,90000406,PUSHBUTTON PCMC 82241 22.5MM,EA,,,,,,,,
ZER2,U39121512,90000407,PUSHBUTTON PCMC 82242 22.5MM,EA,,,,,,,,
ZER2,U39121512,90000408,PUSHBUTTON PCMC 82256 22.5MM,EA,,,,,,,,
ZER2,U39121512,90000409,PUSHBUTTON PCMC 82265 22.5MM,EA,,,,,,,,
ZER2,U39121512,90000410,PUSHBUTTON PCMC 82272 22.5MM,EA,,,,,,,,
ZER2,U39121512,90000411,PUSHBUTTON PCMC 85012 22.5MM,EA,,,,,,,,
ZER2,U30103100,90000412,RAIL LINEAR PCMC 124501 240MM 30MM,EA,,,,,,,,
ZER2,U30103100,90000413,RAIL LINEAR PCMC 30505812 330MM 43MM,EA,,,,,,,,
ZER2,U30103100,90000414,RAIL LINEAR PCMC 30505819 330MM 43MM,EA,,,,,,,,
ZER2,U41111949,90000415,REFLECTOR SENSOR PCMC 128473.060.0,EA,,,,,,,,
ZER2,U41111949,90000416,REFLECTOR SENSOR PCMC 39013,EA,,,,,,,,
ZER2,U41112404,90000417,REGULATOR PCMC 115935 87 PSI PNEUMATIC,EA,,,,,,,,
ZER2,U41112404,90000418,REGULATOR PCMC 976700.377.0 0.05-4 BAR,EA,,,,,,,,
ZER2,U39121535,90000419,RELAY CONTROL PCMC 86227 24 VDC 6A 250V,EA,,,,,,,,
ZER2,U39121520,90000420,RELAY OVERLOAD PCMC 88309 600V,EA,,,,,,,,
ZER2,U39121552,90000421,RELAY SAFETY PCMC 121631 24 VDC 4A 250V,EA,,,,,,,,
ZER2,U39121552,90000422,RELAY SAFETY PCMC 30460712 24 VDC 4 4,EA,,,,,,,,
ZER2,U32121609,90000423,RESISTOR PCMC 114611 WIREWOUND 6.5OHM,EA,,,,,,,,
ZER2,U32121609,90000424,RESISTOR PCMC 30329442 4OHM 1800W,EA,,,,,,,,
ZER2,U31163202,90000425,RING RETAINING PCMC 938002.028.0,EA,,,,,,,,
ZER2,U31282222,90000426,ROLL BRUSH PCMC 30111764,EA,,,,,,,,
ZER2,U31282226,90000427,ROLL GUIDE PCMC 30589470.005,EA,,,,,,,,
ZER2,U31282226,90000428,ROLL GUIDE PCMC 30589491.004,EA,,,,,,,,
ZER2,U13100000,90000429,RUBBER PCMC 30702701 4.25IN 0.50IN,EA,,,,,,,,
ZER2,U31181600,90000430,SEAL OIL PCMC 114768.001.0 9.00IN 0.62IN,EA,,,,,,,,
ZER2,U31181600,90000431,SEAL OIL PCMC 122401 47MM 7MM 32 MM SFT,EA,,,,,,,,
ZER2,U31181600,90000432,SEAL OIL PCMC 131093.148.0 6.63IN 0.5IN,EA,,,,,,,,
ZER2,U31181600,90000433,SEAL OIL PCMC 131093.807.0 120MM,EA,,,,,,,,
ZER2,U31181600,90000434,SEAL OIL PCMC 131093.812.0 100MM,EA,,,,,,,,
ZER2,U31181600,90000435,SEAL OIL PCMC 131093.819.0,EA,,,,,,,,
ZER2,U31181600,90000436,SEAL OIL PCMC 131093.820.0 110MM,EA,,,,,,,,
ZER2,U31181600,90000437,SEAL OIL PCMC 131093.830.0 40MM,EA,,,,,,,,
ZER2,U31181600,90000438,SEAL OIL PCMC 30516182 110MM 80MM 12MM,EA,,,,,,,,
ZER2,U31181600,90000439,SEAL OIL PCMC 30516481 80MM 60MM 10MM,EA,,,,,,,,
ZER2,U31181600,90000440,SEAL OIL PCMC 35367 7IN 125MM 100MM,EA,,,,,,,,
ZER2,U31181600,90000441,SEAL OIL PCMC 993101.222.0 160MM 125MM,EA,,,,,,,,
ZER2,U41111900,90000442,SENSOR PCMC 5EABA058 ITAL SENSOR,EA,,,,,,,,
ZER2,U39121528,90000443,SENSOR PHOTOELECTRICAL INFINITY 744-0226,EA,,,,,,,,
ZER2,U39121528,90000444,SENSOR PHOTOELECTRICAL PCMC 127738,EA,,,,,,,,
ZER2,U39121528,90000445,SENSOR PHOTOELECTRICAL PCMC 30337416,EA,,,,,,,,
ZER2,U39121528,90000446,SENSOR PHOTOELECTRICAL PCMC 30519049,EA,,,,,,,,
ZER2,U39121528,90000447,SENSOR PHOTOELECTRICAL PCMC 30524662,EA,,,,,,,,
ZER2,U39121528,90000448,SENSOR PHOTOELECTRICAL PCMC 30534333,EA,,,,,,,,
ZER2,U39121528,90000449,SENSOR PHOTOELECTRICAL PCMC 30554229,EA,,,,,,,,
ZER2,U39121528,90000450,SENSOR PHOTOELECTRICAL PCMC 30592799,EA,,,,,,,,
ZER2,U39121528,90000451,SENSOR PHOTOELECTRICAL PCMC 30592802,EA,,,,,,,,
ZER2,U39121528,90000452,SENSOR PHOTOELECTRICAL PCMC 30728529,EA,,,,,,,,
ZER2,U39121528,90000453,SENSOR PHOTOELECTRICAL PCMC 37089,EA,,,,,,,,
ZER2,U39121528,90000454,SENSOR PHOTOELECTRICAL PCMC 37122,EA,,,,,,,,
ZER2,U39121528,90000455,SENSOR PHOTOELECTRICAL PCMC 39174,EA,,,,,,,,
ZER2,U39121528,90000456,SENSOR PHOTOELECTRICAL PCMC 41288,EA,,,,,,,,
ZER2,U39121528,90000457,SENSOR PHOTOELECTRICAL PCMC 53559,EA,,,,,,,,
ZER2,U41111926,90000458,SENSOR PROXIMITY PCMC 115824 PNP,EA,,,,,,,,
ZER2,U41111926,90000459,SENSOR PROXIMITY PCMC 117310,EA,,,,,,,,
ZER2,U41111926,90000460,SENSOR PROXIMITY PCMC 130761.134.0,EA,,,,,,,,
ZER2,U41111926,90000461,SENSOR PROXIMITY PCMC 130761.264.0,EA,,,,,,,,
ZER2,U41111926,90000462,SENSOR PROXIMITY PCMC 30718338 INDUCTIVE,EA,,,,,,,,
ZER2,U41111926,90000463,SENSOR PROXIMITY PCMC 50615 INDUCTIVE,EA,,,,,,,,
ZER2,U41111948,90000464,SENSOR TEMPERATURE PCMC 120183,EA,,,,,,,,
ZER2,U31163207,90000465,SHAFT INFINITY 103-0060 20MM NF,EA,,,,,,,,
ZER2,U31163207,90000466,SHAFT PCMC 30047329.325 20MM 325MM,EA,,,,,,,,
ZER2,U31163207,90000467,SHAFT PCMC 30749427 20MM 720MM,EA,,,,,,,,
ZER2,U32101636,90000468,SHUNT MODULE PCMC 106110 200W,EA,,,,,,,,
ZER2,U31162703,90000469,SLIDER PCMC 30497710 BLOCK,EA,,,,,,,,
ZER2,U43230000,90000470,SOFTWARE COMPUTER PCMC 30098968,EA,,,,,,,,
ZER2,U43230000,90000471,SOFTWARE COMPUTER PCMC 30484383,EA,,,,,,,,
ZER2,U31161904,90000472,SPRING COMPRESSION PCMC 118460.001.0,EA,,,,,,,,
ZER2,U31161904,90000473,SPRING COMPRESSION PCMC 118600.167.0,EA,,,,,,,,
ZER2,U31161904,90000474,SPRING COMPRESSION PCMC 30750004 0.60IN,EA,,,,,,,,
ZER2,U31161909,90000475,SPRING GAS INFINITY 408-0001,EA,,,,,,,,
ZER2,U31161909,90000476,SPRING GAS INFINITY 408-0002M,EA,,,,,,,,
ZER2,U31161909,90000477,SPRING GAS INFINITY 408-009C 1.97in,EA,,,,,,,,
ZER2,U31161909,90000478,SPRING GAS PCMC 121250 22MM 300MM,EA,,,,,,,,
ZER2,U31161907,90000479,SPRING TENSION PCMC 118364.001.0,EA,,,,,,,,
ZER2,U26101606,90000480,MOTOR SERVO PCMC 30154208 5000RPM,EA,,,,,,,,
ZER2,U26101606,90000481,MOTOR SERVO PCMC 30161547 5000RPM,EA,,,,,,,,
ZER2,U26101606,90000482,MOTOR SERVO PCMC 30161549 C-FACE 5000RPM,EA,,,,,,,,
ZER2,U26101606,90000483,MOTOR SERVO PCMC 30161551 5000RPM,EA,,,,,,,,
ZER2,U26101606,90000484,MOTOR SERVO PCMC 30162597 5000RPM,EA,,,,,,,,
ZER2,U26101606,90000485,MOTOR SERVO PCMC 30162600 5000RPM,EA,,,,,,,,
ZER2,U26101606,90000486,MOTOR SERVO PCMC 30162806 5000RPM,EA,,,,,,,,
ZER2,U26101606,90000487,MOTOR SERVO PCMC 30162828 2000RPM,EA,,,,,,,,
ZER2,U26101606,90000488,MOTOR SERVO PCMC 30162880 3000RPM,EA,,,,,,,,
ZER2,U26101606,90000489,MOTOR SERVO PCMC 30162917 3000RPM,EA,,,,,,,,
ZER2,U26101606,90000490,MOTOR SERVO PCMC 30287218 2750RPM,EA,,,,,,,,
ZER2,U26101606,90000491,MOTOR SERVO PCMC 30349169 3000RPM,EA,,,,,,,,
ZER2,U26101606,90000492,MOTOR SERVO PCMC 30452438 4000RPM,EA,,,,,,,,
ZER2,U26101614,90000493,MOTOR STEPPER PCMC 30280881 4.41FLB,EA,,,,,,,,
ZER2,U31161702,90000494,UT BEARING LOCK PCMC 992802.009.0 6MM,EA,,,,,,,,
ZER2,U31181506,90000495,O-RING PCMC 982055.370.0,EA,,,,,,,,
ZER2,U23153039,90000496,PLATE PCMC 30504434,EA,,,,,,,,
ZER2,U39121022,90000497,POWER RACK PCMC 44794,EA,,,,,,,,
ZER2,U39121022,90000498,POWER RACK PCMC 95990,EA,,,,,,,,
ZER2,U39121004,90000499,POWER SUPPLY ELECTRIC PCMC: 153541.021.0,EA,,,,,,,,
ZER2,U31171901,90000500,SPROCKET INFINITY 540-0106 1.25IN,EA,,,,,,,,
ZER2,U31171901,90000501,SPROCKET INFINITY 541-0000 1.00IN,EA,,,,,,,,
ZER2,U31171901,90000502,SPROCKET INFINITY 541-0002 1.25IN,EA,,,,,,,,
ZER2,U31171901,90000503,SPROCKET PCMC 109960 5IN 18T  STR B,EA,,,,,,,,
ZER2,U31171901,90000504,SPROCKET PCMC 30544005 12.7MM 30MM 18 T,EA,,,,,,,,
ZER2,U23153103,90000505,STOPPER PCMC 30504615,EA,,,,,,,,
ZER2,U23153131,90000506,STRIP WEAR PCMC 30540627,EA,,,,,,,,
ZER2,U39121553,90000507,SWITCH DISCONNECT PCMC 116423 200A FUSED,EA,,,,,,,,
ZER2,U39121553,90000508,SWITCH DISCONNECT PCMC 30646302 30A,EA,,,,,,,,
ZER2,U39121553,90000509,SWITCH DISCONNECT PCMC 30646303 60A,EA,,,,,,,,
ZER2,U43222612,90000510,SWITCH NETWORK PCMC 30269388 16 MANAGED,EA,,,,,,,,
ZER2,U43222612,90000511,SWITCH NETWORK PCMC 30398360,EA,,,,,,,,
ZER2,U43222612,90000512,SWITCH NETWORK PCMC 30531525,EA,,,,,,,,
ZER2,U43222612,90000513,SWITCH NETWORK PCMC 30531534,EA,,,,,,,,
ZER2,U39121506,90000514,SWITCH PRESSURE PCMC 38543 5A 180PSI,EA,,,,,,,,
ZER2,U39121506,90000515,SWITCH PRESSURE PCMC 96849 4A 50PSI,EA,,,,,,,,
ZER2,U39121501,90000516,SWITCH SAFETY PCMC 30439494 1A 24V,EA,,,,,,,,
ZER2,U39121501,90000517,SWITCH SAFETY PCMC 30575803,EA,,,,,,,,
ZER2,U39121501,90000518,SWITCH SAFETY PCMC 30581532,EA,,,,,,,,
ZER2,U39121501,90000519,SWITCH SAFETY PCMC 30617782 2NC 3 NO,EA,,,,,,,,
ZER2,U39121549,90000520,SWITCH TEMPERATURE PCMC 120549,EA,,,,,,,,
ZER2,U39121001,90000521,TRANSFORMER PCMC 123442 CONTROL,EA,,,,,,,,
ZER2,U40141609,90000522,VALVE CONTROL PCMC 115757 PNEUMATIC 24V,EA,,,,,,,,
ZER2,U40141609,90000523,VALVE CONTROL PCMC 115758 DIRECT 24V,EA,,,,,,,,
ZER2,U40141609,90000524,VALVE CONTROL PCMC 153259.001.0 4 PORTS,EA,,,,,,,,
ZER2,U40141609,90000525,VALVE CONTROL PCMC 30102763 PNEU 24V,EA,,,,,,,,
ZER2,U40141609,90000526,VALVE CONTROL PCMC 30273766,EA,,,,,,,,
ZER2,U31162313,90000527,KIT PCMC 30677353 VALVE ACCESS ETHERNET,EA,,,,,,,,
ZER2,U40141639,90000528,VALVE POPPET PCMC 30332106,EA,,,,,,,,
ZER2,U40141640,90000529,VALVE PRESS REDUCING PCMC 114865,EA,,,,,,,,
ZER2,U40141640,90000530,VALVE PRESS REDUCING PCMC 30435646,EA,,,,,,,,
ZER2,U31161801,90000531,WASHER BEARING LOCK PCMC 995502.003.0,EA,,,,,,,,
ZER2,U31161801,90000532,WASHER BEARING LOCK PCMC 995502.007.0,EA,,,,,,,,
ZER2,U31161801,90000533,WASHER BEARING LOCK PCMC 995502.009.0,EA,,,,,,,,
ZER2,U31161801,90000534,WASHER BEARING LOCK PCMC 995502.011.0,EA,,,,,,,,
ZER2,U31161814,90000535,WASHER THRUST INFINITY 510-0507 0.62IN,EA,,,,,,,,
ZER2,U31161814,90000536,WASHER THRUST PCMC 33826 20MM 36MM 1.5MM,EA,,,,,,,,
ZER2,U31162702,90000537,WHEEL INFINITY 413-0102 WHITE NITRILE,EA,,,,,,,,
ZER2,U31162702,90000538,WHEEL PCMC 30317921 CORE LOADING,EA,,,,,,,,
ZER2,U31171603,90000540,BUSHING PCMC 46844 16MM X 18MM X 15MM,EA,,,,,,,,
ZER2,U31171603,90000541,BUSHING PCMC 78090,EA,,,,,,,,
ZER2,U31171603,90000542,BUSHING PCMC 903030.221.0 30MM 30MM,EA,,,,,,,,
ZER2,U31171603,90000543,BUSHING PCMC 903031.122.0 30MM,EA,,,,,,,,
ZER2,U31171603,90000544,BUSHING PCMC 990335.065.0,EA,,,,,,,,
ZER2,U31163217,90000545,BUSHING QD PCMC 152806.008.0 25MM QTM,EA,,,,,,,,
ZER2,U31163217,90000546,BUSHING QD PCMC 152806.018.0 24MM,EA,,,,,,,,
ZER2,U31163217,90000547,BUSHING QD PCMC 152806.021.0 24MM,EA,,,,,,,,
ZER2,U31163217,90000548,BUSHING QD PCMC 152806.028.0 25MM,EA,,,,,,,,
ZER2,U31163217,90000549,BUSHING QD PCMC 152806.032.0 35MM,EA,,,,,,,,
ZER2,U31163217,90000550,BUSHING QD PCMC 152806.034.0 40MM,EA,,,,,,,,
ZER2,U31163217,90000551,BUSHING QD PCMC 152806.035.0 42MM,EA,,,,,,,,
ZER2,U31163217,90000552,BUSHING QD PCMC 152806.056.0 50MM,EA,,,,,,,,
ZER2,U31163217,90000553,BUSHING QD PCMC 152806.057.0 55MM,EA,,,,,,,,
