Material,Class Type,Class No,Class Desc,Class Key Word,Internal char no.,Characteristic Value,Value from,Value to,Code
90010986,001,387,U31163210_CLL,COLLAR,EAM_FINISH,BLACK OXIDE,0,0,1
90010986,001,387,U31163210_CLL,COLLAR,EAM_OD_MM,,35,0,1
90010986,001,387,U31163210_CLL,COLLAR,EAM_MATERIAL,1045 STEEL,0,0,1
90011003,001,387,U31163210_CLL,COLLAR,EAM_ID_INCH,,1,0,1
90011004,001,387,U31163210_CLL,COLLAR,EAM_ID_INCH,,0.75,0,1
90011005,001,387,U31163210_CLL,COLLAR,EAM_ID_INCH,,1,0,1
90011005,001,387,U31163210_CLL,COLLAR,EAM_OD_INCH,,1.75,0,1
90011006,001,387,U31163210_CLL,COLLAR,EAM_ID_INCH,,0.5,0,1
90000052,001,388,U31171506_BRG_LNR,BRG LINEAR,EAM_BORE_MM,,20,0,1
90000052,001,388,U31171506_BRG_LNR,BRG LINEAR,EAM_LENGTH_MM,,45,0,1
90000053,001,388,U31171506_BRG_LNR,BRG LINEAR,EAM_LENGTH_MM,,190,0,1
90000054,001,388,U31171506_BRG_LNR,BRG LINEAR,EAM_LENGTH_MM,,190,0,1
90000055,001,388,U31171506_BRG_LNR,BRG LINEAR,EAM_BORE_MM,,30,0,1
90000055,001,388,U31171506_BRG_LNR,BRG LINEAR,EAM_OD_MM,,40,0,1
90000055,001,388,U31171506_BRG_LNR,BRG LINEAR,EAM_LENGTH_MM,,50,0,1
90001119,001,388,U31171506_BRG_LNR,BRG LINEAR,EAM_BORE_MM,,30,0,1
90001119,001,388,U31171506_BRG_LNR,BRG LINEAR,EAM_OD_MM,,47,0,1
90001119,001,388,U31171506_BRG_LNR,BRG LINEAR,EAM_LENGTH_MM,,68,0,1
90001119,001,388,U31171506_BRG_LNR,BRG LINEAR,EAM_MATERIAL,CERAMIC,0,0,1
90001121,001,388,U31171506_BRG_LNR,BRG LINEAR,EAM_BORE_MM,,25,0,1
90001121,001,388,U31171506_BRG_LNR,BRG LINEAR,EAM_OD_MM,,40,0,1
90001121,001,388,U31171506_BRG_LNR,BRG LINEAR,EAM_LENGTH_MM,,58,0,1
90001217,001,388,U31171506_BRG_LNR,BRG LINEAR,EAM_BORE_MM,,20,0,1
90001217,001,388,U31171506_BRG_LNR,BRG LINEAR,EAM_LENGTH_MM,,45,0,1
90001218,001,388,U31171506_BRG_LNR,BRG LINEAR,EAM_LENGTH_MM,,20,0,1
90001219,001,388,U31171506_BRG_LNR,BRG LINEAR,EAM_BORE_MM,,20,0,1
90001219,001,388,U31171506_BRG_LNR,BRG LINEAR,EAM_OD_MM,,28,0,1
90001219,001,388,U31171506_BRG_LNR,BRG LINEAR,EAM_LENGTH_MM,,30,0,1
90001220,001,388,U31171506_BRG_LNR,BRG LINEAR,EAM_LENGTH_MM,,20,0,1
90001905,001,388,U31171506_BRG_LNR,BRG LINEAR,EAM_BORE_INCH,,1.5,0,1
90001917,001,388,U31171506_BRG_LNR,BRG LINEAR,EAM_LENGTH_MM,,20,0,1
90008086,001,388,U31171506_BRG_LNR,BRG LINEAR,EAM_BORE_MM,,40,0,1
90008086,001,388,U31171506_BRG_LNR,BRG LINEAR,EAM_LENGTH_INCH_1,,80,0,1
90008285,001,388,U31171506_BRG_LNR,BRG LINEAR,EAM_TYPE,FLNGD CARRIAGE,0,0,1
90008285,001,388,U31171506_BRG_LNR,BRG LINEAR,EAM_LENGTH_MM,,142.9,0,1
90010407,001,388,U31171506_BRG_LNR,BRG LINEAR,EAM_BORE_MM,,30,0,1
90010407,001,388,U31171506_BRG_LNR,BRG LINEAR,EAM_OD_MM,,47,0,1
90010407,001,388,U31171506_BRG_LNR,BRG LINEAR,EAM_LENGTH_MM,,68,0,1
90010408,001,388,U31171506_BRG_LNR,BRG LINEAR,EAM_BORE_MM,,20,0,1
90010408,001,388,U31171506_BRG_LNR,BRG LINEAR,EAM_LENGTH_MM,,54,0,1
90010414,001,388,U31171506_BRG_LNR,BRG LINEAR,EAM_BORE_MM,,8,0,1
90010414,001,388,U31171506_BRG_LNR,BRG LINEAR,EAM_OD_MM,,15,0,1
90010414,001,388,U31171506_BRG_LNR,BRG LINEAR,EAM_LENGTH_MM,,24,0,1
90010415,001,388,U31171506_BRG_LNR,BRG LINEAR,EAM_BORE_INCH_1,,1,0,1
90010416,001,388,U31171506_BRG_LNR,BRG LINEAR,EAM_OD_INCH,,1.56,0,1
90010416,001,388,U31171506_BRG_LNR,BRG LINEAR,EAM_BORE_INCH_1,,1,0,1
90010416,001,388,U31171506_BRG_LNR,BRG LINEAR,EAM_LENGTH_INCH_1,,2.25,0,1
90010417,001,388,U31171506_BRG_LNR,BRG LINEAR,EAM_OD_INCH,,1.25,0,1
90010417,001,388,U31171506_BRG_LNR,BRG LINEAR,EAM_BORE_INCH_1,,0.75,0,1
90010417,001,388,U31171506_BRG_LNR,BRG LINEAR,EAM_LENGTH_INCH_1,,1.63,0,1
90010652,001,388,U31171506_BRG_LNR,BRG LINEAR,EAM_BORE_MM,,8,0,1
90010652,001,388,U31171506_BRG_LNR,BRG LINEAR,EAM_OD_MM,,17,0,1
90010652,001,388,U31171506_BRG_LNR,BRG LINEAR,EAM_LENGTH_MM,,15,0,1
90010653,001,388,U31171506_BRG_LNR,BRG LINEAR,EAM_BORE_MM,,30,0,1
90010653,001,388,U31171506_BRG_LNR,BRG LINEAR,EAM_OD_MM,,45,0,1
90010653,001,388,U31171506_BRG_LNR,BRG LINEAR,EAM_LENGTH_MM,,64,0,1
90000059,001,389,U31171508_BRG_RDE,BRG ROD END,EAM_BORE_INCH,,0.37,0,1
90000060,001,389,U31171508_BRG_RDE,BRG ROD END,EAM_BORE_INCH,,0.37,0,1
90000061,001,389,U31171508_BRG_RDE,BRG ROD END,EAM_BORE_MM,,50,0,1
90000062,001,389,U31171508_BRG_RDE,BRG ROD END,EAM_BORE_MM,,16,0,1
90000063,001,389,U31171508_BRG_RDE,BRG ROD END,EAM_BORE_MM,,16,0,1
90000063,001,389,U31171508_BRG_RDE,BRG ROD END,EAM_THREAD_SIZE_MM,,16,0,1
90000064,001,389,U31171508_BRG_RDE,BRG ROD END,EAM_BORE_MM,,16,0,1
90000064,001,389,U31171508_BRG_RDE,BRG ROD END,EAM_THREAD_SIZE_MM,,16,0,1
90000065,001,389,U31171508_BRG_RDE,BRG ROD END,EAM_BORE_MM,,20,0,1
90000065,001,389,U31171508_BRG_RDE,BRG ROD END,EAM_THREAD_SIZE_MM,,20,0,1
90000652,001,389,U31171508_BRG_RDE,BRG ROD END,EAM_BORE_INCH,,0.75,0,1
90000652,001,389,U31171508_BRG_RDE,BRG ROD END,EAM_HAND,RH,0,0,1
90000653,001,389,U31171508_BRG_RDE,BRG ROD END,EAM_BORE_MM,,16,0,1
90000653,001,389,U31171508_BRG_RDE,BRG ROD END,EAM_TYPE,FEMALE,0,0,1
90000653,001,389,U31171508_BRG_RDE,BRG ROD END,EAM_HAND,RH,0,0,1
90000654,001,389,U31171508_BRG_RDE,BRG ROD END,EAM_BORE_MM,,16,0,1
90000654,001,389,U31171508_BRG_RDE,BRG ROD END,EAM_TYPE,FEMALE,0,0,1
90000654,001,389,U31171508_BRG_RDE,BRG ROD END,EAM_HAND,RH,0,0,1
90000655,001,389,U31171508_BRG_RDE,BRG ROD END,EAM_BORE_MM,,10,0,1
90000655,001,389,U31171508_BRG_RDE,BRG ROD END,EAM_TYPE,FEMALE,0,0,1
90001125,001,389,U31171508_BRG_RDE,BRG ROD END,EAM_BORE_MM,,12,0,1
90001125,001,389,U31171508_BRG_RDE,BRG ROD END,EAM_TYPE,FEMALE,0,0,1
90001125,001,389,U31171508_BRG_RDE,BRG ROD END,EAM_HAND,RH,0,0,1
90001126,001,389,U31171508_BRG_RDE,BRG ROD END,EAM_BORE_MM,,12,0,1
90001126,001,389,U31171508_BRG_RDE,BRG ROD END,EAM_TYPE,MALE,0,0,1
90001127,001,389,U31171508_BRG_RDE,BRG ROD END,EAM_BORE_MM,,12,0,1
90001127,001,389,U31171508_BRG_RDE,BRG ROD END,EAM_TYPE,MALE,0,0,1
90001127,001,389,U31171508_BRG_RDE,BRG ROD END,EAM_HAND,LH,0,0,1
90001128,001,389,U31171508_BRG_RDE,BRG ROD END,EAM_BORE_MM,,12,0,1
90001128,001,389,U31171508_BRG_RDE,BRG ROD END,EAM_TYPE,MALE,0,0,1
90001128,001,389,U31171508_BRG_RDE,BRG ROD END,EAM_HAND,LH,0,0,1
90001129,001,389,U31171508_BRG_RDE,BRG ROD END,EAM_BORE_MM,,8,0,1
90001129,001,389,U31171508_BRG_RDE,BRG ROD END,EAM_TYPE,MALE,0,0,1
90001129,001,389,U31171508_BRG_RDE,BRG ROD END,EAM_HAND,RH,0,0,1
90001130,001,389,U31171508_BRG_RDE,BRG ROD END,EAM_BORE_MM,,8,0,1
90001130,001,389,U31171508_BRG_RDE,BRG ROD END,EAM_TYPE,MALE,0,0,1
90001130,001,389,U31171508_BRG_RDE,BRG ROD END,EAM_HAND,LH,0,0,1
90001131,001,389,U31171508_BRG_RDE,BRG ROD END,EAM_BORE_MM,,16,0,1
90001131,001,389,U31171508_BRG_RDE,BRG ROD END,EAM_TYPE,MALE,0,0,1
90001131,001,389,U31171508_BRG_RDE,BRG ROD END,EAM_HAND,RH,0,0,1
90001132,001,389,U31171508_BRG_RDE,BRG ROD END,EAM_BORE_MM,,16,0,1
90001132,001,389,U31171508_BRG_RDE,BRG ROD END,EAM_TYPE,MALE,0,0,1
90001132,001,389,U31171508_BRG_RDE,BRG ROD END,EAM_HAND,LH,0,0,1
90001133,001,389,U31171508_BRG_RDE,BRG ROD END,EAM_BORE_MM,,16,0,1
90001133,001,389,U31171508_BRG_RDE,BRG ROD END,EAM_TYPE,FEMALE,0,0,1
90001134,001,389,U31171508_BRG_RDE,BRG ROD END,EAM_BORE_MM,,16,0,1
90001134,001,389,U31171508_BRG_RDE,BRG ROD END,EAM_HAND,RH,0,0,1
90001135,001,389,U31171508_BRG_RDE,BRG ROD END,EAM_BORE_MM,,16,0,1
90001135,001,389,U31171508_BRG_RDE,BRG ROD END,EAM_HAND,LH,0,0,1
90001136,001,389,U31171508_BRG_RDE,BRG ROD END,EAM_BORE_MM,,16,0,1
90001136,001,389,U31171508_BRG_RDE,BRG ROD END,EAM_TYPE,MALE,0,0,1
90001136,001,389,U31171508_BRG_RDE,BRG ROD END,EAM_HAND,RH,0,0,1
90001137,001,389,U31171508_BRG_RDE,BRG ROD END,EAM_BORE_MM,,20,0,1
90001137,001,389,U31171508_BRG_RDE,BRG ROD END,EAM_TYPE,FEMALE,0,0,1
90001137,001,389,U31171508_BRG_RDE,BRG ROD END,EAM_HAND,RH,0,0,1
90001138,001,389,U31171508_BRG_RDE,BRG ROD END,EAM_BORE_MM,,20,0,1
90001138,001,389,U31171508_BRG_RDE,BRG ROD END,EAM_HAND,LH,0,0,1
90001139,001,389,U31171508_BRG_RDE,BRG ROD END,EAM_BORE_MM,,12,0,1
90001139,001,389,U31171508_BRG_RDE,BRG ROD END,EAM_HAND,RH,0,0,1
90001139,001,389,U31171508_BRG_RDE,BRG ROD END,EAM_STYLE,FEMALE,0,0,1
90001224,001,389,U31171508_BRG_RDE,BRG ROD END,EAM_BORE_MM,,10,0,1
90001224,001,389,U31171508_BRG_RDE,BRG ROD END,EAM_TYPE,FEMALE,0,0,1
90001224,001,389,U31171508_BRG_RDE,BRG ROD END,EAM_HAND,RH,0,0,1
90002109,001,389,U31171508_BRG_RDE,BRG ROD END,EAM_BORE_MM,,6,0,1
90002109,001,389,U31171508_BRG_RDE,BRG ROD END,EAM_HAND,RH,0,0,1
90002110,001,389,U31171508_BRG_RDE,BRG ROD END,EAM_BORE_MM,,16,0,1
90002110,001,389,U31171508_BRG_RDE,BRG ROD END,EAM_HAND,RH,0,0,1
90002111,001,389,U31171508_BRG_RDE,BRG ROD END,EAM_BORE_MM,,16,0,1
90002111,001,389,U31171508_BRG_RDE,BRG ROD END,EAM_HAND,LH,0,0,1
90006999,001,389,U31171508_BRG_RDE,BRG ROD END,EAM_BORE_INCH_1,,0.38,0,1
90008005,001,389,U31171508_BRG_RDE,BRG ROD END,EAM_BORE_MM,,5,0,1
90008005,001,389,U31171508_BRG_RDE,BRG ROD END,EAM_THREAD_SIZE_MM,,5,0,1
90008005,001,389,U31171508_BRG_RDE,BRG ROD END,EAM_TYPE,SPHERICAL,0,0,1
90008005,001,389,U31171508_BRG_RDE,BRG ROD END,EAM_STYLE,MALE ROD END,0,0,1
90008453,001,389,U31171508_BRG_RDE,BRG ROD END,EAM_RELUBRICATABLE,RELUBRICATABLE,0,0,1
90008453,001,389,U31171508_BRG_RDE,BRG ROD END,EAM_THREAD_SIZE_INCH,,0.75,0,1
90008453,001,389,U31171508_BRG_RDE,BRG ROD END,EAM_TYPE,SPHERICAL,0,0,1
90008453,001,389,U31171508_BRG_RDE,BRG ROD END,EAM_STYLE,FEMALE,0,0,1
90008453,001,389,U31171508_BRG_RDE,BRG ROD END,EAM_BORE_INCH_1,,0.75,0,1
90010549,001,389,U31171508_BRG_RDE,BRG ROD END,EAM_BORE_MM,,10,0,1
90010549,001,389,U31171508_BRG_RDE,BRG ROD END,EAM_THREAD_SIZE_MM,,10,0,1
90010549,001,389,U31171508_BRG_RDE,BRG ROD END,EAM_HAND,RH,0,0,1
90010563,001,389,U31171508_BRG_RDE,BRG ROD END,EAM_BORE_MM,,14,0,1
90010563,001,389,U31171508_BRG_RDE,BRG ROD END,EAM_TYPE,PLAIN,0,0,1
90000124,001,391,U31171603_BSH,BUSHING,EAM_FLANGE_OD_INCH,,0.63,0,1
90000124,001,391,U31171603_BSH,BUSHING,EAM_FLANGE_THICKNESS_INCH,,0.12,0,1
90000124,001,391,U31171603_BSH,BUSHING,EAM_DIAMETER_INCH,,0.5,0,1
90000124,001,391,U31171603_BSH,BUSHING,EAM_LENGTH_INCH,,0.5,0,1
90000125,001,391,U31171603_BSH,BUSHING,EAM_FLANGE_OD_INCH,,0.75,0,1
90000125,001,391,U31171603_BSH,BUSHING,EAM_FLANGE_THICKNESS_INCH,,0.12,0,1
90000125,001,391,U31171603_BSH,BUSHING,EAM_DIAMETER_INCH,,0.63,0,1
90000125,001,391,U31171603_BSH,BUSHING,EAM_LENGTH_INCH,,0.63,0,1
90000126,001,391,U31171603_BSH,BUSHING,EAM_FLANGE_OD_INCH,,1.25,0,1
90000126,001,391,U31171603_BSH,BUSHING,EAM_DIAMETER_INCH,,1,0,1
90000126,001,391,U31171603_BSH,BUSHING,EAM_LENGTH_INCH,,1,0,1
90000127,001,391,U31171603_BSH,BUSHING,EAM_LENGTH_MM,,25,0,1
90000128,001,391,U31171603_BSH,BUSHING,EAM_DIAMETER_MM,,40,0,1
90000129,001,391,U31171603_BSH,BUSHING,EAM_FLANGE_OD_MM,,34,0,1
90000129,001,391,U31171603_BSH,BUSHING,EAM_DIAMETER_MM,,30,0,1
90000129,001,391,U31171603_BSH,BUSHING,EAM_LENGTH_MM,,30,0,1
90000130,001,391,U31171603_BSH,BUSHING,EAM_FLANGE_OD_MM,,39,0,1
90000130,001,391,U31171603_BSH,BUSHING,EAM_FLANGE_THICKNESS_MM,,2,0,1
90000130,001,391,U31171603_BSH,BUSHING,EAM_DIAMETER_MM,,35,0,1
90000130,001,391,U31171603_BSH,BUSHING,EAM_LENGTH_MM,,7,0,1
90000131,001,391,U31171603_BSH,BUSHING,EAM_LENGTH_MM,,14,0,1
90000542,001,391,U31171603_BSH,BUSHING,EAM_DIAMETER_MM,,30,0,1
90000542,001,391,U31171603_BSH,BUSHING,EAM_LENGTH_MM,,30,0,1
90000543,001,391,U31171603_BSH,BUSHING,EAM_DIAMETER_MM,,30,0,1
90000689,001,391,U31171603_BSH,BUSHING,EAM_FLANGE_OD_MM,,18,0,1
90000689,001,391,U31171603_BSH,BUSHING,EAM_DIAMETER_MM,,12,0,1
90000689,001,391,U31171603_BSH,BUSHING,EAM_LENGTH_MM,,8,0,1
90000690,001,391,U31171603_BSH,BUSHING,EAM_FLANGE_OD_INCH,,0.75,0,1
90000690,001,391,U31171603_BSH,BUSHING,EAM_DIAMETER_INCH,,0.38,0,1
90000690,001,391,U31171603_BSH,BUSHING,EAM_LENGTH_INCH,,0.12,0,1
90000691,001,391,U31171603_BSH,BUSHING,EAM_FLANGE_OD_MM,,32,0,1
90000691,001,391,U31171603_BSH,BUSHING,EAM_DIAMETER_MM,,25,0,1
90000691,001,391,U31171603_BSH,BUSHING,EAM_LENGTH_MM,,20,0,1
90000692,001,391,U31171603_BSH,BUSHING,EAM_FLANGE_OD_MM,,13,0,1
90000692,001,391,U31171603_BSH,BUSHING,EAM_DIAMETER_MM,,10,0,1
90000692,001,391,U31171603_BSH,BUSHING,EAM_LENGTH_MM,,8,0,1
90000693,001,391,U31171603_BSH,BUSHING,EAM_DIAMETER_INCH,,1.25,0,1
90000694,001,391,U31171603_BSH,BUSHING,EAM_DIAMETER_INCH,,1,0,1
90000695,001,391,U31171603_BSH,BUSHING,EAM_DIAMETER_MM,,70,0,1
90000698,001,391,U31171603_BSH,BUSHING,EAM_DIAMETER_MM,,15,0,1
90000698,001,391,U31171603_BSH,BUSHING,EAM_LENGTH_MM,,15,0,1
90000700,001,391,U31171603_BSH,BUSHING,EAM_FLANGE_OD_INCH,,1.25,0,1
90000700,001,391,U31171603_BSH,BUSHING,EAM_DIAMETER_INCH,,1,0,1
90000700,001,391,U31171603_BSH,BUSHING,EAM_LENGTH_INCH,,0.75,0,1
90000701,001,391,U31171603_BSH,BUSHING,EAM_FLANGE_OD_INCH,,1.12,0,1
90000701,001,391,U31171603_BSH,BUSHING,EAM_DIAMETER_INCH,,1,0,1
90000701,001,391,U31171603_BSH,BUSHING,EAM_LENGTH_INCH,,0.75,0,1
90000707,001,391,U31171603_BSH,BUSHING,EAM_FLANGE_OD_MM,,39,0,1
90000707,001,391,U31171603_BSH,BUSHING,EAM_DIAMETER_MM,,35,0,1
90000707,001,391,U31171603_BSH,BUSHING,EAM_LENGTH_MM,,26,0,1
90000709,001,391,U31171603_BSH,BUSHING,EAM_FLANGE_OD_MM,,14,0,1
90000709,001,391,U31171603_BSH,BUSHING,EAM_DIAMETER_MM,,10,0,1
90001238,001,391,U31171603_BSH,BUSHING,EAM_DIAMETER_MM,,180,0,1
90001238,001,391,U31171603_BSH,BUSHING,EAM_LENGTH_MM,,100,0,1
90002149,001,391,U31171603_BSH,BUSHING,EAM_DIAMETER_MM,,30,0,1
90007098,001,391,U31171603_BSH,BUSHING,EAM_DIAMETER_INCH,,0.38,0,1
90007098,001,391,U31171603_BSH,BUSHING,EAM_LENGTH_INCH_1,,1.75,0,1
90007099,001,391,U31171603_BSH,BUSHING,EAM_MATERIAL,BRASS,0,0,1
90007117,001,391,U31171603_BSH,BUSHING,EAM_DIAMETER_INCH,,1,0,1
90007117,001,391,U31171603_BSH,BUSHING,EAM_TYPE,DU,0,0,1
90007117,001,391,U31171603_BSH,BUSHING,EAM_MATERIAL,PTFE,0,0,1
90007117,001,391,U31171603_BSH,BUSHING,EAM_LENGTH_INCH_1,,0.38,0,1
90007118,001,391,U31171603_BSH,BUSHING,EAM_TYPE,DU,0,0,1
90007119,001,391,U31171603_BSH,BUSHING,EAM_TYPE,DU,0,0,1
90007120,001,391,U31171603_BSH,BUSHING,EAM_TYPE,DU,0,0,1
90007121,001,391,U31171603_BSH,BUSHING,EAM_DIAMETER_INCH,,1.25,0,1
90007121,001,391,U31171603_BSH,BUSHING,EAM_TYPE,DU,0,0,1
90007121,001,391,U31171603_BSH,BUSHING,EAM_LENGTH_INCH_1,,0.75,0,1
90007122,001,391,U31171603_BSH,BUSHING,EAM_DIAMETER_INCH,,0.75,0,1
90007122,001,391,U31171603_BSH,BUSHING,EAM_TYPE,DU,0,0,1
90007122,001,391,U31171603_BSH,BUSHING,EAM_LENGTH_INCH_1,,1,0,1
90007123,001,391,U31171603_BSH,BUSHING,EAM_DIAMETER_INCH,,3.5,0,1
90007123,001,391,U31171603_BSH,BUSHING,EAM_TYPE,DU,0,0,1
90007123,001,391,U31171603_BSH,BUSHING,EAM_LENGTH_INCH_1,,2,0,1
90007879,001,391,U31171603_BSH,BUSHING,EAM_FLANGE_THICKNESS_INCH,,0.05,0,1
90007879,001,391,U31171603_BSH,BUSHING,EAM_DIAMETER_INCH,,0.63,0,1
90007879,001,391,U31171603_BSH,BUSHING,EAM_TYPE,FLANGED,0,0,1
90007879,001,391,U31171603_BSH,BUSHING,EAM_LENGTH_INCH_1,,0.5,0,1
90007881,001,391,U31171603_BSH,BUSHING,EAM_FLANGE_OD_INCH,,1,0,1
90007881,001,391,U31171603_BSH,BUSHING,EAM_DIAMETER_INCH,,0.63,0,1
90007881,001,391,U31171603_BSH,BUSHING,EAM_TYPE,KEY,0,0,1
90007881,001,391,U31171603_BSH,BUSHING,EAM_LENGTH_INCH_1,,1.125,0,1
90007882,001,391,U31171603_BSH,BUSHING,EAM_FLANGE_OD_INCH,,3,0,1
90007882,001,391,U31171603_BSH,BUSHING,EAM_FLANGE_THICKNESS_INCH,,0.41,0,1
90007882,001,391,U31171603_BSH,BUSHING,EAM_DIAMETER_INCH,,1.69,0,1
90007882,001,391,U31171603_BSH,BUSHING,EAM_TYPE,SPLIT,0,0,1
90007882,001,391,U31171603_BSH,BUSHING,EAM_MATERIAL,SINTERED STL,0,0,1
90007882,001,391,U31171603_BSH,BUSHING,EAM_LENGTH_INCH_1,,1.94,0,1
90007883,001,391,U31171603_BSH,BUSHING,EAM_FLANGE_OD_INCH,,3,0,1
90007883,001,391,U31171603_BSH,BUSHING,EAM_FLANGE_THICKNESS_INCH,,0.41,0,1
90007883,001,391,U31171603_BSH,BUSHING,EAM_DIAMETER_INCH,,1,0,1
90007883,001,391,U31171603_BSH,BUSHING,EAM_TYPE,SPLIT,0,0,1
90007883,001,391,U31171603_BSH,BUSHING,EAM_MATERIAL,SINTERED STL,0,0,1
90007883,001,391,U31171603_BSH,BUSHING,EAM_LENGTH_INCH_1,,1.94,0,1
90007884,001,391,U31171603_BSH,BUSHING,EAM_FLANGE_OD_INCH,,3,0,1
90007884,001,391,U31171603_BSH,BUSHING,EAM_FLANGE_THICKNESS_INCH,,0.41,0,1
90007884,001,391,U31171603_BSH,BUSHING,EAM_DIAMETER_INCH,,1.25,0,1
90007884,001,391,U31171603_BSH,BUSHING,EAM_TYPE,SPLIT,0,0,1
90007884,001,391,U31171603_BSH,BUSHING,EAM_MATERIAL,SINTERED STL,0,0,1
90007884,001,391,U31171603_BSH,BUSHING,EAM_LENGTH_INCH_1,,1.94,0,1
90007885,001,391,U31171603_BSH,BUSHING,EAM_FLANGE_OD_INCH,,2,0,1
90007885,001,391,U31171603_BSH,BUSHING,EAM_FLANGE_THICKNESS_INCH,,0.31,0,1
90007885,001,391,U31171603_BSH,BUSHING,EAM_DIAMETER_MM,,20,0,1
90007885,001,391,U31171603_BSH,BUSHING,EAM_TYPE,QUICK DISCONNCT,0,0,1
90007885,001,391,U31171603_BSH,BUSHING,EAM_MATERIAL,DUCTILE IRON,0,0,1
90007885,001,391,U31171603_BSH,BUSHING,EAM_LENGTH_INCH_1,,1,0,1
90007886,001,391,U31171603_BSH,BUSHING,EAM_FLANGE_THICKNESS_INCH,,0.5,0,1
90007886,001,391,U31171603_BSH,BUSHING,EAM_DIAMETER_INCH,,1.69,0,1
90007886,001,391,U31171603_BSH,BUSHING,EAM_TYPE,QUICK DISCONNCT,0,0,1
90007886,001,391,U31171603_BSH,BUSHING,EAM_MATERIAL,DUCTILE IRON,0,0,1
90007886,001,391,U31171603_BSH,BUSHING,EAM_LENGTH_INCH_1,,1.81,0,1
90007887,001,391,U31171603_BSH,BUSHING,EAM_DIAMETER_MM,,25,0,1
90010599,001,391,U31171603_BSH,BUSHING,EAM_DIAMETER_MM,,32,0,1
90010599,001,391,U31171603_BSH,BUSHING,EAM_LENGTH_MM,,50,0,1
90010691,001,391,U31171603_BSH,BUSHING,EAM_MATERIAL,CERAMIC,0,0,1
90000890,001,392,U31282235_RLL_STE,ROLL STEEL EMBOSSER,EAM_CORE_MATERIAL,STEEL,0,0,1
90000890,001,392,U31282235_RLL_STE,ROLL STEEL EMBOSSER,EAM_OUTSIDE_DIAMETER_INCH,,18,0,1
90000890,001,392,U31282235_RLL_STE,ROLL STEEL EMBOSSER,EAM_LENGTH_INCH,,130,0,1
90000891,001,392,U31282235_RLL_STE,ROLL STEEL EMBOSSER,EAM_OUTSIDE_DIAMETER_INCH,,18,0,1
90000891,001,392,U31282235_RLL_STE,ROLL STEEL EMBOSSER,EAM_LENGTH_INCH,,105,0,1
90000892,001,392,U31282235_RLL_STE,ROLL STEEL EMBOSSER,EAM_OUTSIDE_DIAMETER_INCH,,18,0,1
90000892,001,392,U31282235_RLL_STE,ROLL STEEL EMBOSSER,EAM_LENGTH_INCH,,105,0,1
90001712,001,392,U31282235_RLL_STE,ROLL STEEL EMBOSSER,EAM_OUTSIDE_DIAMETER_INCH,,18,0,1
90001712,001,392,U31282235_RLL_STE,ROLL STEEL EMBOSSER,EAM_LENGTH_INCH,,130,0,1
90000443,001,394,U39121528_SNS_PHT,SENSOR PHOTOELECTRIC,EAM_SENSING_DISTANCE_MM,,5000,0,1
90001570,001,394,U39121528_SNS_PHT,SENSOR PHOTOELECTRIC,EAM_OPERATING_VOLTAGE,,30,0,1
90001570,001,394,U39121528_SNS_PHT,SENSOR PHOTOELECTRIC,EAM_TYPE,LASER,0,0,1
90001573,001,394,U39121528_SNS_PHT,SENSOR PHOTOELECTRIC,EAM_OPERATING_VOLTAGE,,24,0,1
90002696,001,394,U39121528_SNS_PHT,SENSOR PHOTOELECTRIC,EAM_OPERATING_VOLTAGE,,24,0,1
90002696,001,394,U39121528_SNS_PHT,SENSOR PHOTOELECTRIC,EAM_SENSING_DISTANCE_MM,,18,0,1
90002697,001,394,U39121528_SNS_PHT,SENSOR PHOTOELECTRIC,EAM_OPERATING_VOLTAGE,,30,0,1
90002697,001,394,U39121528_SNS_PHT,SENSOR PHOTOELECTRIC,EAM_SENSING_DISTANCE_INCH,,4,0,1
90002698,001,394,U39121528_SNS_PHT,SENSOR PHOTOELECTRIC,EAM_SENSING_DISTANCE_MM,,50,0,1
90002699,001,394,U39121528_SNS_PHT,SENSOR PHOTOELECTRIC,EAM_OPERATING_VOLTAGE,,30,0,1
90002699,001,394,U39121528_SNS_PHT,SENSOR PHOTOELECTRIC,EAM_SENSING_DISTANCE_MM,,20000,0,1
90002700,001,394,U39121528_SNS_PHT,SENSOR PHOTOELECTRIC,EAM_CONNECTION,4 PIN,0,0,1
90002700,001,394,U39121528_SNS_PHT,SENSOR PHOTOELECTRIC,EAM_OPERATING_VOLTAGE,,30,0,1
90002700,001,394,U39121528_SNS_PHT,SENSOR PHOTOELECTRIC,EAM_SENSING_DISTANCE_MM,,15000,0,1
90002701,001,394,U39121528_SNS_PHT,SENSOR PHOTOELECTRIC,EAM_OPERATING_VOLTAGE,,30,0,1
90002701,001,394,U39121528_SNS_PHT,SENSOR PHOTOELECTRIC,EAM_SENSING_DISTANCE_MM,,450,0,1
90002702,001,394,U39121528_SNS_PHT,SENSOR PHOTOELECTRIC,EAM_CONNECTION,4 PIN,0,0,1
90002702,001,394,U39121528_SNS_PHT,SENSOR PHOTOELECTRIC,EAM_OPERATING_VOLTAGE,,30,0,1
90002703,001,394,U39121528_SNS_PHT,SENSOR PHOTOELECTRIC,EAM_OPERATING_VOLTAGE,,30,0,1
90002703,001,394,U39121528_SNS_PHT,SENSOR PHOTOELECTRIC,EAM_SENSING_DISTANCE_INCH,,32,0,1
