MATNR,VKORG,VTWEG,WERKS,LGORT,LGNUM,LGTYP,DISPR,MBRSH,MTART,MAKTX_FR,MAKTX_EN,MEINS,MATKL,BISMT,SPART,PRDHA,MSTAE,MSTDE,MTPOS_MARA,BRGEW,NTGEW,GEWEI,VOLUM,VOLEH,GROES,MAGRV,SATNR,NA,KLART,CLASS,ZER0A,VRKME,MEGRU,MSTAV,MSTDV,VMSTA,VMSTD,SKTOF,ALAND,TATYP,TAXM1,SCMNG,SCHME,RDPRF,VERSG,KONDM,KTGRM,MTPOS,PMATN,PRODH,MVGR1,MTVFP,XCHPF,TRAGR,LADGR,VHART,ERGEW,ERGEI,GEWTO,XMCNG,PRCTR,STAWN,MTVER,HERKL,HERKR,ZEROB,BSTME,VABME,EKGRP,MMSTA,MMSTD,TAXIM,KAUTB,EKWSL,WEBAZ,ZEROC,ZEROD,DISGR,MAABC,DISMM,MINBE,FXHOR,DISPO,DISLS,BSTMI,BSTMA,BSTFE,MABST,BSTRF,BESKZ,SOBSL,LGPRO,RGEKZ,LGFSB,KZKUP,SCHGT,DZEIT,PLIFZ,MRPPP,FHORI,EISBE,PERKZ,STRGR,VRMOD,VINT1,VINT2,MISKZ,WZEIT,STDPD,NA_B,NA_C,ALTSL,KAUSF,SBDKZ,AHDIS,LSOBS,PRMOD,PERAN,ANZPR,KZINI,SIGGR,MODAV,AUSME,FEVOR,SFCPF,UEETK,LGPBE,RAUBE,ABCIN,ETIAR,ETIFO,IPRKZ,LOGGR,LVSME,VOMEM,LTKZA,LTKZE,LGBKZ,BSSKZ,LHMG1,LHME1,LETY1,LGPLA,BWKEY,BWTTY,BKLAS,MLMAA,MLAST,VERPR_EN,VERPR_FR,PEINH,VPRSV,NCOST,EKALR,HRKFT,HKMAT,KOSGR,AWSLS,LOSGR,MEINH,KZWSM,DPCBT,XPRGI,XGRDT,ATNAM,ATWRT,MSEHL,XFHDW,XPCBU,ZEROE,ZEROF,SERNP,PCMC,MFRNR,MFRPN
,,,2771,7000,,,,Z,ZER2,CIRCUIT BOARD VALCO 151XX457,CARTE IMPRIMEE VALCO 151XX457,EA,U31162313,,,,,,,,,KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,,,,,,,,,2771,,,,,,,,295,,,,,,1,,,9000,A,PD,,,900,EX,,,,,,F,,7000,,7000,,,,7,,001,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,A,CX,CA,D,,,,,,,,,,,,2771,,3040,X,2,,0.01,1,V,,,,,,,,,,,,,,,,,,,,,VALCO MELTON / 151XX457,VALCO MELTON,151xx457
,,,2771,7000,,,,Z,ZER2,MAIN BOARD VALCO 151XX625,CARTE MERE VALCO 151XX625,EA,U31162313,,,,,,,,,KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,,,,,,,,,2771,,,,,,,,295,,,,,,1,,,9000,A,PD,,,900,EX,,,,,,F,,7000,,7000,,,,7,,001,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,A,CX,CA,D,,,,,,,,,,,,2771,,3040,X,2,,0.01,1,V,,,,,,,,,,,,,,,,,,,,,VALCO MELTON / 151XX625,VALCO MELTON,151xx625
,,,2771,7000,,,,Z,ZER2,VALCE SOLENOID AIR 3W VALCO 411XX434,ELECTROVANNE AIR 3V VALCO 411XX434,EA,U40141605,,,,,,,,,KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,,,,,,,,,2771,,,,,,,,295,,,,,,1,,,9000,A,PD,,,900,EX,,,,,,F,,7000,,7000,,,,7,,001,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,A,CX,CA,D,,,,,,,,,,,,2771,,3040,X,2,,0.01,1,V,,,,,,,,,,,,,,,,,,,,,VALCO MELTON / 411XX434,VALCO MELTON,411xx434
,,,2771,7000,,,,Z,ZER2,SLIDE BEARING VALVE VALCO 583XX258,TIROIR VALVE VALCO 583XX258,EA,U31162313,,,,,,,,,KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,,,,,,,,,2771,,,,,,,,295,,,,,,1,,,9000,A,PD,,,900,EX,,,,,,F,,7000,,7000,,,,7,,001,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,A,CX,CA,D,,,,,,,,,,,,2771,,3040,X,2,,0.01,1,V,,,,,,,,,,,,,,,,,,,,,VALCO MELTON / 583XX258,VALCO MELTON,583xx258
,,,2771,7000,,,,Z,ZER2,CARTRIDGE ASSY VALVE VALCO 583XX601,CARTOUCHE VALVE VALCO 583XX601,EA,U31162313,,,,,,,,,KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,,,,,,,,,2771,,,,,,,,295,,,,,,1,,,9000,A,PD,,,900,EX,,,,,,F,,7000,,7000,,,,7,,001,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,A,CX,CA,D,,,,,,,,,,,,2771,,3040,X,2,,0.01,1,V,,,,,,,,,,,,,,,,,,,,,VALCO MELTON / 583XX601,VALCO MELTON,583xx601
,,,2771,7000,,,,Z,ZER2,REGULATOR PRESSURE VALCO 593XX408,REGULATEUR PRESSION VALCO 593XX408,EA,U27131603,,,,,,,,,KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,,,,,,,,,2771,,,,,,,,295,,,,,,1,,,9000,A,PD,,,900,EX,,,,,,F,,7000,,7000,,,,7,,001,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,A,CX,CA,D,,,,,,,,,,,,2771,,3040,X,2,,0.01,1,V,,,,,,,,,,,,,,,,,,,,,VALCO MELTON / 593XX408,VALCO MELTON,593xx408
,,,2771,7000,,,,Z,ZER2,BOWL ASSY  VALCO 593XX411,CORPS REDRESSEUR VALCO 593XX411,EA,U31162313,,,,,,,,,KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,,,,,,,,,2771,,,,,,,,295,,,,,,1,,,9000,A,PD,,,900,EX,,,,,,F,,7000,,7000,,,,7,,001,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,A,CX,CA,D,,,,,,,,,,,,2771,,3040,X,2,,0.01,1,V,,,,,,,,,,,,,,,,,,,,,VALCO MELTON / 593XX411,VALCO MELTON,593xx411
,,,2771,7000,,,,Z,ZER2,APPLICATOR GLUEHEAD 1IN VALCO 661XX005,APPLICATEUR COLLE 1PO VALCO 661XX005,EA,U31162313,,,,,,,,,KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,,,,,,,,,2771,,,,,,,,295,,,,,,1,,,9000,A,PD,,,900,EX,,,,,,F,,7000,,7000,,,,7,,001,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,A,CX,CA,D,,,,,,,,,,,,2771,,3040,X,2,,0.01,1,V,,,,,,,,,,,,,,,,,,,,,VALCO MELTON / 661XX005,VALCO MELTON,661xx005
,,,2771,7000,,,,Z,ZER2,APPLICATOR GLUEHEAD 1.5IN VALCO 661XX007,APPLICATEUR COLLE 1.5PO VALCO 661XX007,EA,U31162313,,,,,,,,,KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,,,,,,,,,2771,,,,,,,,295,,,,,,1,,,9000,A,PD,,,900,EX,,,,,,F,,7000,,7000,,,,7,,001,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,A,CX,CA,D,,,,,,,,,,,,2771,,3040,X,2,,0.01,1,V,,,,,,,,,,,,,,,,,,,,,VALCO MELTON / 661XX007,VALCO MELTON,661xx007
,,,2771,7000,,,,Z,ZER2,APPLICATOR GLUEHEAD 2IN VALCO 661XX009,APPLICATEUR COLLE 2PO VALCO 661XX009,EA,U31162313,,,,,,,,,KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,,,,,,,,,2771,,,,,,,,295,,,,,,1,,,9000,A,PD,,,900,EX,,,,,,F,,7000,,7000,,,,7,,001,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,A,CX,CA,D,,,,,,,,,,,,2771,,3040,X,2,,0.01,1,V,,,,,,,,,,,,,,,,,,,,,VALCO MELTON / 661XX009,VALCO MELTON,661xx009
,,,2771,7000,,,,Z,ZER2,APPLICATOR GLUEHEAD 2.5IN VALCO 661XX011,APPLICATEUR COLLE 2.5PO VALCO 661XX011,EA,U31162313,,,,,,,,,KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,,,,,,,,,2771,,,,,,,,295,,,,,,1,,,9000,A,PD,,,900,EX,,,,,,F,,7000,,7000,,,,7,,001,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,A,CX,CA,D,,,,,,,,,,,,2771,,3040,X,2,,0.01,1,V,,,,,,,,,,,,,,,,,,,,,VALCO MELTON / 661XX011,VALCO MELTON,661xx011
,,,2771,7000,,,,Z,ZER2,VALVE SOLENOID GLUE ASSY VALCO 704XX874,ELECTROVANNE COLLE VALCO 704XX874,EA,U40141605,,,,,,,,,KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,,,,,,,,,2771,,,,,,,,295,,,,,,1,,,9000,A,PD,,,900,EX,,,,,,F,,7000,,7000,,,,7,,001,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,A,CX,CA,D,,,,,,,,,,,,2771,,3040,X,2,,0.01,1,V,,,,,,,,,,,,,,,,,,,,,VALCO MELTON / 704XX874,VALCO MELTON,704xx874
,,,2771,7000,,,,Z,ZER2,MAINTENANCE KIT VALVE VALCO 704XX968,KIT ENTRETIEN VALVE VALCO 704XX968,EA,U31162313,,,,,,,,,KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,,,,,,,,,2771,,,,,,,,295,,,,,,1,,,9000,A,PD,,,900,EX,,,,,,F,,7000,,7000,,,,7,,001,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,A,CX,CA,D,,,,,,,,,,,,2771,,3040,X,2,,0.01,1,V,,,,,,,,,,,,,,,,,,,,,VALCO MELTON / 704XX968,VALCO MELTON,704xx968
,,,2771,7000,,,,Z,ZER2,REPAIR KIT VALVE VALCO 707XX443,KIT REPARATION VALVE VALCO 707XX443,EA,U31162313,,,,,,,,,KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,,,,,,,,,2771,,,,,,,,295,,,,,,1,,,9000,A,PD,,,900,EX,,,,,,F,,7000,,7000,,,,7,,001,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,A,CX,CA,D,,,,,,,,,,,,2771,,3040,X,2,,0.01,1,V,,,,,,,,,,,,,,,,,,,,,VALCO MELTON / 707XX443,VALCO MELTON,707xx443
,,,2771,7000,,,,Z,ZER2,O-RING FILTER CAP VALCO 745XX059,JOINT TORIQUE CAP FILTRE VALCO 745XX059,EA,U31181506,,,,,,,,,KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,,,,,,,,,2771,,,,,,,,295,,,,,,1,,,9000,A,PD,,,900,EX,,,,,,F,,7000,,7000,,,,7,,001,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,A,CX,CA,D,,,,,,,,,,,,2771,,3040,X,2,,0.01,1,V,,,,,,,,,,,,,,,,,,,,,VALCO MELTON / 745XX059,VALCO MELTON,745xx059
,,,2771,7000,,,,Z,ZER2,SWIVEL FEMALE 10/PK VALCO 750XX020,EMBOUT TOURN FM 10/PK VALCO 750XX020,EA,U23153103,,,,,,,,,KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,,,,,,,,,2771,,,,,,,,295,,,,,,1,,,9000,A,PD,,,900,EX,,,,,,F,,7000,,7000,,,,7,,001,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,A,CX,CA,D,,,,,,,,,,,,2771,,3040,X,2,,0.01,1,V,,,,,,,,,,,,,,,,,,,,,VALCO MELTON / 750XX020,VALCO MELTON,750xx020
,,,2771,7000,,,,Z,ZER2,SWIVEL MALE 10/PK VALCO 750XX022,EMBOUT TOURNANT ML 10/PK VALCO 750XX022,EA,U31162313,,,,,,,,,KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,,,,,,,,,2771,,,,,,,,295,,,,,,1,,,9000,A,PD,,,900,EX,,,,,,F,,7000,,7000,,,,7,,001,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,A,CX,CA,D,,,,,,,,,,,,2771,,3040,X,2,,0.01,1,V,,,,,,,,,,,,,,,,,,,,,VALCO MELTON / 750XX022,VALCO MELTON,750xx022
,,,2771,7000,,,,Z,ZER2,STOPPER MALE 10/PK VALCO 750XX024,BOUCHON MALE 10/PK VALCO 750XX024,EA,U23153103,,,,,,,,,KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,,,,,,,,,2771,,,,,,,,295,,,,,,1,,,9000,A,PD,,,900,EX,,,,,,F,,7000,,7000,,,,7,,001,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,A,CX,CA,D,,,,,,,,,,,,2771,,3040,X,2,,0.01,1,V,,,,,,,,,,,,,,,,,,,,,VALCO MELTON / 750XX024,VALCO MELTON,750xx024
,,,2771,7000,,,,Z,ZER2,FITTING ADAPTER ASSY VALCO 752XX036,RACC ADAPTATEUR ASSEMB VALCO 752XX036,EA,U31162313,,,,,,,,,KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,,,,,,,,,2771,,,,,,,,295,,,,,,1,,,9000,A,PD,,,900,EX,,,,,,F,,7000,,7000,,,,7,,001,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,A,CX,CA,D,,,,,,,,,,,,2771,,3040,X,2,,0.01,1,V,,,,,,,,,,,,,,,,,,,,,VALCO MELTON / 752XX036,VALCO MELTON,752xx036
