Material,Description,Configurable,Manufacturer,Mfr Part Number,Material Type,Material Group,MATL GROUP,MATERIAL_SHORT_DESCRIPTION,DUPLICATE_REFERENCE,MANUFACTURER/VENDOR,VENDOR1.x,VENDOR2.x,PART_NUMBER,BRAND,MANUFACTURER/ VENDOR,FinalVendorName,VENDOR,VENDOR1.y,VENDOR2.y,VENDOR PART #,STATUS,Z011.VENDOR,Z011.NAME,Z011.dist
90010166,BELT MHI YGF0029-E,NA,50150,YGF0029-E,ZER2,U26111801,U26111801,BELT MHI YGF0029-E,GRP-ED-167,MHI,MHI,NA,YGF0029-E,NA,Manufacturer,MHI,NA,NA,NA,NA,NA,50150,MHI,0
90010167,BELT MHI YSE4225-J,NA,50150,YSE4225-J,ZER2,U26111801,U26111801,BELT MHI YSE4225-J,NA,MHI,MHI,NA,YSE4225-J,NA,Manufacturer,MHI,NA,NA,NA,NA,NA,50150,MHI,0
90010168,BELT MHI YGE4946-F,NA,50150,YGE4946-F,ZER2,U26111801,U26111801,BELT MHI YGE4946-F,GRP-ED-161,MHI,MHI,NA,YGE4946-F,NA,Manufacturer,MHI,NA,NA,NA,NA,NA,50150,MHI,0
90010169,BELT MHI B-75,NA,50150,B-75,ZER2,U26111801,U26111801,BELT MHI B-75,NA,MHI,MHI,NA,B-75,NA,Manufacturer,MHI,NA,NA,NA,NA,NA,50150,MHI,0
90010170,BELT MHI YFH5457,NA,50150,YFH5457,ZER2,U26111801,U26111801,BELT MHI YFH5457,NA,MHI,MHI,NA,YFH5457,NA,Manufacturer,MHI,NA,NA,NA,NA,NA,50150,MHI,0
90010171,BELT MHI YSE4225-B,NA,50150,YSE4225-B,ZER2,U26111801,U26111801,BELT MHI YSE4225-B,NA,MHI,MHI,NA,YSE4225-B,NA,Manufacturer,MHI,NA,NA,NA,NA,NA,50150,MHI,0
90010172,BELT MHI YCE3578-L,NA,50150,YCE3578-L,ZER2,U26111801,U26111801,BELT MHI YCE3578-L,GRP-ED-135,MHI,MHI,NA,YCE3578-L,NA,Manufacturer,MHI,NA,NA,NA,NA,NA,50150,MHI,0
90010173,BELT MHI YCE5680-A,NA,50150,YCE5680-A,ZER2,U26111801,U26111801,BELT MHI YCE5680-A,NA,MHI,MHI,NA,YCE5680-A,NA,Manufacturer,MHI,NA,NA,NA,NA,NA,50150,MHI,0
90010174,BELT MHI YCE5680-B,NA,50150,YCE5680-B,ZER2,U26111801,U26111801,BELT MHI YCE5680-B,NA,MHI,MHI,NA,YCE5680-B,NA,Manufacturer,MHI,NA,NA,NA,NA,NA,50150,MHI,0
90010175,BELT MHI YCE5680-C,NA,50150,YCE5680-C,ZER2,U26111801,U26111801,BELT MHI YCE5680-C,NA,MHI,MHI,NA,YCE5680-C,NA,Manufacturer,MHI,NA,NA,NA,NA,NA,50150,MHI,0
90010176,BELT MHI YGE4946,NA,50150,YGE4946,ZER2,U26111801,U26111801,BELT MHI YGE4946,NA,MHI,MHI,NA,YGE4946,NA,Manufacturer,MHI,NA,NA,NA,NA,NA,50150,MHI,0
90010177,BELT BHS 146083900,NA,50022,146083900,ZER2,U26111801,U26111801,BELT BHS 146083900,NA,BHS,BHS,NA,146083900,NA,Manufacturer,BHS,NA,NA,NA,NA,NA,50022,BHS,0
90010178,BELT BHS 148962901,NA,50022,148962901,ZER2,U26111801,U26111801,BELT BHS 148962901,NA,BHS,BHS,NA,148962901,NA,Manufacturer,BHS,NA,NA,NA,NA,NA,50022,BHS,0
90010179,BELT BHS 103560720,NA,50022,103560720,ZER2,U26111801,U26111801,BELT BHS 103560720,NA,BHS,BHS,NA,103560720,NA,Manufacturer,BHS,NA,NA,NA,NA,NA,50022,BHS,0
90010180,BELT BHS 103560714,NA,50022,103560714,ZER2,U26111801,U26111801,BELT BHS 103560714,NA,BHS,BHS,NA,103560714,NA,Manufacturer,BHS,NA,NA,NA,NA,NA,50022,BHS,0
90010181,BELT BHS 103560748,NA,50022,103560748,ZER2,U26111801,U26111801,BELT BHS 103560748,NA,BHS,BHS,NA,103560748,NA,Manufacturer,BHS,NA,NA,NA,NA,NA,50022,BHS,0
90010182,BELT BHS 286587628,NA,50022,286587628,ZER2,U26111801,U26111801,BELT BHS 286587628,NA,BHS,BHS,NA,286587628,NA,Manufacturer,BHS,NA,NA,NA,NA,NA,50022,BHS,0
90010183,BELT BHS 286587728,NA,50022,286587728,ZER2,U26111801,U26111801,BELT BHS 286587728,NA,BHS,BHS,NA,286587728,NA,Manufacturer,BHS,NA,NA,NA,NA,NA,50022,BHS,0
90010184,BELT BHS 182476828,NA,50022,182476828,ZER2,U26111801,U26111801,BELT BHS 182476828,NA,BHS,BHS,NA,182476828,NA,Manufacturer,BHS,NA,NA,NA,NA,NA,50022,BHS,0
90010185,BELT BHS 184120503,NA,50022,184120503,ZER2,U26111801,U26111801,BELT BHS 184120503,NA,BHS,BHS,NA,184120503,NA,Manufacturer,BHS,NA,NA,NA,NA,NA,50022,BHS,0
90010186,BELT FLAT MHI G2013155 118IN N-LINE,NA,50150,G2013155,ZER2,U26111804,U26111804,BELT FLAT MHI G2013155 118IN N-LINE,NA,MHI,MHI,NA,G2013155,NA,Manufacturer,MHI,NA,NA,NA,NA,NA,50150,MHI,0
90010187,BELT FLAT MHI G2008266-05 494IN 37.5IN,NA,50150,G2008266-05,ZER2,U26111804,U26111804,BELT FLAT MHI G2008266-05 494IN 37.5IN,NA,MHI,MHI,NA,G2008266-05,NA,Manufacturer,MHI,NA,NA,NA,NA,NA,50150,MHI,0
90010188,BELT FLAT BHS 135648700,NA,50022,135648700,ZER2,U26111804,U26111804,BELT FLAT BHS 135648700,NA,BHS,BHS,NA,135648700,NA,Manufacturer,BHS,NA,NA,NA,NA,NA,50022,BHS,0
90010189,BELT FLAT BHS 135649000,NA,50022,135649000,ZER2,U26111804,U26111804,BELT FLAT BHS 135649000,NA,BHS,BHS,NA,135649000,NA,Manufacturer,BHS,NA,NA,NA,NA,NA,50022,BHS,0
90010190,BELT FLAT BHS 135649100,NA,50022,135649100,ZER2,U26111804,U26111804,BELT FLAT BHS 135649100,NA,BHS,BHS,NA,135649100,NA,Manufacturer,BHS,NA,NA,NA,NA,NA,50022,BHS,0
90010191,BELT FLAT BHS 135649200,NA,50022,135649200,ZER2,U26111804,U26111804,BELT FLAT BHS 135649200,NA,BHS,BHS,NA,135649200,NA,Manufacturer,BHS,NA,NA,NA,NA,NA,50022,BHS,0
90010192,BELT FLAT BHS 135649401,NA,50022,135649401,ZER2,U26111804,U26111804,BELT FLAT BHS 135649401,NA,BHS,BHS,NA,135649401,NA,Manufacturer,BHS,NA,NA,NA,NA,NA,50022,BHS,0
90010193,BELT FLAT BHS 135649520,NA,50022,135649520,ZER2,U26111804,U26111804,BELT FLAT BHS 135649520,NA,BHS,BHS,NA,135649520,NA,Manufacturer,BHS,NA,NA,NA,NA,NA,50022,BHS,0
90010194,BELT FLAT BHS 135650501,NA,50022,135650501,ZER2,U26111804,U26111804,BELT FLAT BHS 135650501,NA,BHS,BHS,NA,135650501,NA,Manufacturer,BHS,NA,NA,NA,NA,NA,50022,BHS,0
90010195,BELT FLAT BHS 135650901,NA,50022,135650901,ZER2,U26111804,U26111804,BELT FLAT BHS 135650901,NA,BHS,BHS,NA,135650901,NA,Manufacturer,BHS,NA,NA,NA,NA,NA,50022,BHS,0
90010196,BELT FLAT BHS 184122302,NA,50022,184122302,ZER2,U26111804,U26111804,BELT FLAT BHS 184122302,NA,BHS,BHS,NA,184122302,NA,Manufacturer,BHS,NA,NA,NA,NA,NA,50022,BHS,0
90010197,BELT FLAT BHS 196452600,NA,50022,196452600,ZER2,U26111804,U26111804,BELT FLAT BHS 196452600,NA,BHS,BHS,NA,196452600,NA,Manufacturer,BHS,NA,NA,NA,NA,NA,50022,BHS,0
90010198,BELT FLAT BHS 213061731,NA,50022,213061731,ZER2,U26111804,U26111804,BELT FLAT BHS 213061731,NA,BHS,BHS,NA,213061731,NA,Manufacturer,BHS,NA,NA,NA,NA,NA,50022,BHS,0
90010199,BELT FLAT BHS 253710100,NA,50022,253710100,ZER2,U26111804,U26111804,BELT FLAT BHS 253710100,NA,BHS,BHS,NA,253710100,NA,Manufacturer,BHS,NA,NA,NA,NA,NA,50022,BHS,0
90010200,BELT FLAT BHS 600700 WHITE CONVEYOR,NA,50022,600700,ZER2,U26111804,U26111804,BELT FLAT BHS 600700 WHITE CONVEYOR,NA,BHS,BHS,NA,600700,NA,Manufacturer,BHS,NA,NA,NA,NA,NA,50022,BHS,0
90010201,BELT FLAT ARPAC 822289 62IN BLUE ACETAL,NA,50011,822289,ZER2,U26111804,U26111804,BELT FLAT ARPAC 822289 62IN BLUE ACETAL,NA,ARPAC,ARPAC,NA,822289,NA,Manufacturer,ARPAC,NA,NA,NA,NA,NA,50011,ARPAC,0
90010202,BELT FLAT ARPAC 823343 3IN GRAY,NA,50011,823343,ZER2,U26111804,U26111804,BELT FLAT ARPAC 823343 3IN GRAY,NA,ARPAC,ARPAC,NA,823343,NA,Manufacturer,ARPAC,NA,NA,NA,NA,NA,50011,ARPAC,0
90010203,BELT FLAT ARPAC 837624 68.9IN GRAY,NA,50011,837624,ZER2,U26111804,U26111804,BELT FLAT ARPAC 837624 68.9IN GRAY,NA,ARPAC,ARPAC,NA,837624,NA,Manufacturer,ARPAC,NA,NA,NA,NA,NA,50011,ARPAC,0
90010204,BELT FLAT ARPAC 838776 22IN DARK BROWN,NA,50011,838776,ZER2,U26111804,U26111804,BELT FLAT ARPAC 838776 22IN DARK BROWN,NA,ARPAC,ARPAC,NA,838776,NA,Manufacturer,ARPAC,NA,NA,NA,NA,NA,50011,ARPAC,0
90010205,BELT FLAT ARPAC 838778 3IN DARK BROWN,NA,50011,838778,ZER2,U26111804,U26111804,BELT FLAT ARPAC 838778 3IN DARK BROWN,NA,ARPAC,ARPAC,NA,838778,NA,Manufacturer,ARPAC,NA,NA,NA,NA,NA,50011,ARPAC,0
90010206,BELT FLAT ARPAC 838777 9IN DARK BROWN,NA,50011,838777,ZER2,U26111804,U26111804,BELT FLAT ARPAC 838777 9IN DARK BROWN,NA,ARPAC,ARPAC,NA,838777,NA,Manufacturer,ARPAC,NA,NA,NA,NA,NA,50011,ARPAC,0
90010207,BELT FLAT ARPAC 801102 V BELT,NA,50011,801102,ZER2,U26111804,U26111804,BELT FLAT ARPAC 801102 V BELT,NA,ARPAC,ARPAC,NA,801102,NA,Manufacturer,ARPAC,NA,NA,NA,NA,NA,50011,ARPAC,0
90010208,BELT FLAT ARPAC 803387 360IN URETHANE,NA,50011,803387,ZER2,U26111804,U26111804,BELT FLAT ARPAC 803387 360IN URETHANE,NA,ARPAC,ARPAC,NA,803387,NA,Manufacturer,ARPAC,NA,NA,NA,NA,NA,50011,ARPAC,0
90010209,BELT FLAT ARPAC 803355 4IN TEFLON,NA,50011,803355,ZER2,U26111804,U26111804,BELT FLAT ARPAC 803355 4IN TEFLON,NA,ARPAC,ARPAC,NA,803355,NA,Manufacturer,ARPAC,NA,NA,NA,NA,NA,50011,ARPAC,0
90010210,BEARING BALL MHI 0X-50051-04700 SINGLE,NA,50150,0X-50051-04700,ZER2,U31171504,U31171504,BEARING BALL MHI 0X-50051-04700 SINGLE,NA,MHI,MHI,NA,0X-50051-04700,NA,Manufacturer,MHI,NA,NA,NA,NA,NA,50150,MHI,0
90010211,BEARING BALL MHI 0X-50051-04800 SINGLE,NA,50150,0X-50051-04800,ZER2,U31171504,U31171504,BEARING BALL MHI 0X-50051-04800 SINGLE,NA,MHI,MHI,NA,0X-50051-04800,NA,Manufacturer,MHI,NA,NA,NA,NA,NA,50150,MHI,0
90010212,BEARING BALL MHI 0X-50051-05700 SINGLE,NA,50150,0X-50051-05700,ZER2,U31171504,U31171504,BEARING BALL MHI 0X-50051-05700 SINGLE,NA,MHI,MHI,NA,0X-50051-05700,NA,Manufacturer,MHI,NA,NA,NA,NA,NA,50150,MHI,0
90010213,BEARING BALL MHI 0X-56011-30600 SINGLE,NA,50150,0X-56011-30600,ZER2,U31171504,U31171504,BEARING BALL MHI 0X-56011-30600 SINGLE,NA,MHI,MHI,NA,0X-56011-30600,NA,Manufacturer,MHI,NA,NA,NA,NA,NA,50150,MHI,0
90010214,BEARING BALL MHI 0X-50051-05800 SINGLE,NA,50150,0X-50051-05800,ZER2,U31171504,U31171504,BEARING BALL MHI 0X-50051-05800 SINGLE,NA,MHI,MHI,NA,0X-50051-05800,NA,Manufacturer,MHI,NA,NA,NA,NA,NA,50150,MHI,0
90010215,BEARING BALL MHI 0X-50031-05800 SINGLE,NA,50150,0X-50031-05800,ZER2,U31171504,U31171504,BEARING BALL MHI 0X-50031-05800 SINGLE,NA,MHI,MHI,NA,0X-50031-05800,NA,Manufacturer,MHI,NA,NA,NA,NA,NA,50150,MHI,0
90010216,BEARING BALL MHI 0X-50051-06400 SINGLE,NA,50150,0X-50051-06400,ZER2,U31171504,U31171504,BEARING BALL MHI 0X-50051-06400 SINGLE,NA,MHI,MHI,NA,0X-50051-06400,NA,Manufacturer,MHI,NA,NA,NA,NA,NA,50150,MHI,0
90010217,BEARING BALL MHI 0K-ZZZZZ-04269 35MM,NA,50150,0K-ZZZZZ-04269,ZER2,U31171504,U31171504,BEARING BALL MHI 0K-ZZZZZ-04269 35MM,NA,MHI,MHI,NA,0K-ZZZZZ-04269,NA,Manufacturer,MHI,NA,NA,NA,NA,NA,50150,MHI,0
90010218,BEARING BALL MHI 0X-50051-07500 SINGLE,NA,50150,0X-50051-07500,ZER2,U31171504,U31171504,BEARING BALL MHI 0X-50051-07500 SINGLE,NA,MHI,MHI,NA,0X-50051-07500,NA,Manufacturer,MHI,NA,NA,NA,NA,NA,50150,MHI,0
90010219,BEARING BALL MHI 0X-50051-08100 SINGLE,NA,50150,0X-50051-08100,ZER2,U31171504,U31171504,BEARING BALL MHI 0X-50051-08100 SINGLE,NA,MHI,MHI,NA,0X-50051-08100,NA,Manufacturer,MHI,NA,NA,NA,NA,NA,50150,MHI,0
90010220,BEARING BALL MHI 0X-50012-09000 SINGLE,NA,50150,0X-50012-09000,ZER2,U31171504,U31171504,BEARING BALL MHI 0X-50012-09000 SINGLE,NA,MHI,MHI,NA,0X-50012-09000,NA,Manufacturer,MHI,NA,NA,NA,NA,NA,50150,MHI,0
90010221,BEARING BALL MHI 0X-50051-08800 SINGLE,NA,50150,0X-50051-08800,ZER2,U31171504,U31171504,BEARING BALL MHI 0X-50051-08800 SINGLE,NA,MHI,MHI,NA,0X-50051-08800,NA,Manufacturer,MHI,NA,NA,NA,NA,NA,50150,MHI,0
90010222,BEARING BALL MHI 0X-50051-08900 SINGLE,NA,50150,0X-50051-08900,ZER2,U31171504,U31171504,BEARING BALL MHI 0X-50051-08900 SINGLE,NA,MHI,MHI,NA,0X-50051-08900,NA,Manufacturer,MHI,NA,NA,NA,NA,NA,50150,MHI,0
90010223,BEARING BALL MHI 0X-50041-10300 SINGLE,NA,50150,0X-50041-10300,ZER2,U31171504,U31171504,BEARING BALL MHI 0X-50041-10300 SINGLE,NA,MHI,MHI,NA,0X-50041-10300,NA,Manufacturer,MHI,NA,NA,NA,NA,NA,50150,MHI,0
90010224,BEARING BALL MHI 0X-50051-10300 SINGLE,NA,50150,0X-50051-10300,ZER2,U31171504,U31171504,BEARING BALL MHI 0X-50051-10300 SINGLE,NA,MHI,MHI,NA,0X-50051-10300,NA,Manufacturer,MHI,NA,NA,NA,NA,NA,50150,MHI,0
90010225,BEARING BALL MHI 0X-50021-10300 SINGLE,NA,50150,0X-50021-10300,ZER2,U31171504,U31171504,BEARING BALL MHI 0X-50021-10300 SINGLE,NA,MHI,MHI,NA,0X-50021-10300,NA,Manufacturer,MHI,NA,NA,NA,NA,NA,50150,MHI,0
90010226,BEARING BALL MHI 0X-50051-09900 SINGLE,NA,50150,0X-50051-09900,ZER2,U31171504,U31171504,BEARING BALL MHI 0X-50051-09900 SINGLE,NA,MHI,MHI,NA,0X-50051-09900,NA,Manufacturer,MHI,NA,NA,NA,NA,NA,50150,MHI,0
90010227,BEARING BALL MHI 0X-50051-10200 SINGLE,NA,50150,0X-50051-10200,ZER2,U31171504,U31171504,BEARING BALL MHI 0X-50051-10200 SINGLE,NA,MHI,MHI,NA,0X-50051-10200,NA,Manufacturer,MHI,NA,NA,NA,NA,NA,50150,MHI,0
90010228,BEARING BALL MHI 0X-50011-13100 SINGLE,NA,50150,0X-50011-13100,ZER2,U31171504,U31171504,BEARING BALL MHI 0X-50011-13100 SINGLE,NA,MHI,MHI,NA,0X-50011-13100,NA,Manufacturer,MHI,NA,NA,NA,NA,NA,50150,MHI,0
90010229,BEARING BALL MHI 0X-50041-13100 SINGLE,NA,50150,0X-50041-13100,ZER2,U31171504,U31171504,BEARING BALL MHI 0X-50041-13100 SINGLE,NA,MHI,MHI,NA,0X-50041-13100,NA,Manufacturer,MHI,NA,NA,NA,NA,NA,50150,MHI,0
90010230,BEARING BALL MHI 0X-50011-13800 SINGLE,NA,50150,0X-50011-13800,ZER2,U31171504,U31171504,BEARING BALL MHI 0X-50011-13800 SINGLE,NA,MHI,MHI,NA,0X-50011-13800,NA,Manufacturer,MHI,NA,NA,NA,NA,NA,50150,MHI,0
90010231,BEARING BALL MHI 0K-SSSSS-09794 SINGLE,NA,50150,0K-SSSSS-09794,ZER2,U31171504,U31171504,BEARING BALL MHI 0K-SSSSS-09794 SINGLE,NA,MHI,MHI,NA,0K-SSSSS-09794,NA,Manufacturer,MHI,NA,NA,NA,NA,NA,50150,MHI,0
90010232,BEARING BALL MHI 0X-50051-03600 SINGLE,NA,50150,0X-50051-03600,ZER2,U31171504,U31171504,BEARING BALL MHI 0X-50051-03600 SINGLE,NA,MHI,MHI,NA,0X-50051-03600,NA,Manufacturer,MHI,NA,NA,NA,NA,NA,50150,MHI,0
90010233,BEARING BALL MHI 0X-50051-03700 SINGLE,NA,50150,0X-50051-03700,ZER2,U31171504,U31171504,BEARING BALL MHI 0X-50051-03700 SINGLE,NA,MHI,MHI,NA,0X-50051-03700,NA,Manufacturer,MHI,NA,NA,NA,NA,NA,50150,MHI,0
90010234,BEARING BALL MHI 0X-51031-04800 25DEG,NA,50150,0X-51031-04800,ZER2,U31171504,U31171504,BEARING BALL MHI 0X-51031-04800 25DEG,NA,MHI,MHI,NA,0X-51031-04800,NA,Manufacturer,MHI,NA,NA,NA,NA,NA,50150,MHI,0
90010235,BEARING BALL MHI 0X-50031-04700 SINGLE,NA,50150,0X-50031-04700,ZER2,U31171504,U31171504,BEARING BALL MHI 0X-50031-04700 SINGLE,NA,MHI,MHI,NA,0X-50031-04700,NA,Manufacturer,MHI,NA,NA,NA,NA,NA,50150,MHI,0
90010236,BEARING BALL MHI 0K-SSSSS-09491 SINGLE,NA,50150,0K-SSSSS-09491,ZER2,U31171504,U31171504,BEARING BALL MHI 0K-SSSSS-09491 SINGLE,NA,MHI,MHI,NA,0K-SSSSS-09491,NA,Manufacturer,MHI,NA,NA,NA,NA,NA,50150,MHI,0
90010237,BEARING BALL MHI 0X-50051-06100 32MM,NA,50150,0X-50051-06100,ZER2,U31171504,U31171504,BEARING BALL MHI 0X-50051-06100 32MM,NA,MHI,MHI,NA,0X-50051-06100,NA,Manufacturer,MHI,NA,NA,NA,NA,NA,50150,MHI,0
90010238,BEARING BALL MHI 0X-50051-06800 SINGLE,NA,50150,0X-50051-06800,ZER2,U31171504,U31171504,BEARING BALL MHI 0X-50051-06800 SINGLE,NA,MHI,MHI,NA,0X-50051-06800,NA,Manufacturer,MHI,NA,NA,NA,NA,NA,50150,MHI,0
90010239,BEARING BALL MHI 0X-50051-07100 SINGLE,NA,50150,0X-50051-07100,ZER2,U31171504,U31171504,BEARING BALL MHI 0X-50051-07100 SINGLE,NA,MHI,MHI,NA,0X-50051-07100,NA,Manufacturer,MHI,NA,NA,NA,NA,NA,50150,MHI,0
90010240,BEARING BUSHING MHI 0X-B0031-1418F 14MM,NA,50150,0X-B0031-1418F,ZER2,U31171515,U31171515,BEARING BUSHING MHI 0X-B0031-1418F 14MM,NA,MHI,MHI,NA,0X-B0031-1418F,NA,Manufacturer,MHI,NA,NA,NA,NA,NA,50150,MHI,0
90010241,BEARING BUSHING MHI 0X-B0111-F1010 20MM,NA,50150,0X-B0111-F1010,ZER2,U31171515,U31171515,BEARING BUSHING MHI 0X-B0111-F1010 20MM,NA,MHI,MHI,NA,0X-B0111-F1010,NA,Manufacturer,MHI,NA,NA,NA,NA,NA,50150,MHI,0
90010242,BEARING BUSHING MHI 0X-B0021-30030 30MM,NA,50150,0X-B0021-30030,ZER2,U31171515,U31171515,BEARING BUSHING MHI 0X-B0021-30030 30MM,NA,MHI,MHI,NA,0X-B0021-30030,NA,Manufacturer,MHI,NA,NA,NA,NA,NA,50150,MHI,0
90010243,BEARING BUSHING MHI 0X-B0101-L0040 32MM,NA,50150,0X-B0101-L0040,ZER2,U31171515,U31171515,BEARING BUSHING MHI 0X-B0101-L0040 32MM,NA,MHI,MHI,NA,0X-B0101-L0040,NA,Manufacturer,MHI,NA,NA,NA,NA,NA,50150,MHI,0
90010244,BEARING BUSHING MHI 0X-B0081-35040 35MM,NA,50150,0X-B0081-35040,ZER2,U31171515,U31171515,BEARING BUSHING MHI 0X-B0081-35040 35MM,NA,MHI,MHI,NA,0X-B0081-35040,NA,Manufacturer,MHI,NA,NA,NA,NA,NA,50150,MHI,0
90010245,BEARING BUSHING MHI 0X-B0021-40012 40MM,NA,50150,0X-B0021-40012,ZER2,U31171515,U31171515,BEARING BUSHING MHI 0X-B0021-40012 40MM,NA,MHI,MHI,NA,0X-B0021-40012,NA,Manufacturer,MHI,NA,NA,NA,NA,NA,50150,MHI,0
90010246,BEARING BUSHING MHI 0X-B0101-Q1040 50MM,NA,50150,0X-B0101-Q1040,ZER2,U31171515,U31171515,BEARING BUSHING MHI 0X-B0101-Q1040 50MM,NA,MHI,MHI,NA,0X-B0101-Q1040,NA,Manufacturer,MHI,NA,NA,NA,NA,NA,50150,MHI,0
90010247,BEARING BUSHING MHI 06-00023-J0050 50MM,NA,50150,06-00023-J0050,ZER2,U31171515,U31171515,BEARING BUSHING MHI 06-00023-J0050 50MM,NA,MHI,MHI,NA,06-00023-J0050,NA,Manufacturer,MHI,NA,NA,NA,NA,NA,50150,MHI,0
90010248,BEARING BUSHING MHI 06-00023-J0060 50MM,NA,50150,06-00023-J0060,ZER2,U31171515,U31171515,BEARING BUSHING MHI 06-00023-J0060 50MM,NA,MHI,MHI,NA,06-00023-J0060,NA,Manufacturer,MHI,NA,NA,NA,NA,NA,50150,MHI,0
90010249,BEARING BUSHING MHI 06-00023-M0050 80MM,NA,50150,06-00023-M0050,ZER2,U31171515,U31171515,BEARING BUSHING MHI 06-00023-M0050 80MM,NA,MHI,MHI,NA,06-00023-M0050,NA,Manufacturer,MHI,NA,NA,NA,NA,NA,50150,MHI,0
90010250,BEARING BUSHING MHI 0X-B0111-H1020 40MM,NA,50150,0X-B0111-H1020,ZER2,U31171515,U31171515,BEARING BUSHING MHI 0X-B0111-H1020 40MM,NA,MHI,MHI,NA,0X-B0111-H1020,NA,Manufacturer,MHI,NA,NA,NA,NA,NA,50150,MHI,0
90010251,BEARING BUSHING MHI 0K-SSSSS-11700 50MM,NA,50150,0K-SSSSS-11700,ZER2,U31171515,U31171515,BEARING BUSHING MHI 0K-SSSSS-11700 50MM,NA,MHI,MHI,NA,0K-SSSSS-11700,NA,Manufacturer,MHI,NA,NA,NA,NA,NA,50150,MHI,0
90010252,BEARING BUSHING MHI YSE7071,NA,50150,YSE7071,ZER2,U31171515,U31171515,BEARING BUSHING MHI YSE7071,NA,MHI,MHI,NA,YSE7071,NA,Manufacturer,MHI,NA,NA,NA,NA,NA,50150,MHI,0
90010253,BEARING BUSHING MHI YSE7072,NA,50150,YSE7072,ZER2,U31171515,U31171515,BEARING BUSHING MHI YSE7072,NA,MHI,MHI,NA,YSE7072,NA,Manufacturer,MHI,NA,NA,NA,NA,NA,50150,MHI,0
90010254,BEARING BUSHING MHI 0X-B0081-12015 12MM,NA,50150,0X-B0081-12015,ZER2,U31171515,U31171515,BEARING BUSHING MHI 0X-B0081-12015 12MM,NA,MHI,MHI,NA,0X-B0081-12015,NA,Manufacturer,MHI,NA,NA,NA,NA,NA,50150,MHI,0
90010255,BEARING BUSHING MHI 0X-B0081-25020 25MM,NA,50150,0X-B0081-25020,ZER2,U31171515,U31171515,BEARING BUSHING MHI 0X-B0081-25020 25MM,NA,MHI,MHI,NA,0X-B0081-25020,NA,Manufacturer,MHI,NA,NA,NA,NA,NA,50150,MHI,0
90010256,BEARING BUSHING MHI 0X-B0081-45040 45MM,NA,50150,0X-B0081-45040,ZER2,U31171515,U31171515,BEARING BUSHING MHI 0X-B0081-45040 45MM,NA,MHI,MHI,NA,0X-B0081-45040,NA,Manufacturer,MHI,NA,NA,NA,NA,NA,50150,MHI,0
90010257,BEARING BUSHING ALLIANCE 1009362 UHMW,NA,50005,1009362,ZER2,U31171515,U31171515,BEARING BUSHING ALLIANCE 1009362 UHMW,NA,ALLIANCE,ALLIANCE,NA,1009362,NA,Manufacturer,ALLIANCE,NA,NA,NA,NA,NA,50005,ALLIANCE,0
90010258,BEARING BUSHING BHS 306104.1,NA,50022,306104.1,ZER2,U31171515,U31171515,BEARING BUSHING BHS 306104.1,NA,BHS,BHS,NA,306104.1,NA,Manufacturer,BHS,NA,NA,NA,NA,NA,50022,BHS,0
90010259,BEARING BUSHING BHS 306105,NA,50022,306105,ZER2,U31171515,U31171515,BEARING BUSHING BHS 306105,NA,BHS,BHS,NA,306105,NA,Manufacturer,BHS,NA,NA,NA,NA,NA,50022,BHS,0
90010260,BEARING BUSHING BHS 105219600,NA,50022,105219600,ZER2,U31171515,U31171515,BEARING BUSHING BHS 105219600,NA,BHS,BHS,NA,105219600,NA,Manufacturer,BHS,NA,NA,NA,NA,NA,50022,BHS,0
90010261,BEARING BUSHING BHS 105219603,NA,50022,105219603,ZER2,U31171515,U31171515,BEARING BUSHING BHS 105219603,NA,BHS,BHS,NA,105219603,NA,Manufacturer,BHS,NA,NA,NA,NA,NA,50022,BHS,0
90010262,BEARING BUSHING BHS 115168900,NA,50022,115168900,ZER2,U31171515,U31171515,BEARING BUSHING BHS 115168900,NA,BHS,BHS,NA,115168900,NA,Manufacturer,BHS,NA,NA,NA,NA,NA,50022,BHS,0
90010263,BEARING BUSHING BHS 119128800,NA,50022,119128800,ZER2,U31171515,U31171515,BEARING BUSHING BHS 119128800,NA,BHS,BHS,NA,119128800,NA,Manufacturer,BHS,NA,NA,NA,NA,NA,50022,BHS,0
90010264,BEARING BUSHING BHS 124242101,NA,50022,124242101,ZER2,U31171515,U31171515,BEARING BUSHING BHS 124242101,NA,BHS,BHS,NA,124242101,NA,Manufacturer,BHS,NA,NA,NA,NA,NA,50022,BHS,0
90010265,BEARING BUSHING BHS 155999,NA,50022,155999,ZER2,U31171515,U31171515,BEARING BUSHING BHS 155999,NA,BHS,BHS,NA,155999,NA,Manufacturer,BHS,NA,NA,NA,NA,NA,50022,BHS,0
90010266,BEARING BUSHING BHS 156000,NA,50022,156000,ZER2,U31171515,U31171515,BEARING BUSHING BHS 156000,NA,BHS,BHS,NA,156000,NA,Manufacturer,BHS,NA,NA,NA,NA,NA,50022,BHS,0
90010267,BEARING BUSHING BHS 159245,NA,50022,159245,ZER2,U31171515,U31171515,BEARING BUSHING BHS 159245,NA,BHS,BHS,NA,159245,NA,Manufacturer,BHS,NA,NA,NA,NA,NA,50022,BHS,0
90010268,BEARING BUSHING BHS 159246,NA,50022,159246,ZER2,U31171515,U31171515,BEARING BUSHING BHS 159246,NA,BHS,BHS,NA,159246,NA,Manufacturer,BHS,NA,NA,NA,NA,NA,50022,BHS,0
